Data Source;Indicadores del desarrollo mundial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;28/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Djibouti;DJI;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;340989527.97;0.00;373371738.29;395794538.63;409220087.10;452328087.28;462421998.53;478058304.87;466048469.23;491689220.74;497723960.59;494004647.73;502675542.00;514267869.30;536080148.10;551230861.86;572417440.82;591122039.60;622044665.52;666072101.78;708633194.73;768873684.03;847918929.11;999105339.27;1049110684.72;1128611700.36;1239144501.78;1353632941.52;2042817162.86;2214679081.26;2424391785.44;2604955228.70;2762581334.23;2913466732.13;3088853638.57;3185150981.03;3385825228.87;3515108859.95;
Dominica;DMA;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45872947.41;57130215.56;55017758.89;72804653.33;82107391.11;89527576.67;98665191.48;109157070.74;119491932.96;135161958.52;151868754.44;171106184.07;185137242.96;201429629.63;219762962.96;234059259.26;245525925.93;264374074.07;274522222.22;292285185.19;302988888.89;322411111.11;331759259.26;333470370.37;340203703.70;333196296.30;343311111.11;367200000.00;364255555.56;390251851.85;421374074.07;458188888.89;489074074.07;493825925.93;501025925.93;485996296.30;498296296.30;520429629.63;540737037.04;576229629.63;521551851.85;554770370.37;611537037.04;504214814.81;555266666.67;607440740.74;
Dinamarca;DNK;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;11931739858.70;13059064374.63;13505573866.67;15414902266.67;17075457600.00;19085731252.44;23232379951.94;30730626663.36;34160444798.11;40474406216.28;44575892473.12;49784338519.46;60362931853.62;70366241969.21;71127528699.94;61877813965.24;60412844678.60;60644782176.05;59105236853.79;62658568287.34;88078760103.82;109414423928.78;115552846616.65;112409222182.70;138247285815.86;139224688814.20;152915654478.89;143195627014.61;156162386724.52;185006881515.07;187632346387.98;173537647058.82;176991934992.84;177965188354.69;164158739097.62;164791442543.38;178635163717.43;218096033517.01;251373002954.38;264467336457.17;282884947702.97;319423424509.07;353361038818.38;321241303699.01;321995279401.50;344003137611.27;327148943812.14;343584391647.93;352993631617.71;302673070846.86;313115929314.34;332121063806.39;356841216410.07;346498737961.64;354762748338.66;405687998852.69;400167196948.71;
República Dominicana;DOM;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;672399700.00;654100200.00;824100000.00;940799900.00;1025599900.00;888100000.00;983900000.00;1034800000.00;1079100000.00;1230500000.00;1485500000.00;1666500000.00;1987400000.00;2344800000.00;2925700000.00;3599200000.00;3951500000.00;4587100000.00;4734400000.00;5498800000.00;6761300000.00;7561300000.00;8267400000.00;9220600000.00;11594000000.00;5044579979.23;6122128557.57;5827050753.26;5374299981.50;6686593059.94;7073675544.79;9824483339.95;11605382504.00;13081042400.00;14644734599.48;16637370839.16;18241622547.59;20017450041.31;21672215546.76;22136579396.92;24305780628.67;25601823687.57;27137440786.26;21403167848.14;22322387382.49;35777560683.94;37879830084.26;43965458508.51;48122601530.33;48261078913.73;53860187257.96;58029773599.46;60681535652.54;62682159338.04;67179955677.28;71164826836.53;75704647877.66;79998046305.79;85555390139.12;88941372558.24;78844656298.18;94243425938.36;113537368176.13;
Argelia;DZA;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;2723615451.30;2434747055.94;2001444543.92;2702982017.64;2909316435.29;3136284306.85;3039859187.45;3370870376.30;3852147026.77;4257253264.09;4863526896.57;5077183093.89;6766743956.89;8707858912.12;13209871625.90;15557902754.03;17728240932.32;20972113684.96;26364491313.45;33243706859.66;42345829079.21;44348590460.93;45207167470.35;48801369800.37;53698548293.07;57937868670.19;63692007897.38;66745818375.49;59089396860.43;55634721572.73;62048507531.34;45715676428.28;48003133347.00;49945584452.65;42543176828.92;41764291671.77;46941554225.36;48177612042.15;48187781984.49;48640671734.97;54790398570.33;54744697926.07;56760355865.01;67863850333.95;85332581188.61;103198212442.69;117027280155.39;134977082623.78;171000699876.75;137211003661.70;161207307027.19;200013098817.25;209059080929.50;209755003250.66;213809979836.31;165979224866.13;160034212126.02;170096988531.91;174910684781.57;171760275466.61;145743542982.63;163472387986.77;194998449769.09;
Asia oriental y el Pacífico (excluido altos ingresos);EAP;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;81012790663.62;71458883064.70;65257525577.14;70599611075.07;81488124865.13;94903578451.45;103790138430.23;100856102485.70;102059353350.67;114537042435.74;127160158109.69;136759553355.91;155097596858.83;195161241017.72;220956027398.34;247986366608.59;252125312885.18;290805897713.52;353942305873.33;415804276283.97;496964005300.72;500272671887.51;505124567100.46;520080383599.96;536107419362.83;526595680660.18;524527484216.87;573139844210.08;671230992472.81;731371096234.13;700806537275.49;753373284604.07;877362176380.16;1065302995858.91;1071935566240.48;1322145813137.50;1518455507723.80;1570740162412.87;1433291024362.18;1578157584193.18;1736282412283.76;1847274952029.41;2044520658576.39;2314011252023.51;2683100487725.37;3107883641018.91;3742964683361.41;4731966528028.20;5987288782012.80;6491437866223.52;7900717379136.99;9650874833463.72;10760102571844.50;11870263413707.70;12800321230512.30;13323575118311.00;13614767442825.30;14881358665109.30;16640611153965.40;17213484850175.70;17487617929386.20;20839170495754.50;21193771562304.20;
inicial del dividendo demográfico;EAR;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;136037236022.39;144519229589.21;148511640353.48;166775260631.99;185276934941.44;199046271838.63;194538356325.16;211738371298.05;230290144067.62;254979072046.62;271582625956.43;293755085805.49;323444302441.41;405416698140.74;568522750972.38;639682910662.15;706852842249.97;793458796947.94;892438011210.26;1085897257201.83;1363197371643.12;1529352460730.91;1443093208304.90;1435738141021.54;1459662641982.74;1460132634641.71;1475759117115.51;1498232946401.19;1559723568017.21;1589428971661.20;1865383681841.56;1975737934666.10;2173358590938.42;2423181289063.27;2549155455096.38;2589976163835.73;2814604962976.37;3007027240585.32;2975617396106.00;3146557650838.14;3440095511579.21;3414281661317.57;3321585463361.85;3692647658874.73;4292615595190.27;4998498520570.03;5711797202730.39;6757951141703.74;7616765103084.00;7332396156491.93;8884031209798.03;9795626070584.94;10243728784860.40;10385185617015.90;10740227594970.80;10216824786880.20;10517811163281.70;11373004521350.20;11504322295801.50;11743140069350.90;10941489484842.60;12716982787439.00;14148420366435.90;
Asia oriental y el Pacífico;EAS;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;154531117498.85;155127329777.05;158343678297.95;176591740764.43;202562423066.16;225488669971.23;251973597080.54;273161617537.02;301107124936.33;346736994547.53;413453241726.74;458922270374.23;569888244632.69;751253809753.24;865270508011.10;946981108642.51;1041522827811.58;1241411064805.24;1638378937430.28;1789114467940.66;1956050522366.85;2122690614910.89;2066221743484.45;2190091680061.64;2317598624736.00;2388199816977.65;3123521291594.50;3722067437665.06;4504813026702.21;4699843182591.00;4825135527454.88;5442893719943.36;5983315055353.09;6794132980257.29;7404462060278.98;8407703049147.34;8101522614539.11;7743791381646.73;6931652345852.65;7743499881489.52;8377349540465.25;7789508076035.07;7912757790984.25;8702207399274.63;9758433473126.78;10411317309554.80;11034808224299.40;12331154735962.70;14220141864723.50;14630626964216.50;17078044883355.30;19796911407672.40;21174153362040.60;21411260037373.00;22089565874969.30;21995286337605.60;22775818467016.90;24329068203247.40;26487849774769.50;27032674446875.70;27155249687649.40;31141271720840.70;30712490177155.80;
Europa y Asia central (excluido altos ingresos);ECA;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;850630595097.82;820691714108.68;879067803641.86;859564888121.99;791014140633.35;785265792624.01;674045599737.30;721536976115.35;729341592559.42;761417341296.38;705490152949.70;591797663564.31;662865533121.62;655068116328.39;750707740327.68;947224219829.57;1256021644137.52;1589623253702.44;1950105962933.63;2509469282749.61;3110392920503.27;2437810906121.28;2953123347551.59;3670091075706.84;3914682847733.44;4150280509009.24;3845772639012.83;2921672028195.23;2777844494431.75;3118391538150.36;3183375960368.65;3250597309710.46;2991607694833.72;3580124604033.79;4129330109662.66;
Europa y Asia central;ECS;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;738130953212.59;794915876429.05;831525946548.11;919719196406.62;1018620304076.31;1147625624147.85;1375499419930.67;1747095591250.98;1973567780630.54;2307486263779.98;2397117543413.64;2716475752925.29;3316315487062.18;4056001260580.30;4593786019657.15;4088697189096.71;3939796038276.29;3822429053450.73;3673631584182.01;3801763674325.18;5189099124582.14;6412249080794.94;7136188537844.64;7228867549798.30;8844416306688.16;9129547622124.36;9793519248255.80;9002961946838.44;9412764456412.24;10869124487155.20;11093995531284.80;10522039639341.40;10794675569889.60;10676421794307.50;10065921815731.60;10168292218080.40;11134322383715.60;13534592292253.00;15775499878104.70;16780902188907.00;18167734620079.10;21227695909963.20;23363317725408.30;20544984633327.20;21016244485056.30;23305492283126.40;22453172441445.40;23454504187753.00;23783815080046.50;20480970346558.50;20408422727022.50;21652739213015.30;23188460071899.60;22907909231787.30;22156584402676.90;25324876871395.70;25344209837077.10;
Ecuador;ECU;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;2069464936.60;1753850954.84;1518207703.89;1824343870.41;2244146103.18;2387047395.70;2429308638.84;2553595172.09;2582179864.15;3112165727.38;2862503139.00;2754219271.03;3185986087.34;3891754150.24;6599257044.12;7731674472.07;9091921030.17;11026342618.11;11922497876.48;14175160902.07;17881508242.45;21810759353.73;19929846396.42;17152477036.50;16912509091.86;17149088413.35;15314138472.33;13945426859.47;13051881851.41;13890823704.55;15239272611.58;16988535267.63;18094238119.06;18938717358.68;22708673336.67;24432884442.22;25226393196.60;28162053026.51;27981896948.47;19645272636.32;18327764882.44;24468324000.00;28548945000.00;32432858000.00;36591661000.00;41507085000.00;46802044000.00;51007777000.00;61762635000.00;62519686000.00;69555367000.00;79276664000.00;87924544000.00;95129659000.00;101726331000.00;99290381000.00;99937696000.00;104295862000.00;107562008000.00;108108009000.00;99291124000.00;106165866000.00;115049476000.00;
Egipto, República Árabe de;EGY;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;4948667540.41;5278005611.91;5605484298.98;5932242990.65;6524455205.81;8042200452.15;8609283346.09;9299638055.84;10098534613.44;9228963224.60;11632178868.92;13315988083.42;14400806875.99;14811704063.07;18020571428.57;21669908176.39;22136081081.08;27655172413.79;30966239813.74;33971188991.61;39053502251.07;41253507951.36;40455616653.57;34980124929.02;39756299049.98;42978914311.35;37387836490.53;41855986519.42;46578631452.58;51897983392.65;60159245060.45;67629716981.13;78436578171.09;84828807556.08;90710704806.84;99838543960.08;96684636118.60;85146067415.73;80288461538.46;78782467532.47;89600665557.40;107426086956.52;130437828371.28;162818181818.18;189147005444.65;218983666061.71;235989672977.63;279116666666.67;288434108527.13;305595408895.27;329366576819.41;332441717791.41;248362771739.13;262588632526.73;318678815489.75;383817841547.10;424671765455.70;476747720364.74;
Zona del Euro;EMU;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;245575034484.16;269780402441.14;299724752489.19;336358141577.65;374154739325.54;408976374349.61;446231131338.64;484883784440.12;520564671447.42;581088775537.23;644565892247.92;730558217755.67;882533204601.87;1145698760371.67;1299297401470.17;1506551041977.91;1572246653107.20;1788382280419.11;2189962818491.86;2652849967504.12;2971159044053.63;2582177794503.23;2500049734466.30;2438980900692.61;2339472355257.19;2403447365327.61;3373099858818.71;4172038112351.14;4588386201192.42;4686851650795.39;5898511575032.55;6132653935089.69;6766063239283.20;6191179704198.15;6535365784573.06;7538231147010.79;7628506032133.83;6976362262242.35;7175100226665.57;7139982837082.76;6517630044431.91;6619383365977.04;7226690863566.02;8897544706855.87;10202235398147.70;10568559669251.50;11233646571123.00;12938431100771.30;14226776960849.60;13000592654770.30;12700497319995.60;13700718631878.40;12695551676378.30;13255496085721.20;13569853388306.00;11726885430565.40;12025583921664.00;12736564381784.90;13760663487274.40;13480528531193.60;13154981793981.90;14754736438720.20;14207593902747.60;
Eritrea;ERI;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;477101651.65;467872714.76;531688311.69;578015625.00;693535954.19;686490090.14;745523074.70;688918508.95;706370815.58;752371683.22;729321671.43;870248293.70;1109054005.44;1098424709.46;1211161879.67;1317974491.06;1380188800.00;1856695551.22;1589515447.15;2065001626.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
España;ESP;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;12072126075.40;13834300571.48;16138545209.25;19074913947.72;21343844643.73;24756958694.92;28721062242.16;31647119228.20;31475548481.41;36038711599.54;40992995008.32;46619420359.28;59132415221.33;78639525985.15;97274006345.54;114777046376.81;118507184779.91;132449277108.43;160599687500.00;214601955875.06;232766822928.75;202807891511.98;195996754505.53;170951185614.85;172102910370.52;180793463796.48;251321075204.94;318747935588.20;376160409941.44;414757056922.00;536558591250.41;577166174539.63;630916018202.50;525075636030.85;530562634455.35;614609020549.77;642588992512.81;590077272727.27;619214834614.10;634907542858.30;598363313494.90;627830029412.21;708756677088.63;907491523174.12;1069055675273.75;1153715822717.51;1260398977831.76;1474002579820.00;1631863493552.34;1491472923706.64;1422108199783.34;1480710495710.12;1324750738725.00;1355579535912.55;1371820537888.62;1196156971279.69;1233554967011.68;1313245330197.65;1421702715218.04;1394320055129.41;1278128867875.49;1445651653604.63;1417800466262.65;
Estonia;EST;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4502970889.06;4786018988.16;5154420649.23;5674080542.89;5756912265.76;5686579747.54;6254649538.98;7367975887.73;9874013098.46;12145911801.24;14106790200.22;17022870405.22;22449129482.62;24341678628.97;19633031397.61;19523477325.62;23213994093.46;23019150071.19;25115753366.11;26634083965.10;22890762090.15;24072829276.77;26924385103.07;30624720196.23;31081901909.22;31370395572.77;37191166151.98;38100812958.52;
Etiopía;ETH;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7324903188.41;7707678019.32;8567890821.26;8096302367.15;9480840483.09;9848600869.57;10527338647.34;10908935748.79;11476584879.23;12175166763.29;13463868357.49;10492993077.61;8830712713.91;6927950564.56;7663984567.90;8547939730.62;8589233860.18;7818205592.92;7700833482.01;8242349617.86;8231326016.47;7850809498.17;8623691300.04;10131187261.44;12401139453.97;15280861834.60;19707616772.80;27066912635.22;32437389116.04;29933790334.34;31952763089.33;43310721414.08;47648276605.01;55612228233.52;64589328550.60;74296745207.87;81770886825.60;84269196625.88;95912607722.30;107657734392.45;111261882958.43;126783471597.67;
Unión Europea;EUU;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;725882347880.35;820757859994.29;990362172790.35;1281934381027.14;1451653955755.56;1690761494478.92;1769935318587.38;2004765804618.25;2442533896219.61;2952640055239.04;3302959936728.90;2879790705886.44;2777190076954.51;2701887970990.39;2603220591295.78;2677481057422.58;3743790443177.27;4630939521325.74;5083941391067.04;5193045049320.93;6497764960998.87;6735918095931.52;7406346647462.83;6761164498941.44;7161925326227.77;8295832183149.51;8431354015024.83;7733772686274.65;7969828384040.82;7925877863372.77;7276390991857.45;7393612739232.78;8083519004561.54;9932133486284.80;11418900352971.10;11910068707011.70;12712635610430.10;14727519982190.60;16295383915395.20;14762732184092.90;14556037351406.00;15765045684120.10;14641507897977.10;15294695568087.00;15651155752825.70;13553676666875.90;13888512857169.00;14765543450855.00;15980992271824.80;15693432719569.60;15381174426002.40;17315218527836.10;16746544871112.00;
Frágiles y situaciones de conflicto afectados;FCS;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44702995409.29;48810492501.79;61465995002.80;61399014250.01;70634250872.83;86153958081.86;131587080079.03;147968477634.58;177928369331.12;192708150116.34;212462321542.48;273171200189.24;349510591210.36;498814510411.53;475070488573.83;405242033126.77;369274294232.02;373471488874.47;363763056776.46;374331340505.67;392458465605.57;387026945952.18;560666457491.83;400453801388.54;364561464352.06;373427180677.55;387422713800.06;470647685122.78;513501426607.29;573407469041.26;589888835850.82;455600793837.41;528316634352.91;525114548136.60;516350189034.36;543431874598.58;683098771396.30;858449973800.71;1064256763313.30;1297384802017.51;1646380142467.61;1521389688311.18;1802880871890.26;1689762063599.30;1888886097184.81;1958466454077.63;2080902833468.12;1656886439480.07;1562107520266.63;1654879733899.76;1735106586576.45;1838740662563.75;1666563897610.01;1782595197342.36;1906134056808.84;
Finlandia;FIN;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;5224102195.53;5921659485.03;6340580854.39;6885920328.66;7766655085.79;8589340019.03;9208524504.88;9368954010.31;8823033880.33;10070766720.50;11357516987.54;12527405512.93;14743186119.87;19472363466.63;24848821490.47;29472623242.28;31849513771.35;33499799321.23;36256160288.81;44465255686.15;53645202422.70;52448332874.07;52797582336.25;50973526900.09;52888800949.74;55875863392.17;73531550551.26;91594751792.24;109058990760.48;119012054870.45;141438345513.92;127773856785.77;112532519246.08;89214114708.03;103299943084.80;134189814814.82;132129174216.93;126912152101.71;134038718291.06;135264083658.69;126019543413.33;129533107311.81;140404460203.14;171652458349.41;197479443979.15;204885494686.38;217089269791.76;256378067752.16;285716311136.72;253497520828.52;249424310816.67;275604356167.32;258290060227.73;271362405890.59;274862826772.16;234534382384.77;240771351298.83;255647979916.47;275708001767.84;268514916972.55;271886077382.10;296470417085.27;282649838009.73;
Fiji;FJI;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;112328422.11;116987784.91;122906434.96;129454728.62;140032741.47;147084750.03;150603925.52;162625885.86;166952937.14;182182067.70;219878482.17;247749327.72;316656648.70;425950487.52;558587097.38;684282434.36;694540806.38;719501765.78;829267889.43;1019691460.17;1202618816.21;1235626770.51;1194059943.22;1123085190.07;1178000678.00;1141168943.98;1290267339.65;1177947965.12;1110009522.76;1182660265.77;1337017559.50;1383883249.59;1532411039.05;1636101246.94;1825732092.55;1970301486.21;2128696643.63;2090221137.03;1653146716.58;1936459986.04;1678219507.90;1652462023.46;1833279985.37;2300492465.32;2708078476.63;2980403844.72;3076305452.87;3378314599.76;3523185919.56;2870624635.68;3140166712.80;3779411899.37;3972028104.47;4189967998.51;4857104791.00;4682479912.05;4930213634.36;5353469171.06;5581425324.91;5444407214.32;4432466237.10;4305031630.82;4979979546.01;
Francia;FRA;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;62225478000.88;67461644222.04;75607529809.93;84759195105.87;94007851047.37;101537248148.43;110045852177.93;118972977486.21;129785441507.46;141903068680.31;148456359985.83;165966615366.40;203494148244.47;264429876252.21;285553737043.10;360832186018.05;372319038514.07;410279486493.72;506709302325.58;613953129818.07;701288419745.42;615552202776.10;584877732308.61;559869179791.72;530683779929.45;553138414367.06;771470783218.11;934173305685.91;1018847043277.17;1025211803413.53;1269179616913.62;1269276828275.78;1401465923172.24;1322815612694.00;1393982750472.59;1601094756209.75;1605675086549.56;1452884917959.09;1503108739159.44;1493151737698.46;1365639660792.16;1377657339291.34;1501409382971.38;1844544792036.86;2119633181634.37;2196945232435.80;2320536221304.70;2660591246211.77;2930303780828.12;2700887366932.03;2645187882116.67;2865157541994.17;2683671716967.19;2811876903329.03;2855964488590.19;2439188643162.50;2472964344587.17;2595151045197.65;2790956878746.66;2728870246705.88;2647418691598.45;2959355819170.50;2779092236505.85;
Islas Feroe;FRO;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;57954522.42;64397131.08;66225403.56;65186666.67;70106666.67;84933333.33;99219082.85;119335897.82;161236465.82;196771070.90;227404436.01;270470345.45;347798304.64;397833034.88;448568492.66;493014300.01;456244919.01;444047495.32;486605127.70;426008864.69;459307281.20;688914288.88;886508622.33;968576956.93;871935350.38;960805408.95;909253214.83;912670413.33;760957189.76;758739178.61;901404709.83;989536914.66;933763083.40;1104744235.30;1127684827.36;1067109530.65;1160268212.07;1275093689.27;1501941580.89;1724770770.83;1759739599.23;2017680834.90;2339015313.30;2489873249.63;2296065170.06;2331796784.36;2505740669.27;2427200388.92;2690110520.93;2914012679.27;2573905971.05;2813278868.78;2980057377.88;3188600927.47;3266432734.23;3262045883.37;3655063937.93;3555929833.05;
Micronesia (Estados Federados de);FSM;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;106500000.00;0.00;0.00;112210000.00;116700000.00;124700000.00;135200000.00;147200000.00;166200000.00;178100000.00;198400000.00;202500000.00;221575300.00;218534700.00;206626300.00;218873100.00;220140500.00;233271800.00;240970900.00;242517200.00;245432900.00;240236000.00;250281900.00;253541900.00;256787200.00;263145100.00;280284600.00;296944100.00;311301600.00;327248700.00;317214400.00;319271200.00;316489900.00;332265200.00;366666800.00;401932300.00;416000000.00;408000000.00;406000000.00;424000000.00;
Gabón;GAB;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;141468977.80;167637907.12;182796536.27;154480244.06;215679855.34;226474285.78;245849781.27;271543680.05;294468564.25;318124701.48;323802475.51;381687072.62;430508358.51;722780701.30;1544216001.66;2157592940.04;3009409974.27;2809349069.22;2389479271.67;3030251120.10;4279637942.25;3862269120.53;3618007841.14;3391275731.54;3561451560.51;3339914757.23;3403638189.20;3281797043.05;3834503376.03;4186411463.86;5952293764.85;5402919784.57;5592390827.40;4378645081.02;4190819344.22;4958845648.05;5694040002.90;5326817114.54;4483417309.83;4662992036.21;5080483628.53;5023265413.26;5335451099.88;6511903365.48;7770219008.21;9582783990.85;10327598306.46;12455409587.34;15571348344.34;12113699068.25;14372593020.29;18210307743.58;17170464016.06;17595744798.34;18203966895.84;14383107762.70;14023890265.37;14929487485.16;16867326401.96;16874405465.39;15314577154.81;20217946922.45;21071739224.89;
Reino Unido;GBR;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;73233967692.10;77741965703.35;81247564156.82;86561961812.32;94407558351.16;101824755078.99;108572752102.05;113116888210.79;107759910067.89;116464702803.22;130671946244.30;148113896325.14;169965034965.04;192537971582.56;206131369798.97;241756637168.14;232614555256.07;263066457352.17;335883029721.96;438994070309.19;564947710899.37;540765675241.16;515048916841.37;489618008185.54;461487097632.35;489285164271.05;601452653180.89;745162608269.33;910122732123.80;926884816753.93;1093169389204.55;1142797178130.51;1179659529659.53;1061388722255.55;1140489745944.29;1344240176739.78;1419645865834.63;1560911918795.02;1653694932096.72;1687830448147.55;1665534876683.31;1649827263567.01;1785729916067.15;2054422857142.86;2421525082387.40;2543180000000.00;2708441582336.71;3090510204081.63;2929411764705.88;2412840006231.50;2485482596184.71;2663805834828.07;2707089726614.64;2784853502534.29;3064708247921.43;2927911140916.73;2689106566899.61;2680148052335.30;2871340347581.79;2851407164907.81;2697806592293.86;3141506156618.70;3089072722400.14;
Georgia;GEO;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7500000000.00;6400000000.00;3730000000.00;2701301482.70;2514070771.80;2693768412.89;3095047603.81;3510520231.21;3613497316.55;2800025882.72;3057475335.19;3219462262.01;3395766677.67;3991377904.13;5125365191.99;6410912049.87;7745250733.95;10172931088.57;12795145130.91;10766920065.83;12243217070.57;15107486236.25;16488822461.42;17190068235.79;17627332900.26;14953673796.19;15141598622.57;16242645072.29;17596922469.92;17470436258.51;15842922532.72;18629365612.10;24780791063.71;
Ghana;GHA;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;1223943661.97;1309859154.93;1390140845.07;1549295774.65;1740845070.42;2064788732.39;2138028169.01;1748837209.30;1666666666.67;1961764705.88;2214705882.35;2427184466.02;2116541353.38;3018103448.28;2894409937.89;2810106382.98;2765254237.29;3189428571.43;3662478184.99;4020227920.23;4445228215.77;4222441860.47;4035994397.76;4057275132.28;4412279843.44;4504306722.69;5735677433.83;5074829931.97;5197765031.65;5251858439.87;5889106573.46;6603185267.80;6416103925.83;5968922939.37;5446383726.77;6464382807.68;6932991739.38;6891443192.25;7482069162.42;7718109982.26;4982850662.21;5314872854.44;6166197847.85;7632723555.66;8881417906.71;10744568381.45;20885037596.70;24827339138.49;28679383241.07;26048720005.52;32197655566.53;39336668080.56;41271701060.95;62824629066.04;54783320576.89;49406009811.98;56164928691.04;60405920071.57;67298913752.02;68337974418.33;70043095503.67;79524421861.27;73766052451.53;
Gibraltar;GIB;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
