Data Source;Indicadores del desarrollo mundial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;28/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Armenia;ARM;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2256863448.77;2069870129.87;1272835453.43;1201312829.28;1315158636.68;1468317435.20;1596968946.24;1639492444.76;1893726437.26;1845482173.03;1911563668.85;2118467913.38;2376335048.40;2807061008.69;3576615240.42;4900469511.10;6384452066.51;9206301269.79;11662040713.88;8647937081.26;9260285755.62;10142111824.58;10619320682.95;11121464437.04;11609513246.80;10553337518.41;10546136235.52;11527458709.02;12457940694.74;13619290539.21;12641698583.22;13878908628.94;19513474648.24;
Samoa Americana;ASM;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;512000000.00;524000000.00;509000000.00;500000000.00;493000000.00;518000000.00;560000000.00;675000000.00;573000000.00;570000000.00;640000000.00;638000000.00;643000000.00;673000000.00;671000000.00;612000000.00;639000000.00;647000000.00;721000000.00;750000000.00;871000000.00;
Antigua y Barbuda;ATG;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;77496753.70;87879341.48;109079978.89;131431026.67;147841734.44;164369278.89;182144092.96;208372846.30;240923924.81;290440140.74;337174861.85;398637727.78;438794788.52;459470370.37;481707407.41;499281481.48;535174074.07;589429629.63;577281481.48;633729629.63;680618518.52;727859259.26;766200000.00;826370370.37;800481481.48;814381481.48;856396296.30;919729629.63;1022962962.96;1157662962.96;1312759259.26;1370070370.37;1228329629.63;1148700000.00;1281337037.04;1327107407.41;1325425925.93;1378829629.63;1437755555.56;1489692592.59;1531151851.85;1661529629.63;1725351851.85;1410796296.30;1601366666.67;1867733333.33;
Australia;AUS;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;18606562977.05;19682883149.26;19922563187.61;21539843446.38;23801123808.18;25976164156.19;27307844369.26;30442724870.84;32714085234.25;36683365869.34;41333606613.38;45216647234.66;52040887850.47;63830877642.54;88963890935.89;97303017888.84;105059356494.43;110349850883.23;118491633469.73;134898330114.73;149985515320.33;176893068617.21;194038397881.50;177265418961.89;193518998163.40;180637129503.85;182475517627.31;189487162519.85;236154038684.29;299871835376.04;311420509067.63;325966686052.58;325518458076.53;312128302417.09;322802490487.72;368166023166.02;401341880620.73;435642611296.59;399674421759.48;389652212056.65;416167815092.91;379629301675.11;395788696012.06;467739079790.33;614659980082.52;695692898676.56;748417562769.64;855007458585.22;1056112427190.38;928762122698.05;1148890200292.42;1398701323029.63;1547649835732.89;1577301840200.01;1468597690006.22;1351768945139.11;1207580901578.72;1326882104817.00;1429733668185.91;1394671325960.57;1330381544909.30;1559033756285.13;1692956646855.70;
Austria;AUT;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;6592693841.18;7311749633.36;7756110210.12;8374175257.73;9169983885.71;9994070615.86;10887682273.10;11579431668.92;12440625312.87;13582798556.24;15373005557.03;17858486066.75;22059612476.93;29515467706.80;35189299911.66;40059206763.06;42959976221.52;51545758887.69;62052259073.25;73937296963.46;82058912997.23;71034228443.06;71275287569.57;72121016546.65;67985344886.87;69386774408.09;99036164939.16;124168442533.74;133339397080.13;133105805512.22;166463386179.35;173794177961.11;195078126721.76;190379720809.18;203535242741.84;241038283062.65;237250948791.27;212790348404.56;218259904401.96;217259147049.95;197289625479.91;197508773215.32;214394866675.24;262273631180.05;301457562038.54;316092273276.02;336280064332.41;389185571506.05;432051935642.95;401758735822.21;392275107258.67;431685217367.51;409401816050.53;430190979705.96;442584815286.03;381971148530.54;395837353031.50;417261151844.98;454991174096.10;444596155845.25;435049316955.74;479295362747.05;470941926750.74;
Azerbaiyán;AZE;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8884848484.85;5344000000.00;444658671.59;1570392598.15;1193141110.35;2417331192.95;3176507376.32;3962362387.48;4446368570.69;4581248566.50;5272615722.97;5707616203.72;6236087738.28;7276413079.11;8680405740.94;13245421880.83;20981929497.62;33049419431.22;48851293785.45;44292427184.95;52909294791.93;65952796427.95;69679944504.20;74160560123.69;75239785452.10;53076235354.75;37866996882.92;40866627351.98;47112470051.77;48174235294.12;42693000000.00;54825411764.71;78721058823.53;
Burundi;BDI;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;195999990.00;202999992.00;213500006.00;232749998.00;260750008.00;158994962.96;165444571.43;178297142.86;183200000.00;190205714.29;242732571.43;252842285.71;246804571.43;304339839.55;345263492.06;420986666.67;448412753.62;547535555.56;610225555.56;782496666.67;919726666.67;969046666.67;1013222222.22;1082926304.46;987143931.17;1149979285.77;1201725497.07;1131466494.01;1082403219.49;1113924130.41;1132101252.52;1167398478.35;1083037670.60;938632612.03;925030590.15;1000428393.89;869033856.32;972896267.92;893770740.21;808077223.37;870486065.88;876794723.07;825394519.42;784654423.62;915257323.40;1117113079.74;1273375078.45;1356199387.42;1611835857.05;1781455139.86;2032135192.01;2235820809.32;2333341334.46;2451606632.29;2705783329.80;3104003546.26;2644487776.50;2723586962.84;2667182199.51;2576518879.82;2649680261.44;2775798697.47;3338722827.66;
Bélgica;BEL;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;11658722590.99;12400145221.60;13264015675.32;14260017387.05;15960106680.67;17371457607.94;18651883472.48;19992040788.46;21376353113.48;23710735894.70;26706196046.79;29821661869.91;37209418018.51;47743801490.37;56033077879.04;65678189097.29;71113882967.61;82839905458.64;101246526194.44;116315456796.92;126829314388.19;104730018470.23;92095926187.53;87184239053.25;83349530159.17;86268264148.38;120018787249.41;149394404105.89;162299103675.26;164221056511.06;205331747947.85;210510999409.33;234781652446.68;224721795708.96;244884129491.20;288025588396.28;279201433224.76;252708051420.84;258528339631.03;258245733221.47;236792460312.47;236746141604.37;258383599375.18;318082528506.59;369214712443.21;385714762230.04;408259840868.82;470922156309.45;517328087920.08;483254171097.81;481420882905.00;523330354138.13;496152879924.73;521791015247.06;535390200131.02;462335574841.48;476062757356.93;502764720556.35;543299066998.90;535865804349.80;526264230147.39;600748812601.54;583435595579.96;
Benin;BEN;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;226195578.43;235668220.51;236434954.04;253927697.26;269819005.88;289908680.43;302925235.15;306221953.10;326323105.26;330748244.54;333627713.49;335073027.54;410331856.99;504376074.19;554654860.70;676870140.34;698408261.92;750049778.84;928843469.43;1186231019.82;1405251846.54;1291120188.43;1267778670.36;1095348199.44;1051134008.79;1045712789.15;1336102025.28;1562412227.90;1620246083.79;1502294416.17;1959965330.15;1986437796.53;1695315305.70;2274558082.76;1598075943.87;2169627137.92;2361116449.39;2268301646.47;2455092686.35;3677393998.74;3519991440.48;3666222635.14;4194342686.22;5349258094.48;6190270380.50;6567654954.39;7034111314.89;8169048382.84;9787734526.24;9738626517.00;9535345015.78;10693321363.66;11141358115.90;12517845123.93;13284527846.91;11388160997.11;11821065852.13;12701655845.96;14262408079.70;14390708756.99;15686741893.52;17687623534.67;17396792699.55;
Burkina Faso;BFA;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;330442815.82;350247234.26;379567099.25;394040667.11;410321644.96;422916789.75;433889766.24;450753923.55;460442689.38;478298645.39;458404268.76;482411179.12;578595521.99;674773569.88;751133430.45;939972703.46;976547188.05;1131224878.19;1475583644.94;1748480620.52;1928719888.21;1775842333.57;1754450096.24;1600278605.25;1459880132.14;1552493196.28;2036303357.68;2369834949.73;2616040478.99;2615587733.97;3101300778.56;3135045584.08;3356692505.18;3199536465.23;1895290637.10;2379517975.28;2586550595.41;2447669101.95;2804902367.15;3389566712.66;2968370087.60;3190371080.95;3622350062.96;4740768142.67;5451688537.61;6146353173.35;6547419820.38;7625722836.77;9451435490.11;9450696873.34;10109619740.70;12080295977.56;12561015156.57;13444300485.84;13943016076.74;11832159315.63;12833363045.34;14106955615.34;15890066221.29;16032813501.66;17725010530.79;19642668879.77;18820064797.84;
Bangladesh;BGD;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;4274894083.33;4817580375.00;5081413541.67;5319458562.50;5386054833.33;5906636791.67;6439687854.17;7253575687.50;7483685770.83;8471006437.50;8992722166.67;8751843187.50;6288245866.67;8086725729.34;12512460519.71;19448348073.46;10117113333.33;9651149301.87;13281767142.86;15565480321.94;18138049095.61;20249694002.45;18525399201.60;17609048821.55;18920840000.00;22278423076.92;21774033333.33;24298032258.06;26579005558.37;28781715188.89;31598340778.22;30957483949.58;31708874594.16;33166519417.99;33768660882.79;37939748768.66;46438484107.58;48244309133.49;49984559471.37;51270569883.53;53369787318.62;53991289844.33;54724081490.51;60158929188.26;65108544250.04;69442943089.43;71819083683.74;79611888213.15;91631278239.32;102477779556.79;115279077465.23;128637983882.83;133355820262.93;149990529836.78;172885432686.95;195078573252.20;265236390328.63;293754781336.00;321379127909.35;351238399005.45;373902197869.16;416264800549.03;460201265527.98;
Bulgaria;BGR;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19839230769.23;19870000000.00;19342000000.00;16563666666.67;17594944444.44;17155421052.63;20249294117.65;28101000000.00;22555941176.47;21988444444.44;20632090909.09;10943548387.10;10350515463.92;10832064941.65;9697416974.17;18991484420.36;12294964837.62;11316127378.96;15031055046.76;13627325461.17;13245990274.46;14183446025.74;16403043849.83;21144957990.47;26157743368.87;29868657858.01;34380536495.67;44432811756.47;54480684188.44;52023801230.12;50760929302.51;57737040780.02;54288135058.79;55852123989.95;57157782909.93;50811995688.68;53964253211.84;59309748166.12;66370132238.39;68881010245.55;70368758395.14;84041493015.66;90346169914.93;
Bahrein;BHR;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3072698328.47;3467819148.94;3645744680.85;3735106382.98;3905585106.38;3651861702.13;3052393617.02;3392021010.64;3702393617.02;3863563829.79;4229787234.04;4616223404.26;4751063829.79;5200265957.45;5567553457.45;5849467819.15;6101861436.17;6349202393.62;6183776595.74;6621010372.34;9062898936.17;8976196808.51;9593510638.30;11074813829.79;13150159574.47;15968723404.26;18504760638.30;21730000000.00;25710904255.32;22938218085.11;25713271276.60;28776595744.68;30749308510.64;32539468085.11;33387712765.96;31050638297.87;32234973404.26;35473776595.74;37802005319.15;38653318085.11;34621807712.77;39288670212.77;44383297872.34;
Bahamas;BHS;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;169803921.57;190098039.22;212254901.96;237745098.04;266666666.67;300392156.86;340000000.00;390196078.43;444901960.78;528137254.90;538423153.69;573400000.00;590900000.00;670900000.00;632400000.00;596200000.00;642100000.00;713000000.00;832400000.00;1139800100.00;1335300000.00;1426500000.00;1578300000.00;1732800000.00;2041100000.00;2320699900.00;2472500000.00;2713999900.00;2817900000.00;3062000000.00;3166000000.00;3111160000.00;3109000000.00;3092000000.00;3259000000.00;3429000000.00;3609000000.00;6332360000.00;6833220000.00;7683870000.00;8076470000.00;8317830000.00;8881160000.00;8870090000.00;9055290000.00;9836200000.00;10167250000.00;10618340000.00;10526000000.00;9981960000.00;10095760000.00;10070450000.00;10720400000.00;10395500000.00;10974800000.00;11672900000.00;11750800000.00;12253500000.00;12653600000.00;13058700000.00;9754600000.00;11527600000.00;12897400000.00;
Bosnia y Herzegovina;BIH;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1255802469.14;1866572953.74;2786045321.64;3671909673.04;4116774300.61;4686256363.05;5567772768.81;5800615466.27;6728220886.65;8498894359.39;10156541538.40;11222796336.54;12864841905.95;15778734264.38;19112796623.12;17613949091.23;17176315803.73;18644233537.11;17226735995.69;18179108530.53;18558733564.47;16404348871.44;17116926327.62;18326373366.11;20484053868.92;20482608755.38;20226036564.41;23649568276.84;24473906673.71;
Belarús;BLR;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9200000000.00;16416666666.67;14952100840.34;13970425776.75;14756846153.85;14130585516.18;15221352698.89;12138243080.63;12736780455.15;12354820143.88;14594900944.77;17825444724.49;23141566292.95;30210091836.83;36961894281.34;45275711995.83;60752106347.13;50873167326.04;57231904542.88;61762382327.93;65685890438.89;75527558966.45;78812805039.07;56454889146.61;47723545321.26;54725302249.81;60031173807.72;64410122847.35;61371755326.24;69673747131.87;72793457588.44;
Belice;BLZ;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;28072478.07;29964999.97;31857591.86;33750113.75;36194586.19;40110040.11;44450044.45;47431255.75;44999910.00;47399905.20;53339893.32;59074687.20;65998069.38;78214767.83;103160450.45;118194026.25;97094227.23;117650000.00;136300000.00;151800000.00;197938222.43;196089854.66;182206326.99;192103185.96;214381949.02;212643742.67;231638320.54;281082558.59;320093360.27;369133890.71;545686365.52;594975697.05;693625168.25;750018765.33;769649509.48;816491620.23;848205276.87;870861115.18;926550756.04;996906468.69;1134756760.62;1168127973.94;1240059540.09;1303381860.76;1394273990.60;1468145956.20;1584207353.22;1699214298.91;1731921564.07;1681473348.43;1739070295.44;1818831938.18;1899503249.86;2021757434.18;2125125606.26;2194709309.24;2240593542.98;2266664817.09;2292787335.62;2386792476.11;2047727810.07;2424575179.38;2830507575.68;
Bermudas;BMU;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;84466652.59;89249985.13;94149984.31;96366650.61;107566648.74;114339050.29;134173375.34;155102980.09;150000000.00;164900000.00;186300000.00;211100000.00;235400000.00;269500000.00;312600000.00;345000000.00;386300000.00;447000000.00;475800000.00;517200000.00;613299968.00;739100032.00;785500032.00;889400000.00;985699968.00;1039500032.00;1173500032.00;1296499968.00;1415100032.00;1501500032.00;1592400000.00;1634900000.00;1679900000.00;1820359900.00;1867160100.00;2030750000.00;2695390000.00;2932827000.00;3130748000.00;3324433000.00;3480219000.00;3680483000.00;3937228000.00;4186525000.00;4484703000.00;4868136000.00;6144000000.00;6767000000.00;6980000000.00;6656000000.00;6634526000.00;6312691000.00;6378188000.00;6465756000.00;6413988000.00;6654541000.00;6899911000.00;7142316000.00;7225977000.00;7423465000.00;6887147000.00;7127200000.00;7546000000.00;
Bolivia;BOL;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;373250000.00;406000000.00;443916666.67;478000000.00;538583333.33;598333333.33;662500000.00;748250000.00;849333333.33;920333333.33;1006833333.33;1084666666.67;1286153846.15;1263600000.00;2101300000.00;2405900000.00;2733350000.00;3229050000.00;3760100000.00;4510500000.00;4450368036.69;5778487836.54;5600385567.81;5414008064.03;6169304491.54;5377276656.90;3959383519.78;4347956337.83;4597611710.02;4715973437.39;4867582597.52;5343262457.10;5643868748.68;5734699488.85;5981222858.83;6715161732.23;7396949126.36;7925736821.45;8497494652.13;8285064434.57;8397855484.77;8141516928.39;7905485146.44;8082399639.54;8773451751.51;9549122905.33;11451844902.22;13120108008.35;16674276285.90;17339992193.73;19649723722.10;23963164696.59;27084497481.91;30659338885.67;32996188017.37;33000198248.91;33941126193.92;37508642170.77;40287647930.54;40895322850.94;36629843806.08;40406111695.18;44008282877.96;
Brasil;BRA;PIB (US$ a precios actuales);NY.GDP.MKTP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;425595310393.46;461951781818.18;407337837837.84;390590371724.56;438302216833.01;546229749726.26;769333050986.91;850426432991.74;883206179730.46;863710759256.44;599642024319.53;655448231983.53;559983634798.98;509795273806.72;558233745651.87;669289424806.31;891633839853.11;1107626541710.74;1397114486471.38;1695855083552.05;1666996438681.46;2208837745214.23;2616156223977.47;2465227803011.57;2472819535742.73;2456043727198.85;1802212206904.68;1795693482652.52;2063514977334.32;1916933898038.36;1873288205186.45;1476107231194.11;1649622821885.14;1920095779022.73;
