Data Source;Indicadores del desarrollo mundial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;28/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Congo, República Democrática del;COD;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;316.64;194.13;253.52;219.34;272.81;253.32;259.24;0.00;230.88;272.05;140.21;130.38;130.82;135.89;135.48;99.76;392.63;148.45;168.94;167.98;187.86;211.57;247.54;277.61;317.89;290.16;324.83;376.37;412.78;444.86;472.27;482.06;456.03;451.09;546.21;575.88;524.67;576.97;653.66;
Congo, República del;COG;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;124.78;140.00;149.70;150.74;158.14;164.25;177.61;185.71;190.90;195.50;196.82;223.68;276.49;353.75;370.42;472.08;453.07;448.50;502.96;670.36;932.51;1065.74;1130.26;1074.51;1095.84;1047.67;870.30;1049.85;981.89;1030.36;1173.26;1110.97;1163.53;1034.75;662.88;771.61;902.05;807.89;663.73;780.59;1029.96;859.44;910.87;1023.09;1314.41;1810.59;2116.87;2219.91;2848.65;2283.95;2962.76;3415.06;3753.86;3719.65;3623.81;2455.35;2107.50;2227.72;2715.24;2508.94;2011.27;2540.47;2649.23;
Colombia;COL;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;256.96;280.58;296.89;280.99;336.72;315.21;288.58;301.14;299.92;316.31;344.33;365.35;395.99;460.60;540.23;559.68;641.55;796.56;930.41;1092.30;1276.00;1358.49;1421.92;1381.12;1333.37;1189.87;1166.30;1188.55;1254.53;1238.60;1467.55;1491.86;1720.57;1920.40;2314.90;2571.47;2652.10;2860.04;2595.54;2236.07;2546.85;2465.01;2421.16;2305.17;2811.46;3448.54;3782.60;4762.08;5534.69;5245.95;6392.76;7392.94;8096.80;8263.64;8167.47;6228.65;5936.26;6449.97;6782.04;6436.51;5304.29;6182.71;6624.17;
Comoras;COM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;646.36;580.94;530.20;538.06;505.10;523.70;723.18;850.43;873.62;813.85;996.53;958.92;1009.71;977.47;674.14;823.68;801.26;721.63;717.32;726.49;654.18;691.04;761.95;959.23;1090.43;1103.20;1155.09;1289.79;1454.65;1409.11;1384.06;1526.83;1483.95;1595.99;1608.69;1322.94;1357.27;1414.59;1531.34;1510.80;1519.59;1577.47;1484.89;
Cabo Verde;CPV;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;448.40;433.62;430.96;418.39;393.53;405.23;553.78;674.62;748.25;746.75;841.81;858.09;935.11;1251.87;1012.26;1184.18;1192.33;1139.22;1185.58;1317.57;1176.71;1208.46;1311.21;1693.98;1900.89;1972.78;2220.10;3268.31;3839.86;3592.32;3500.98;3880.07;3583.46;3757.66;3739.28;3169.08;3312.70;3534.34;3860.45;3903.05;3126.40;3398.17;3754.30;
Costa Rica;CRI;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;376.97;351.20;331.15;341.58;349.90;369.98;391.21;409.98;440.60;472.67;530.71;565.29;633.20;762.08;809.70;928.51;1113.04;1380.48;1541.07;1717.78;2001.18;1057.42;1021.89;1199.90;1357.64;1414.13;1551.69;1549.94;1537.46;1705.43;1808.50;2221.47;2578.03;2814.04;3005.54;3240.71;3194.11;3373.41;3580.93;3653.75;3773.03;3941.60;4021.43;4123.51;4376.08;4643.46;5188.36;6055.09;6841.91;6737.86;8147.24;9137.46;9971.65;10633.27;10737.68;11529.96;11899.81;12118.13;12383.15;12669.34;12179.26;12604.05;13365.36;
Cuba;CUB;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;641.85;766.11;887.22;1074.19;1211.71;1369.25;1436.29;1468.71;1833.99;2003.58;2030.04;2046.01;2114.62;2223.92;2388.29;2258.39;2366.92;2441.58;2633.85;2567.02;2695.61;2269.65;2048.07;2063.22;2613.01;2784.90;2281.98;2306.38;2332.51;2562.27;2752.20;2844.24;3007.19;3205.69;3403.30;3791.87;4336.87;4814.85;4992.82;5094.44;5275.53;6106.01;6467.34;6814.24;7117.54;7683.74;8055.93;8543.33;8831.91;9139.38;9499.57;0.00;0.00;
Curacao;CUW;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19426.33;19809.82;19721.29;19623.03;19361.81;18944.10;18938.24;19119.12;19220.69;16356.09;17980.00;20501.75;
Islas Caimán;CYM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;87184.51;89960.68;89704.22;81398.32;76873.19;75435.61;75466.14;75685.36;76610.65;77295.85;78858.28;81255.11;85231.77;89846.32;83897.51;88475.60;99624.89;
Chipre;CYP;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;976.33;1157.41;1476.27;1929.40;2559.26;4232.02;4033.24;4122.78;4091.05;4258.74;4488.29;5642.63;6690.58;7645.63;8038.91;9641.58;9696.10;11310.07;10526.14;11617.69;15261.41;15139.23;14234.24;15092.83;15287.92;14388.35;14821.45;16093.21;20252.24;23792.62;24959.26;26729.32;31244.93;35397.36;32109.24;31023.27;32395.75;28910.75;27727.54;27162.32;23408.44;24605.35;26608.70;29335.05;29420.00;28281.43;32745.84;32048.24;
República Checa;CZE;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3941.50;2896.61;3372.87;3956.18;4630.55;5824.12;6532.84;6034.49;6489.70;6337.42;6029.04;6637.04;8060.87;9818.57;11749.85;13430.67;15261.80;18466.55;22804.58;19861.70;19960.07;21871.27;19870.80;20133.17;19890.92;17829.70;18575.23;20636.20;23424.48;23664.85;22992.88;26822.51;27226.62;
Alemania;DEU;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2761.17;3192.13;3809.98;5046.76;5639.08;6236.36;6634.86;7682.95;9482.04;11281.02;12138.31;10209.07;9913.74;9864.34;9313.17;9429.57;13461.83;16677.51;17931.28;17764.38;22303.96;23357.76;26438.23;25522.63;27076.61;31658.35;30485.87;26964.05;27289.06;26734.94;23694.76;23628.33;25197.27;30310.36;34106.66;34520.24;36353.88;41640.08;45612.71;41650.37;41572.46;46705.90;43855.85;46298.92;48023.87;41103.26;42136.12;44652.59;47939.28;46805.14;46749.48;51426.75;48717.99;
Djibouti;DJI;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;850.97;0.00;825.55;820.58;785.29;783.70;735.73;767.11;762.48;788.62;790.52;766.32;752.75;740.04;745.21;742.87;747.78;749.08;771.37;813.90;852.89;907.82;980.03;1131.64;1164.25;1227.82;1322.73;1418.46;2102.20;2239.11;2409.31;2545.74;2655.73;2755.84;2876.04;2921.74;3062.55;3136.11;
Dominica;DMA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;635.87;788.24;756.07;997.62;1125.81;1232.72;1365.25;1517.42;1668.97;1897.94;2144.80;2430.59;2645.76;2899.06;3178.48;3386.67;3549.65;3820.55;3967.03;4225.85;4385.99;4676.83;4829.24;4879.15;4991.76;4881.14;5016.09;5354.80;5304.13;5677.05;6126.85;6661.47;7109.98;7182.40;7288.50;7054.88;7240.68;7502.12;7724.04;8223.04;7408.09;7833.20;8561.59;7003.47;7668.16;8351.19;
Dinamarca;DNK;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;2487.14;2700.75;2776.14;3151.13;3464.46;3845.51;4654.30;6119.37;6770.75;7999.11;8787.59;9783.85;11826.02;13752.00;13883.89;12081.80;11804.43;11857.89;11562.92;12253.10;17201.09;21340.73;22527.05;21901.05;26891.45;27011.38;29569.66;27597.98;29995.58;35351.37;35650.71;32835.94;33368.14;33440.79;30743.55;30751.65;33228.69;40458.78;46511.60;48799.83;52027.00;58487.05;64322.06;58163.28;58041.40;61753.65;58507.51;61191.19;62548.98;53254.86;54664.00;57610.10;61591.93;59592.98;60836.59;69268.65;67790.05;
República Dominicana;DOM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;203.88;191.91;234.04;258.76;273.32;229.56;246.77;251.84;255.05;282.68;331.89;362.30;420.63;483.35;587.66;704.83;754.78;854.99;861.51;977.41;1174.69;1284.79;1374.47;1499.96;1845.56;786.03;934.06;870.66;786.38;957.96;992.24;1349.81;1562.52;1726.63;1896.02;2114.09;2276.70;2456.11;2616.75;2631.74;2845.85;2953.25;3085.52;2399.50;2468.44;3903.82;4080.05;4676.08;5053.33;5002.15;5509.57;5859.38;6049.47;6171.30;6533.67;6838.94;7191.07;7513.50;7947.16;8173.34;7167.91;8476.75;10111.25;
Argelia;DZA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;239.03;209.92;169.93;225.82;238.88;253.31;241.00;261.37;292.03;315.56;352.53;359.82;468.62;588.91;871.73;989.39;1074.41;1223.99;1495.21;1829.90;2259.72;2291.76;2260.35;2359.59;2510.04;2617.73;2783.43;2829.88;2437.38;2235.27;2431.55;1749.29;1794.62;1825.88;1522.83;1466.54;1619.53;1634.47;1610.30;1602.86;1780.38;1754.58;1794.81;2117.05;2624.80;3131.33;3500.13;3971.80;4946.56;3898.48;4495.92;5473.28;5610.73;5519.78;5516.23;4197.42;3967.20;4134.94;4171.79;4021.98;3354.15;3700.31;4342.64;
Ecuador;ECU;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;448.11;369.11;310.44;362.38;432.96;447.23;442.03;451.29;443.24;518.95;463.77;433.67;487.63;579.09;954.87;1088.08;1244.73;1468.87;1545.82;1789.23;2197.87;2611.25;2324.83;1950.06;1874.38;1853.09;1613.70;1433.33;1309.14;1360.49;1458.33;1589.75;1657.86;1701.16;2001.18;2113.26;2142.33;2349.22;2293.66;1582.76;1451.53;1904.81;2184.21;2438.34;2703.57;3014.31;3340.84;3579.03;4260.43;4240.70;4640.25;5202.66;5678.46;6050.35;6374.63;6130.59;6079.09;6246.40;6321.35;6233.26;5645.20;5965.13;6391.28;
Egipto, República Árabe de;EGY;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;160.57;166.96;172.96;178.66;191.92;231.22;242.13;255.97;272.05;243.31;299.99;335.85;354.90;356.25;422.70;495.33;493.01;600.04;653.94;697.90;780.51;802.22;765.61;644.22;712.91;751.19;637.90;697.73;758.83;826.72;937.54;1031.49;1170.80;1239.35;1297.57;1398.86;1327.10;1144.53;1056.94;1016.25;1133.11;1332.34;1586.47;1941.90;2212.22;2509.77;2645.62;3059.14;3088.89;3196.86;3370.38;3331.61;2439.97;2531.20;3017.26;3571.56;3886.72;4295.41;
Eritrea;ERI;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;248.34;236.13;260.31;267.94;306.32;299.57;320.97;292.35;295.20;305.60;286.30;327.98;401.37;387.90;420.53;450.41;459.18;602.06;504.97;643.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
España;ESP;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;396.39;450.05;520.21;609.49;675.24;774.76;889.66;968.31;950.55;1077.68;1212.29;1362.17;1708.81;2247.55;2749.92;3209.84;3279.31;3627.59;4356.44;5770.21;6208.58;5371.17;5159.71;4478.50;4489.99;4699.66;6513.50;8239.61;9703.12;10681.97;13804.88;14811.90;16112.19;13339.91;13415.29;15471.96;16109.08;14730.80;15394.35;15720.64;14749.69;15369.00;17106.69;21510.84;24907.00;26429.15;28389.08;32591.35;35510.72;32169.50;30532.48;31677.90;28322.95;29077.18;29513.65;25754.36;26537.16;28185.32;30379.72;29581.52;26984.30;30488.82;29674.54;
Estonia;EST;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3134.39;3380.93;3682.95;4093.39;4140.94;4070.61;4505.86;5341.63;7203.52;8914.10;10412.64;12639.40;16744.58;18204.97;14711.74;14663.04;17487.80;17403.21;19056.00;20261.07;17402.04;18295.34;20437.77;23165.85;23424.48;23595.24;27943.70;28247.10;
Etiopía;ETH;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;204.50;207.12;224.08;206.52;235.34;237.57;245.67;245.08;248.43;254.30;269.61;201.74;164.17;124.56;133.34;144.03;140.27;123.83;118.33;122.96;119.26;110.46;117.86;134.54;160.08;191.75;240.35;320.86;373.89;335.44;348.00;458.55;490.79;557.53;630.31;705.62;755.75;758.30;840.45;918.65;925.00;1027.59;
Finlandia;FIN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;1179.35;1327.43;1411.70;1522.32;1707.50;1882.09;2010.21;2034.19;1907.08;2178.04;2465.64;2716.19;3177.65;4173.17;5297.61;6255.54;6739.69;7069.11;7628.82;9332.25;11223.94;10926.82;10938.12;10497.48;10833.87;11398.11;14951.05;18571.06;22047.79;23973.24;28364.65;25484.74;22319.06;17608.81;20301.33;26271.60;25783.45;24691.87;26009.27;26186.19;24345.91;24967.79;26997.75;32927.68;37772.18;39054.85;41222.60;48476.39;53772.79;47481.48;46505.30;51148.93;47708.06;49892.22;50327.24;42801.91;43814.03;46412.14;49987.63;48629.86;49169.72;53504.69;50871.93;
Fiji;FJI;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;279.53;282.22;287.37;293.29;307.62;313.61;312.22;328.78;329.96;352.42;416.73;460.50;577.93;764.39;986.39;1188.39;1184.00;1200.59;1351.46;1621.49;1865.73;1870.38;1763.84;1619.23;1657.85;1568.70;1737.36;1560.65;1452.19;1530.55;1713.18;1763.29;1947.50;2073.12;2308.71;2486.98;2672.44;2597.93;2031.03;2351.72;2015.86;1964.13;2157.08;2680.27;3124.61;3406.48;3483.60;3793.10;3928.92;3184.69;3469.15;4160.72;4359.79;4586.96;5305.06;5105.19;5368.43;5825.20;6073.39;5927.72;4815.69;4656.05;5356.16;
Francia;FRA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;1333.88;1430.43;1585.74;1758.86;1929.00;2060.30;2209.00;2363.67;2553.98;2767.62;2870.16;3180.34;3865.93;4984.20;5345.92;6717.44;6899.07;7566.66;9299.77;11213.02;12738.52;11116.86;10501.61;9998.98;9430.07;9778.09;13566.66;16340.73;17727.51;17747.58;21865.56;21675.71;23814.23;22380.33;23496.37;26889.43;26870.29;24226.88;24971.57;24678.39;22416.43;22449.34;24288.27;29627.92;33797.16;34768.18;36470.21;41557.62;45515.96;41737.76;40676.06;43846.47;40870.85;42602.72;43068.55;36652.92;37062.53;38781.05;41557.85;40494.90;39179.74;43671.31;40886.25;
Islas Feroe;FRO;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;1594.52;1748.73;1778.63;1732.31;1844.38;2210.88;2553.18;3036.23;4056.67;4896.14;5597.51;6588.16;8384.52;9480.12;10553.06;11451.07;10461.21;10054.51;10893.58;9438.55;10078.05;14972.82;19074.14;20626.01;18360.40;20236.43;19424.34;19838.50;16874.16;17192.88;20577.67;22419.16;20985.80;24623.74;24947.12;23370.77;25089.59;27238.03;31691.88;35940.96;36440.32;41762.69;48365.74;51431.97;47410.96;48167.67;51786.48;50157.06;55560.13;60126.13;52726.69;56833.92;59328.24;62576.80;63203.74;62234.97;69108.21;66979.28;
Micronesia (Estados Federados de);FSM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1280.77;0.00;0.00;1241.30;1256.93;1312.81;1396.75;1492.86;1654.93;1730.92;1871.17;1860.46;2008.33;1972.60;1859.27;1964.64;1973.66;2088.21;2152.53;2165.49;2195.19;2155.78;2256.01;2298.64;2344.40;2420.75;2598.40;2760.01;2885.44;3023.59;2920.70;2928.45;2891.32;3022.65;3320.35;3623.33;3734.99;3639.41;3588.76;3713.96;
Gabón;GAB;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;275.59;322.80;347.68;290.05;399.53;413.63;442.38;481.09;513.36;544.15;542.21;626.03;691.81;1137.72;2379.66;3252.62;4434.34;4042.63;3355.37;4149.96;5713.21;5023.08;4582.16;4181.09;4273.31;3899.57;3866.28;3626.23;4121.07;4376.76;6055.06;5349.45;5390.54;4109.90;3832.09;4419.79;4948.75;4514.99;3705.82;3758.16;3991.16;3844.56;3976.65;4724.25;5483.14;6570.96;6873.45;8036.92;9732.23;7325.91;8399.60;10273.80;9348.51;9250.08;9255.37;7090.45;6722.20;6975.70;7694.91;7523.86;6680.08;8635.80;8820.35;
Reino Unido;GBR;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;1397.59;1472.39;1525.78;1613.46;1748.29;1873.57;1986.75;2058.78;1951.76;2100.67;2347.54;2649.80;3030.43;3426.28;3665.86;4299.75;4138.17;4681.44;5976.94;7804.76;10032.06;9599.31;9146.08;8691.52;8179.19;8652.22;10611.11;13118.59;15987.17;16239.28;19095.47;19900.73;20487.17;18389.02;19709.24;23168.95;24406.40;26766.01;28274.50;28762.09;28280.93;27906.57;30077.74;34442.69;40366.89;42104.79;44512.46;50397.69;47396.12;38744.13;39598.96;42109.64;42497.34;43426.30;47439.62;44964.39;40985.24;40572.12;43203.81;42662.54;40217.01;46869.76;46125.26;
Georgia;GEO;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1561.85;1323.44;765.36;550.04;519.86;578.34;689.06;807.03;851.52;673.54;749.91;801.98;853.53;1010.03;1305.05;1642.78;1996.02;2635.37;3324.75;2822.69;3233.22;4021.76;4421.93;4623.88;4739.28;4014.11;4062.13;4356.93;4722.04;4696.15;4255.74;5023.27;6674.96;
Ghana;GHA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;177.09;184.25;190.92;207.73;227.85;263.78;266.60;212.86;197.98;227.32;249.91;266.46;225.98;313.17;291.81;275.23;263.13;294.62;328.08;349.11;374.64;345.73;320.70;312.48;330.69;329.95;410.52;354.62;354.27;348.90;381.25;416.78;395.04;358.63;319.61;370.69;388.53;377.24;399.80;402.47;253.38;263.17;297.05;357.85;405.42;477.60;904.17;1047.20;1178.96;1044.00;1258.96;1501.06;1536.62;2282.41;1942.92;1711.27;1900.40;1998.72;2180.03;2167.93;2176.58;2422.09;2203.56;
Guinea;GIN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;351.80;350.73;398.90;396.34;419.69;455.74;480.76;465.38;465.86;494.58;503.57;482.44;448.97;423.40;359.29;335.01;343.93;392.88;405.70;321.34;452.28;657.99;712.10;670.26;667.28;644.50;707.97;757.69;774.57;756.43;720.47;843.46;944.42;1043.90;1073.66;1189.18;1515.17;
Gambia;GMB;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;93.72;96.25;82.46;87.93;98.91;102.38;105.54;130.20;161.03;187.92;177.55;211.82;255.33;297.94;335.50;294.50;281.22;268.30;215.01;263.71;208.83;238.80;277.54;284.20;304.71;637.09;633.68;646.27;619.04;632.77;663.17;610.20;619.59;583.40;544.62;464.64;379.86;310.96;596.63;618.96;615.97;725.09;857.86;772.12;796.63;705.48;686.56;647.39;561.65;611.67;640.68;632.00;683.32;722.88;704.03;772.15;808.28;
Guinea-Bissau;GNB;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;133.07;132.11;147.16;148.17;158.40;165.22;160.32;154.00;154.43;144.28;133.08;183.12;192.78;187.50;156.26;159.82;142.46;187.24;174.38;222.43;250.59;258.74;221.25;224.16;216.24;227.32;237.08;231.02;174.36;186.04;301.50;312.25;324.97;362.91;395.00;425.47;418.90;480.44;583.27;543.56;542.28;683.53;598.57;616.16;605.12;585.96;642.67;718.25;781.64;730.61;710.26;795.12;775.83;
Guinea Ecuatorial;GNQ;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;32.88;38.30;44.01;219.48;229.21;234.51;214.11;210.84;209.28;208.20;214.27;272.45;324.07;368.19;375.55;383.18;0.00;0.00;179.26;123.70;140.29;131.98;140.56;164.17;192.33;225.06;232.94;196.84;240.83;229.55;268.70;261.51;186.68;252.98;399.03;730.45;588.64;948.23;1527.06;2031.42;2395.85;3146.52;5337.61;9502.86;11140.19;13776.90;19849.72;14398.77;14905.51;18659.42;18756.43;17644.59;16804.92;9788.98;8035.31;8410.40;8719.19;7317.39;6198.94;7406.08;7182.27;
Grecia;GRC;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;520.32;590.78;617.06;695.23;783.71;899.28;997.43;1068.11;1154.44;1324.06;1494.39;1652.33;1899.68;2502.81;2828.75;3153.24;3390.54;3886.37;4694.63;5705.95;5893.66;5380.27;5579.23;5019.88;4852.57;4813.71;5656.51;6564.88;7598.03;7846.68;9600.19;10188.37;11176.46;10401.98;11091.28;12959.32;13749.12;13427.83;13472.14;13249.66;12072.93;12549.04;14177.57;18518.38;21995.48;22560.15;24821.94;28863.97;32127.98;29828.76;26716.65;25483.88;21913.00;21787.79;21616.71;18083.88;17923.97;18582.09;19756.99;19143.89;17617.29;20310.68;20867.27;
Granada;GRD;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;742.19;921.84;1073.52;1169.37;1214.55;1299.39;1342.51;1460.91;1667.68;1859.29;2137.29;2366.49;2694.18;2807.75;3014.87;3069.68;3032.23;3151.10;3288.22;3499.53;3715.72;4198.72;4512.22;4840.68;4821.78;4992.44;5435.15;5470.60;6308.67;6295.28;6790.63;7343.45;6810.44;6760.97;6775.75;6900.77;7205.25;7726.38;8379.62;8849.51;9309.26;9574.31;9887.92;8437.54;9010.51;9689.08;
Groenlandia;GRL;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1498.28;1874.30;2196.71;2860.28;3432.71;4257.88;4844.66;5713.96;7235.52;8480.76;9483.10;8544.10;7813.65;7988.18;7198.71;7760.83;11271.33;14554.35;16397.95;16813.74;18326.93;18315.32;18768.83;16797.36;18124.10;21665.83;21422.46;19145.61;20496.58;20170.32;19004.00;19275.43;20652.84;27459.88;32023.68;32489.73;35458.25;39780.94;44366.79;44918.84;43988.53;47186.88;45936.96;47535.49;50485.22;44536.35;48181.75;50765.75;54545.14;53309.20;54693.08;57116.30;0.00;
Guatemala;GTM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;252.76;253.23;261.18;280.10;279.93;278.83;283.19;287.97;310.66;322.44;349.02;355.09;367.12;438.54;527.42;594.65;696.22;854.64;925.13;1027.08;1143.44;1217.26;1200.25;1212.72;1234.70;1233.08;892.29;850.22;915.40;955.11;845.31;1011.76;1093.96;1164.38;1293.47;1424.68;1487.61;1649.00;1755.85;1619.51;1664.31;1550.36;1682.99;1737.88;1859.10;2068.49;2251.08;2490.75;2802.45;2651.83;2852.56;3228.04;3355.03;3522.77;3779.63;3994.63;4173.28;4454.02;4485.75;4647.81;4609.90;5029.48;5473.21;
Guam;GUM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20878.06;21844.11;23590.89;25621.85;25735.54;26686.82;28277.43;29335.28;30011.22;30087.72;31642.15;32318.89;33483.94;34522.38;35052.81;35663.03;35902.73;37752.63;34780.86;35904.86;0.00;
