Data Source;Indicadores del desarrollo mundial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;28/03/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Guyana;GUY;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;297.59;315.75;322.32;283.16;306.27;327.95;344.83;370.60;334.97;358.23;379.72;395.08;395.27;420.69;588.25;663.62;603.06;590.88;659.74;684.90;775.15;731.52;618.23;628.66;563.95;586.91;656.66;464.30;545.59;504.42;530.82;468.40;501.44;607.75;721.60;826.97;936.08;991.96;948.24;916.55;938.89;937.30;955.03;976.99;1036.02;1085.78;3138.08;3609.91;4011.39;4213.82;4589.87;4960.00;5461.39;5576.25;5495.38;5668.43;5905.38;6220.98;6094.91;6477.30;6863.07;9994.65;18199.47;
Hong Kong, Región Administrativa Especial;HKG;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;424.06;436.75;487.82;565.73;629.59;676.81;685.93;723.24;714.48;825.52;960.03;1106.47;1384.73;1893.18;2144.61;2252.13;2850.01;3429.42;3923.97;4569.48;5700.43;5991.28;6133.77;5595.26;6208.23;6542.97;7435.00;9071.39;10609.75;12097.75;13485.63;15465.92;17976.47;20395.56;22502.53;23497.39;24818.30;27330.09;25808.86;25091.67;25756.77;25230.38;24665.84;23977.17;24928.10;26649.64;28224.10;30593.95;31515.53;30697.54;32550.14;35142.49;36730.80;38403.78;40315.37;42432.16;43734.20;46160.43;48537.57;48359.00;46109.23;49764.79;48983.62;
Honduras;HND;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;161.48;166.45;176.02;180.89;195.76;211.63;222.24;234.78;246.59;247.28;259.81;254.93;271.65;299.50;329.82;347.81;404.22;485.16;872.37;967.66;1050.34;1038.03;1062.47;1081.91;1153.31;1202.94;1257.39;1332.52;1235.37;1105.56;974.23;894.51;924.96;896.28;821.22;919.94;872.58;933.76;1009.16;990.30;1079.61;1118.94;1119.42;1142.81;1201.25;1289.82;1409.58;1559.89;1713.42;1762.35;1874.27;2053.96;2107.35;2064.55;2164.42;2257.23;2295.54;2403.31;2457.69;2519.37;2354.12;2771.72;3040.17;
Croacia;HRV;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4930.34;5298.89;5330.33;5711.49;5267.51;4952.38;5364.01;6219.47;8192.32;9723.38;10446.36;11505.40;13762.46;15898.80;14421.17;13693.50;14655.87;13439.66;13979.19;14001.16;12098.51;12579.92;13592.25;15040.04;15120.90;14269.91;17809.03;18570.40;
Haití;HTI;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;70.03;68.19;69.61;71.53;77.52;82.64;84.76;83.27;81.52;85.24;70.76;76.12;76.65;94.48;112.39;132.97;168.32;177.88;179.45;195.18;245.06;256.83;250.81;270.70;296.77;321.73;363.60;314.55;393.37;403.33;447.10;491.58;313.24;255.69;289.55;368.85;374.17;421.84;461.97;506.00;815.00;743.91;716.48;575.56;679.28;771.54;824.36;979.60;1089.58;1191.80;1204.86;1306.85;1356.17;1452.31;1454.65;1405.71;1313.19;1389.36;1489.58;1345.48;1283.14;1823.74;1748.26;
Hungría;HUN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3350.26;3735.11;3873.99;4173.37;4494.71;4525.04;4596.18;4744.21;4793.48;4624.28;5276.03;6655.33;8419.43;10301.70;11223.40;11489.56;13940.91;15772.33;13077.31;13217.50;14234.47;12984.84;13715.07;14294.26;12717.04;13104.70;14621.24;16425.21;16786.21;16125.61;18753.05;18390.18;
Indonesia;IDN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.34;64.84;74.34;79.41;78.87;90.51;130.49;201.67;232.17;277.05;332.28;364.29;355.24;489.16;563.78;580.81;510.43;522.72;514.44;472.72;440.37;479.81;527.81;582.68;629.16;678.98;824.08;907.47;1020.15;1129.09;1054.35;459.19;663.52;770.87;739.00;888.90;1052.41;1136.76;1249.40;1572.80;1840.33;2144.39;2239.10;3094.44;3613.80;3668.21;3602.89;3476.62;3322.58;3558.82;3839.79;3902.66;4151.23;3895.62;4334.22;4788.00;
Isla de Man;IMN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12802.12;14212.17;16223.65;18753.04;20991.62;20693.84;21716.95;25230.08;29877.96;35872.73;38184.34;42662.60;55072.18;72304.95;66175.23;70625.17;77838.40;79326.38;83204.75;91881.13;84753.46;82041.62;83510.30;89425.89;87152.45;79530.61;0.00;0.00;
India;IND;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;83.04;85.97;90.28;101.32;115.49;119.08;89.76;96.05;99.52;107.18;111.97;118.16;122.61;143.46;163.23;157.93;161.14;186.42;206.07;224.58;267.39;271.43;275.27;292.64;278.10;298.00;312.06;342.07;355.74;347.46;368.75;303.85;317.56;301.50;346.23;373.63;399.58;414.90;412.51;440.96;442.03;449.91;468.84;543.84;624.11;710.51;802.01;1022.73;993.50;1096.64;1350.63;1449.60;1434.02;1438.06;1559.86;1590.17;1714.28;1957.97;1974.38;2050.16;1913.22;2238.13;2410.89;
Irlanda;IRL;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;685.61;739.28;797.01;852.14;965.14;1023.77;1074.51;1152.00;1124.52;1291.35;1486.51;1703.93;2080.47;2424.27;2516.93;2973.40;2919.58;3427.07;4399.99;5429.96;6372.44;5986.15;6160.64;5915.24;5692.03;6011.74;8112.17;9581.91;10715.87;11175.82;14031.30;14087.21;15714.38;14657.06;15902.93;19158.46;20835.90;22551.11;24294.85;26338.11;26334.57;28282.41;32705.43;41203.53;47754.20;50933.02;54329.16;61396.42;61353.11;52133.09;48663.60;52219.71;48943.82;51496.96;55752.76;62179.26;62784.07;70150.74;79446.94;80848.30;85973.09;102001.80;103983.29;
Irán, República Islámica del;IRN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;196.32;201.37;207.63;211.90;224.64;251.24;267.33;289.11;320.86;352.45;385.81;469.08;569.66;874.11;1448.76;1575.81;2011.03;2311.02;2166.89;2429.56;2449.65;2482.92;2963.50;3551.49;3556.49;3812.11;4274.81;2651.48;2361.42;2246.19;2237.05;0.00;0.00;1066.74;1197.64;1585.98;1954.66;1823.27;1737.70;1765.78;1672.02;1902.95;1910.48;2259.52;2751.79;3226.61;3736.18;4838.00;5623.91;5602.56;6458.57;8201.58;8329.00;6280.68;5757.54;4990.94;5497.24;5758.59;3850.75;3276.75;2746.42;4084.20;4669.57;
Iraq;IRQ;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;237.68;252.25;261.22;255.72;292.62;0.00;0.00;0.00;316.36;317.38;334.44;380.64;391.52;472.25;1024.34;1158.46;1479.65;1599.82;1853.57;2857.56;3850.26;2688.73;2929.45;2731.72;3052.50;3073.86;2926.92;3420.54;3690.07;3774.21;10216.57;22.85;30.11;53.48;197.12;615.50;482.16;929.88;894.33;1548.30;1963.72;1422.83;1254.16;809.85;1314.76;1740.67;2253.55;3099.59;4504.51;3686.40;4430.43;5736.90;6437.50;6612.90;6215.99;4416.94;4305.20;4725.19;5601.47;5621.18;4251.34;4770.84;5937.20;
Islandia;ISL;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;1414.98;1418.13;1562.23;1831.71;2297.92;2723.52;3215.69;3125.65;2354.48;2039.20;2576.35;3252.10;4014.84;5437.34;7040.55;6454.18;7583.28;9957.25;11236.74;12640.64;14821.82;15137.25;13711.74;11671.81;11959.54;12361.19;16406.05;22453.19;24451.97;22434.35;25384.92;26802.99;27124.27;23579.80;24018.63;26633.59;27614.88;27919.19;31030.05;32381.63;32096.37;28897.44;32409.22;39476.70;47334.93;56794.85;57492.93;69495.73;56943.37;41301.27;43237.07;47714.59;45995.55;49804.98;54576.74;52951.68;61987.93;72010.15;74452.19;68452.24;58848.42;68710.24;73466.78;
Israel;ISR;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;1229.17;1436.38;1094.64;1257.81;1375.89;1429.31;1513.88;1468.12;1647.88;1852.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18916.67;20116.98;20366.58;20106.63;19742.52;21630.75;20909.43;19035.10;19627.18;20557.08;21223.94;22494.64;25633.64;30173.36;28317.04;31266.61;34354.72;33156.23;36941.84;38259.68;36206.52;37690.47;41114.78;42406.85;44452.23;44846.79;52129.52;54930.94;
Italia;ITA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;804.49;887.34;990.26;1126.02;1222.54;1304.45;1402.44;1533.69;1651.94;1813.39;2106.86;2305.61;2671.14;3205.25;3621.15;4106.99;4033.10;4603.60;5610.50;6990.29;8456.92;7622.83;7556.52;7832.58;7739.72;7990.69;11315.02;14234.73;15744.66;16386.66;20825.78;21956.53;23243.47;18738.76;19337.63;20664.55;23081.60;21829.35;22318.14;22005.05;20137.59;20500.95;22376.30;27526.32;31317.20;32055.09;33529.73;37870.75;40944.91;37226.76;36035.64;38649.64;35051.52;35560.08;35565.72;30242.39;30960.73;32406.72;34622.17;33673.75;31922.92;36449.26;34776.42;
Jamaica;JAM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;425.65;449.61;461.90;485.19;520.50;556.48;620.06;641.14;598.08;649.31;755.60;816.41;979.04;979.75;1202.67;1428.01;1461.47;1581.43;1271.11;1150.99;1254.66;1374.94;1497.31;1620.97;1048.35;916.32;1189.42;1406.96;1625.76;1855.99;1919.80;1702.50;1452.19;2212.26;2194.91;2621.18;2919.15;3287.75;3410.43;3423.01;3447.30;3502.21;3683.89;3557.20;3819.28;4200.39;4435.57;4738.45;5056.26;4452.12;4835.79;5259.93;5365.24;5143.72;4991.56;5077.55;5022.70;5273.15;5594.49;5626.17;4897.26;5183.58;6047.22;
Jordania;JOR;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;548.49;561.06;499.08;410.58;476.59;410.64;414.44;462.51;533.99;655.23;722.49;878.35;1045.56;1257.65;1530.05;1763.74;1900.56;1945.37;1956.70;1888.70;1814.87;2223.09;2241.09;1988.31;1274.97;1195.23;1184.95;1373.41;1375.55;1457.70;1509.04;1503.14;1530.70;1633.28;1646.19;1673.36;1738.38;1816.41;1889.44;2062.70;2216.95;2478.29;2643.17;3416.12;3618.89;3914.70;4152.49;4386.46;4477.62;4255.89;4064.25;4003.40;4073.12;4146.41;4159.65;3998.67;4152.76;4311.00;
Japón;JPN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;475.32;568.91;639.64;724.69;843.62;928.52;1068.56;1239.32;1451.34;1684.66;2100.75;2321.39;3031.44;4061.01;4448.32;4775.90;5310.43;6472.79;9012.14;9301.15;9668.75;10583.13;9779.97;10652.01;11207.45;11809.46;17451.83;21141.72;25499.88;25265.95;25801.40;29428.43;31992.79;36345.24;39933.52;44197.62;39150.04;35638.23;32423.76;36610.17;39169.36;34406.18;32820.79;35387.04;38298.98;37812.90;35991.55;35779.02;39876.30;41309.00;44968.16;48760.08;49145.28;40898.65;38475.40;34960.64;39375.47;38834.05;39751.13;40415.96;40040.77;40058.54;34017.27;
Kazajstán;KAZ;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1647.42;1514.92;1515.74;1429.08;1316.18;1288.19;1350.31;1445.50;1468.67;1130.12;1229.00;1490.93;1658.03;2068.12;2874.29;3771.28;5291.57;6771.42;8458.02;7165.22;9070.49;11634.00;12386.70;13890.63;12807.26;10510.77;7714.84;9247.58;9812.63;9812.60;9121.64;10373.79;11492.03;
Kenya;KEN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;102.08;98.54;103.80;106.54;110.39;105.97;118.80;120.83;127.50;132.10;139.76;149.46;171.01;196.62;224.93;238.75;246.38;308.31;351.53;399.11;448.83;408.35;369.39;330.90;330.15;315.39;359.07;381.71;386.36;369.98;370.10;340.81;332.95;226.52;273.52;336.57;436.20;462.40;483.71;430.37;411.82;408.36;401.09;441.39;462.62;522.78;699.40;840.19;916.00;1049.12;1093.64;1099.32;1289.78;1376.83;1489.92;1496.65;1562.08;1675.99;1845.78;1970.08;1936.25;2069.66;2099.30;
Kirguistán;KGZ;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;609.17;575.64;513.04;449.07;372.31;364.23;394.86;376.43;345.14;258.05;279.62;308.41;321.73;380.51;433.23;476.55;543.11;721.77;966.39;871.22;880.04;1123.88;1177.98;1282.44;1279.77;1121.08;1120.67;1242.77;1308.14;1451.52;1256.93;1365.51;1655.07;
Camboya;KHM;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;114.97;113.49;114.01;123.20;129.59;140.76;145.14;149.83;162.63;146.54;107.09;144.84;74.72;102.58;85.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;247.35;262.44;315.14;313.58;301.22;267.41;295.59;301.52;322.90;341.04;364.28;410.09;475.07;539.75;629.92;742.40;734.82;782.70;880.31;950.48;1015.22;1098.07;1170.74;1281.11;1400.90;1533.32;1671.39;1577.91;1625.24;1759.61;
Kiribati;KIR;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;248.89;261.02;317.69;523.30;1404.97;907.85;681.65;646.93;760.32;712.98;692.77;705.74;644.26;590.09;644.69;481.58;460.22;510.53;621.30;603.01;571.50;620.23;612.78;593.24;683.18;691.41;803.04;801.09;761.42;790.87;757.13;697.00;781.36;956.83;1063.88;1142.34;1101.46;1300.76;1356.65;1249.30;1438.08;1644.41;1698.92;1628.64;1546.88;1459.14;1506.23;1566.45;1607.23;1410.01;1403.99;1766.14;1701.97;
Saint Kitts y Nevis;KNA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;218.26;221.94;226.37;235.95;251.93;261.34;285.48;339.81;305.62;343.56;362.48;440.18;516.59;546.90;715.34;760.21;688.06;1020.49;1137.31;1359.60;1588.49;1883.20;2010.15;2039.30;2326.66;2634.00;3119.80;3550.19;4179.29;4696.49;5346.47;5439.81;5920.22;6363.68;7027.43;7367.45;7748.67;8581.67;8665.10;9070.73;9275.99;9973.55;10398.53;10119.74;10882.35;11711.15;13747.81;14660.96;16491.89;16374.26;16427.62;17571.98;17293.81;18315.91;19945.32;20025.65;21079.52;22148.51;22533.88;23204.97;18553.66;18035.39;20262.27;
Corea, República de;KOR;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;158.27;93.83;106.16;146.30;123.61;108.72;133.48;161.16;198.43;243.43;279.31;301.18;324.19;406.90;563.35;617.46;834.13;1055.88;1405.82;1783.62;1715.42;1883.46;1992.52;2198.94;2413.28;2482.40;2834.89;3554.61;4748.64;5817.07;6610.00;7636.95;8126.66;8884.92;10385.39;12564.72;13402.99;12398.49;8281.72;10672.45;12257.02;11561.21;13165.08;14672.81;16496.13;19402.50;21743.48;24086.41;21350.43;19143.85;23079.26;25097.60;25459.17;27179.52;29252.93;28737.44;29280.44;31600.74;33447.16;31902.42;31721.30;35142.26;32422.57;
Kuwait;KWT;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;4081.42;4228.75;3930.19;3909.46;3726.83;3579.58;4518.74;4870.44;5573.06;12622.88;10969.74;11235.76;11335.09;11664.93;17524.36;19170.92;15929.82;13053.95;12022.32;11962.65;11353.23;9097.13;10919.68;9717.63;11001.68;11002.07;8219.48;12253.58;14477.95;15141.30;16424.98;18488.84;17230.06;14258.36;16044.49;19493.89;17517.71;18626.77;22781.08;27601.40;36144.99;42970.70;45729.80;55595.48;37906.21;39212.58;49010.31;51271.07;47762.80;43239.84;29315.20;27026.69;29258.27;32012.19;30666.24;24297.71;32324.84;41079.52;
República Democrática Popular Lao;LAO;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;482.74;632.53;461.71;274.58;146.99;170.27;200.62;231.70;247.27;283.39;321.05;357.90;371.47;339.19;243.99;272.36;318.77;320.42;313.62;355.65;410.25;467.38;581.01;699.04;887.64;936.79;1127.84;1363.73;1566.01;1815.44;1984.51;2125.46;2309.05;2439.46;2553.36;2598.51;2593.36;2535.62;2054.43;
Líbano;LBN;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;958.46;770.95;789.85;1279.18;1560.20;2079.65;2468.82;2959.56;3393.50;3834.86;4127.32;4091.99;3994.86;4021.18;4307.10;4458.11;4625.30;4630.01;4665.96;5162.03;5957.70;7149.79;7695.25;7914.11;8500.18;8255.21;7665.38;7802.75;8172.30;8679.90;9225.85;8925.42;5599.96;4136.15;0.00;
Liberia;LBR;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;301.88;303.86;302.88;242.45;287.27;290.54;323.84;377.95;456.14;452.75;497.02;573.53;644.46;717.64;713.73;699.66;722.13;706.89;700.04;665.88;597.53;675.66;754.53;
Libia;LBY;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6821.87;7368.03;7623.93;6745.93;6164.34;5396.38;5785.11;6262.49;5471.09;7112.67;7424.35;6465.62;3789.21;4738.83;5823.64;8108.05;10060.36;11158.11;13921.90;9560.80;11611.36;7784.13;15765.42;12589.53;9408.75;7867.52;7945.01;10529.12;11838.30;10542.43;7034.66;5908.95;6716.10;
Santa Lucía;LCA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1400.69;1569.25;1452.79;1534.08;1925.22;2142.69;2522.07;2745.69;3098.44;3464.88;4073.26;4253.91;4603.70;4608.60;4740.30;5008.03;5123.69;5184.34;5593.75;5825.07;5846.98;5558.07;5562.46;6055.97;6494.60;6866.09;7618.91;7975.79;8528.68;8259.32;8672.22;9110.75;9231.58;9542.71;10007.14;10290.37;10574.39;11270.47;11563.83;11773.43;8951.52;10916.23;13030.93;
Liechtenstein;LIE;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4272.34;4874.74;5712.08;7457.14;8568.80;10698.61;11636.89;12750.20;18050.49;20440.90;21385.41;20186.53;20323.75;20112.21;19024.26;19752.61;28696.12;38227.03;41574.49;39495.85;49418.02;50883.17;55142.73;55747.21;63984.29;78618.49;79905.96;72344.66;77033.21;81683.46;75210.13;74658.45;79797.55;90317.74;100710.61;105751.50;114652.24;130908.39;143540.57;126261.40;141466.83;158603.61;149461.79;173659.41;179467.52;167809.27;165846.00;170875.68;175286.68;167259.16;165287.19;197504.55;0.00;
Sri Lanka;LKA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;144.10;144.10;139.69;117.96;121.56;153.90;155.00;160.70;152.05;162.18;185.37;187.23;197.76;218.35;266.40;277.49;258.18;289.89;189.61;229.19;269.32;290.54;308.88;330.04;380.75;371.51;392.52;403.83;416.03;411.24;466.90;516.77;550.54;579.99;650.55;716.80;758.51;818.03;850.99;838.56;869.75;832.43;865.30;978.17;1060.14;1240.52;1423.19;1611.18;2007.03;2053.77;2836.97;3248.04;3351.89;3643.83;3885.62;3990.35;4107.83;4388.20;4360.58;4082.69;3852.39;3996.57;3354.38;
Lesotho;LSO;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;46.87;46.92;53.35;58.14;62.26;63.80;63.86;64.49;64.48;66.78;67.16;72.16;73.74;106.71;128.34;122.97;117.52;149.34;200.25;211.94;306.56;299.96;234.31;252.69;211.77;166.16;192.11;237.07;271.32;280.35;331.52;384.98;447.15;443.17;459.66;518.02;483.92;505.94;467.59;457.70;443.95;412.96;388.37;580.94;761.18;850.78;910.62;848.08;885.66;866.48;1104.81;1265.86;1205.86;1141.36;1165.05;1113.84;994.24;1062.46;1162.98;1061.22;917.36;1029.51;969.94;
Lituania;LTU;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2167.79;2327.43;2830.28;3166.67;3113.18;3293.23;3525.79;4141.59;5499.43;6700.33;7854.77;9230.71;12285.45;14945.00;11820.78;11987.51;14376.95;14367.71;15729.65;16551.02;14263.96;15008.31;16885.41;19186.36;19615.55;20381.86;23849.62;25064.81;
Luxemburgo;LUX;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;2242.02;2222.37;2311.80;2441.04;2755.63;2780.09;2900.43;2909.66;3175.37;3658.90;4298.03;4435.40;5486.72;7447.21;8966.73;8701.30;9490.69;10486.34;13034.39;15204.33;16531.11;13837.13;12590.98;12374.03;12126.94;12481.97;18149.87;22443.43;25219.35;26618.07;33465.48;35747.34;39570.86;40066.72;43933.24;51032.35;50444.36;46641.64;47445.38;50872.45;48659.60;48440.14;53005.73;65689.32;76544.92;80988.14;90788.80;107475.32;120422.14;109419.75;110885.99;119025.06;112584.68;120000.14;123678.70;105462.01;106899.29;110193.21;116786.51;112726.44;116905.37;133711.79;125006.02;
Letonia;LVA;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2329.58;2431.71;2683.24;2973.53;3151.58;3361.64;3578.00;4136.93;5145.20;6378.67;7594.90;9723.45;14113.53;16467.14;12331.93;11420.99;13338.96;13847.34;15007.49;15742.39;13786.46;14331.75;15695.12;17865.03;17883.35;18096.20;20930.40;21779.50;
Región Administrativa Especial de Macao, China;MAC;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4450.85;4255.40;4715.85;4734.35;5115.70;6278.62;7053.67;8020.68;9269.65;10390.05;13197.53;14881.61;16233.41;17764.55;17751.54;17652.59;16232.53;15387.53;15684.78;15622.70;16393.74;17828.95;22381.92;24886.58;29637.77;35782.86;39745.76;39754.98;50676.39;64528.36;74111.60;86853.48;90873.60;73220.64;71919.05;78896.27;84779.45;82998.64;37474.73;45104.89;34584.86;
Isla de San Martín (parte francesa);MAF;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21344.59;0.00;0.00;21920.02;0.00;0.00;0.00;0.00;19691.62;0.00;20320.72;0.00;
Marruecos;MAR;PIB per cápita (US$ a precios actuales);NY.GDP.PCAP.CD;172.60;167.17;191.22;208.09;213.76;219.48;208.52;214.98;224.75;244.29;257.73;276.51;314.00;376.78;452.06;516.60;537.81;604.34;705.19;825.64;1097.66;874.79;847.33;758.47;675.02;666.72;846.91;928.50;1076.09;1081.97;1219.42;1282.58;1317.33;1217.43;1348.54;1455.95;1585.72;1416.90;1658.47;1627.14;1492.38;1500.36;1590.49;1936.09;2177.80;2237.58;2433.21;2751.42;3180.17;3118.14;3067.85;3302.45;3164.00;3377.64;3430.53;3139.23;3132.95;3288.50;3492.67;3498.58;3258.27;3767.52;3441.99;
