WB_country_name,WB_country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Finlandia,FIN,1179.35,1327.43,1411.7,1522.32,1707.5,1882.09,2010.21,2034.19,1907.08,2178.04,2465.64,2716.19,3177.65,4173.17,5297.61,6255.54,6739.69,7069.11,7628.82,9332.25,11223.94,10926.82,10938.12,10497.48,10833.87,11398.11,14951.05,18571.06,22047.79,23973.24,28364.65,25484.74,22319.06,17608.81,20301.33,26271.6,25783.45,24691.87,26009.27,26186.19,24345.91,24967.79,26997.75,32927.68,37772.18,39054.85,41222.6,48476.39,53772.79,47481.48,46505.3,51148.93,47708.06,49892.22,50327.24,42801.91,43814.03,46412.14,49987.63,48629.86,49169.72,53504.69,50871.93
Fiji,FJI,279.53,282.22,287.37,293.29,307.62,313.61,312.22,328.78,329.96,352.42,416.73,460.5,577.93,764.39,986.39,1188.39,1184.0,1200.59,1351.46,1621.49,1865.73,1870.38,1763.84,1619.23,1657.85,1568.7,1737.36,1560.65,1452.19,1530.55,1713.18,1763.29,1947.5,2073.12,2308.71,2486.98,2672.44,2597.93,2031.03,2351.72,2015.86,1964.13,2157.08,2680.27,3124.61,3406.48,3483.6,3793.1,3928.92,3184.69,3469.15,4160.72,4359.79,4586.96,5305.06,5105.19,5368.43,5825.2,6073.39,5927.72,4815.69,4656.05,5356.16
Francia,FRA,1333.88,1430.43,1585.74,1758.86,1929.0,2060.3,2209.0,2363.67,2553.98,2767.62,2870.16,3180.34,3865.93,4984.2,5345.92,6717.44,6899.07,7566.66,9299.77,11213.02,12738.52,11116.86,10501.61,9998.98,9430.07,9778.09,13566.66,16340.73,17727.51,17747.58,21865.56,21675.71,23814.23,22380.33,23496.37,26889.43,26870.29,24226.88,24971.57,24678.39,22416.43,22449.34,24288.27,29627.92,33797.16,34768.18,36470.21,41557.62,45515.96,41737.76,40676.06,43846.47,40870.85,42602.72,43068.55,36652.92,37062.53,38781.05,41557.85,40494.9,39179.74,43671.31,40886.25
Gabón,GAB,275.59,322.8,347.68,290.05,399.53,413.63,442.38,481.09,513.36,544.15,542.21,626.03,691.81,1137.72,2379.66,3252.62,4434.34,4042.63,3355.37,4149.96,5713.21,5023.08,4582.16,4181.09,4273.31,3899.57,3866.28,3626.23,4121.07,4376.76,6055.06,5349.45,5390.54,4109.9,3832.09,4419.79,4948.75,4514.99,3705.82,3758.16,3991.16,3844.56,3976.65,4724.25,5483.14,6570.96,6873.45,8036.92,9732.23,7325.91,8399.6,10273.8,9348.51,9250.08,9255.37,7090.45,6722.2,6975.7,7694.91,7523.86,6680.08,8635.8,8820.35
Reino Unido,GBR,1397.59,1472.39,1525.78,1613.46,1748.29,1873.57,1986.75,2058.78,1951.76,2100.67,2347.54,2649.8,3030.43,3426.28,3665.86,4299.75,4138.17,4681.44,5976.94,7804.76,10032.06,9599.31,9146.08,8691.52,8179.19,8652.22,10611.11,13118.59,15987.17,16239.28,19095.47,19900.73,20487.17,18389.02,19709.24,23168.95,24406.4,26766.01,28274.5,28762.09,28280.93,27906.57,30077.74,34442.69,40366.89,42104.79,44512.46,50397.69,47396.12,38744.13,39598.96,42109.64,42497.34,43426.3,47439.62,44964.39,40985.24,40572.12,43203.81,42662.54,40217.01,46869.76,46125.26
Georgia,GEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.85,1323.44,765.36,550.04,519.86,578.34,689.06,807.03,851.52,673.54,749.91,801.98,853.53,1010.03,1305.05,1642.78,1996.02,2635.37,3324.75,2822.69,3233.22,4021.76,4421.93,4623.88,4739.28,4014.11,4062.13,4356.93,4722.04,4696.15,4255.74,5023.27,6674.96
Ghana,GHA,177.09,184.25,190.92,207.73,227.85,263.78,266.6,212.86,197.98,227.32,249.91,266.46,225.98,313.17,291.81,275.23,263.13,294.62,328.08,349.11,374.64,345.73,320.7,312.48,330.69,329.95,410.52,354.62,354.27,348.9,381.25,416.78,395.04,358.63,319.61,370.69,388.53,377.24,399.8,402.47,253.38,263.17,297.05,357.85,405.42,477.6,904.17,1047.2,1178.96,1044.0,1258.96,1501.06,1536.62,2282.41,1942.92,1711.27,1900.4,1998.72,2180.03,2167.93,2176.58,2422.09,2203.56
Grecia,GRC,520.32,590.78,617.06,695.23,783.71,899.28,997.43,1068.11,1154.44,1324.06,1494.39,1652.33,1899.68,2502.81,2828.75,3153.24,3390.54,3886.37,4694.63,5705.95,5893.66,5380.27,5579.23,5019.88,4852.57,4813.71,5656.51,6564.88,7598.03,7846.68,9600.19,10188.37,11176.46,10401.98,11091.28,12959.32,13749.12,13427.83,13472.14,13249.66,12072.93,12549.04,14177.57,18518.38,21995.48,22560.15,24821.94,28863.97,32127.98,29828.76,26716.65,25483.88,21913.0,21787.79,21616.71,18083.88,17923.97,18582.09,19756.99,19143.89,17617.29,20310.68,20867.27
Granada,GRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.19,921.84,1073.52,1169.37,1214.55,1299.39,1342.51,1460.91,1667.68,1859.29,2137.29,2366.49,2694.18,2807.75,3014.87,3069.68,3032.23,3151.1,3288.22,3499.53,3715.72,4198.72,4512.22,4840.68,4821.78,4992.44,5435.15,5470.6,6308.67,6295.28,6790.63,7343.45,6810.44,6760.97,6775.75,6900.77,7205.25,7726.38,8379.62,8849.51,9309.26,9574.31,9887.92,8437.54,9010.51,9689.08
Guatemala,GTM,252.76,253.23,261.18,280.1,279.93,278.83,283.19,287.97,310.66,322.44,349.02,355.09,367.12,438.54,527.42,594.65,696.22,854.64,925.13,1027.08,1143.44,1217.26,1200.25,1212.72,1234.7,1233.08,892.29,850.22,915.4,955.11,845.31,1011.76,1093.96,1164.38,1293.47,1424.68,1487.61,1649.0,1755.85,1619.51,1664.31,1550.36,1682.99,1737.88,1859.1,2068.49,2251.08,2490.75,2802.45,2651.83,2852.56,3228.04,3355.03,3522.77,3779.63,3994.63,4173.28,4454.02,4485.75,4647.81,4609.9,5029.48,5473.21
Guyana,GUY,297.59,315.75,322.32,283.16,306.27,327.95,344.83,370.6,334.97,358.23,379.72,395.08,395.27,420.69,588.25,663.62,603.06,590.88,659.74,684.9,775.15,731.52,618.23,628.66,563.95,586.91,656.66,464.3,545.59,504.42,530.82,468.4,501.44,607.75,721.6,826.97,936.08,991.96,948.24,916.55,938.89,937.3,955.03,976.99,1036.02,1085.78,3138.08,3609.91,4011.39,4213.82,4589.87,4960.0,5461.39,5576.25,5495.38,5668.43,5905.38,6220.98,6094.91,6477.3,6863.07,9994.65,18199.47
"Hong Kong, Región Administrativa Especial",HKG,424.06,436.75,487.82,565.73,629.59,676.81,685.93,723.24,714.48,825.52,960.03,1106.47,1384.73,1893.18,2144.61,2252.13,2850.01,3429.42,3923.97,4569.48,5700.43,5991.28,6133.77,5595.26,6208.23,6542.97,7435.0,9071.39,10609.75,12097.75,13485.63,15465.92,17976.47,20395.56,22502.53,23497.39,24818.3,27330.09,25808.86,25091.67,25756.77,25230.38,24665.84,23977.17,24928.1,26649.64,28224.1,30593.95,31515.53,30697.54,32550.14,35142.49,36730.8,38403.78,40315.37,42432.16,43734.2,46160.43,48537.57,48359.0,46109.23,49764.79,48983.62
Croacia,HRV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4930.34,5298.89,5330.33,5711.49,5267.51,4952.38,5364.01,6219.47,8192.32,9723.38,10446.36,11505.4,13762.46,15898.8,14421.17,13693.5,14655.87,13439.66,13979.19,14001.16,12098.51,12579.92,13592.25,15040.04,15120.9,14269.91,17809.03,18570.4
Hungría,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3350.26,3735.11,3873.99,4173.37,4494.71,4525.04,4596.18,4744.21,4793.48,4624.28,5276.03,6655.33,8419.43,10301.7,11223.4,11489.56,13940.91,15772.33,13077.31,13217.5,14234.47,12984.84,13715.07,14294.26,12717.04,13104.7,14621.24,16425.21,16786.21,16125.61,18753.05,18390.18
Indonesia,IDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.34,64.84,74.34,79.41,78.87,90.51,130.49,201.67,232.17,277.05,332.28,364.29,355.24,489.16,563.78,580.81,510.43,522.72,514.44,472.72,440.37,479.81,527.81,582.68,629.16,678.98,824.08,907.47,1020.15,1129.09,1054.35,459.19,663.52,770.87,739.0,888.9,1052.41,1136.76,1249.4,1572.8,1840.33,2144.39,2239.1,3094.44,3613.8,3668.21,3602.89,3476.62,3322.58,3558.82,3839.79,3902.66,4151.23,3895.62,4334.22,4788.0
India,IND,83.04,85.97,90.28,101.32,115.49,119.08,89.76,96.05,99.52,107.18,111.97,118.16,122.61,143.46,163.23,157.93,161.14,186.42,206.07,224.58,267.39,271.43,275.27,292.64,278.1,298.0,312.06,342.07,355.74,347.46,368.75,303.85,317.56,301.5,346.23,373.63,399.58,414.9,412.51,440.96,442.03,449.91,468.84,543.84,624.11,710.51,802.01,1022.73,993.5,1096.64,1350.63,1449.6,1434.02,1438.06,1559.86,1590.17,1714.28,1957.97,1974.38,2050.16,1913.22,2238.13,2410.89
Irlanda,IRL,685.61,739.28,797.01,852.14,965.14,1023.77,1074.51,1152.0,1124.52,1291.35,1486.51,1703.93,2080.47,2424.27,2516.93,2973.4,2919.58,3427.07,4399.99,5429.96,6372.44,5986.15,6160.64,5915.24,5692.03,6011.74,8112.17,9581.91,10715.87,11175.82,14031.3,14087.21,15714.38,14657.06,15902.93,19158.46,20835.9,22551.11,24294.85,26338.11,26334.57,28282.41,32705.43,41203.53,47754.2,50933.02,54329.16,61396.42,61353.11,52133.09,48663.6,52219.71,48943.82,51496.96,55752.76,62179.26,62784.07,70150.74,79446.94,80848.3,85973.09,102001.8,103983.29
"Irán, República Islámica del",IRN,196.32,201.37,207.63,211.9,224.64,251.24,267.33,289.11,320.86,352.45,385.81,469.08,569.66,874.11,1448.76,1575.81,2011.03,2311.02,2166.89,2429.56,2449.65,2482.92,2963.5,3551.49,3556.49,3812.11,4274.81,2651.48,2361.42,2246.19,2237.05,0.0,0.0,1066.74,1197.64,1585.98,1954.66,1823.27,1737.7,1765.78,1672.02,1902.95,1910.48,2259.52,2751.79,3226.61,3736.18,4838.0,5623.91,5602.56,6458.57,8201.58,8329.0,6280.68,5757.54,4990.94,5497.24,5758.59,3850.75,3276.75,2746.42,4084.2,4669.57
Iraq,IRQ,237.68,252.25,261.22,255.72,292.62,0.0,0.0,0.0,316.36,317.38,334.44,380.64,391.52,472.25,1024.34,1158.46,1479.65,1599.82,1853.57,2857.56,3850.26,2688.73,2929.45,2731.72,3052.5,3073.86,2926.92,3420.54,3690.07,3774.21,10216.57,22.85,30.11,53.48,197.12,615.5,482.16,929.88,894.33,1548.3,1963.72,1422.83,1254.16,809.85,1314.76,1740.67,2253.55,3099.59,4504.51,3686.4,4430.43,5736.9,6437.5,6612.9,6215.99,4416.94,4305.2,4725.19,5601.47,5621.18,4251.34,4770.84,5937.2
Islandia,ISL,1414.98,1418.13,1562.23,1831.71,2297.92,2723.52,3215.69,3125.65,2354.48,2039.2,2576.35,3252.1,4014.84,5437.34,7040.55,6454.18,7583.28,9957.25,11236.74,12640.64,14821.82,15137.25,13711.74,11671.81,11959.54,12361.19,16406.05,22453.19,24451.97,22434.35,25384.92,26802.99,27124.27,23579.8,24018.63,26633.59,27614.88,27919.19,31030.05,32381.63,32096.37,28897.44,32409.22,39476.7,47334.93,56794.85,57492.93,69495.73,56943.37,41301.27,43237.07,47714.59,45995.55,49804.98,54576.74,52951.68,61987.93,72010.15,74452.19,68452.24,58848.42,68710.24,73466.78
Israel,ISR,1229.17,1436.38,1094.64,1257.81,1375.89,1429.31,1513.88,1468.12,1647.88,1852.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18916.67,20116.98,20366.58,20106.63,19742.52,21630.75,20909.43,19035.1,19627.18,20557.08,21223.94,22494.64,25633.64,30173.36,28317.04,31266.61,34354.72,33156.23,36941.84,38259.68,36206.52,37690.47,41114.78,42406.85,44452.23,44846.79,52129.52,54930.94
Italia,ITA,804.49,887.34,990.26,1126.02,1222.54,1304.45,1402.44,1533.69,1651.94,1813.39,2106.86,2305.61,2671.14,3205.25,3621.15,4106.99,4033.1,4603.6,5610.5,6990.29,8456.92,7622.83,7556.52,7832.58,7739.72,7990.69,11315.02,14234.73,15744.66,16386.66,20825.78,21956.53,23243.47,18738.76,19337.63,20664.55,23081.6,21829.35,22318.14,22005.05,20137.59,20500.95,22376.3,27526.32,31317.2,32055.09,33529.73,37870.75,40944.91,37226.76,36035.64,38649.64,35051.52,35560.08,35565.72,30242.39,30960.73,32406.72,34622.17,33673.75,31922.92,36449.26,34776.42
Jamaica,JAM,425.65,449.61,461.9,485.19,520.5,556.48,620.06,641.14,598.08,649.31,755.6,816.41,979.04,979.75,1202.67,1428.01,1461.47,1581.43,1271.11,1150.99,1254.66,1374.94,1497.31,1620.97,1048.35,916.32,1189.42,1406.96,1625.76,1855.99,1919.8,1702.5,1452.19,2212.26,2194.91,2621.18,2919.15,3287.75,3410.43,3423.01,3447.3,3502.21,3683.89,3557.2,3819.28,4200.39,4435.57,4738.45,5056.26,4452.12,4835.79,5259.93,5365.24,5143.72,4991.56,5077.55,5022.7,5273.15,5594.49,5626.17,4897.26,5183.58,6047.22
Jordania,JOR,0.0,0.0,0.0,0.0,0.0,548.49,561.06,499.08,410.58,476.59,410.64,414.44,462.51,533.99,655.23,722.49,878.35,1045.56,1257.65,1530.05,1763.74,1900.56,1945.37,1956.7,1888.7,1814.87,2223.09,2241.09,1988.31,1274.97,1195.23,1184.95,1373.41,1375.55,1457.7,1509.04,1503.14,1530.7,1633.28,1646.19,1673.36,1738.38,1816.41,1889.44,2062.7,2216.95,2478.29,2643.17,3416.12,3618.89,3914.7,4152.49,4386.46,4477.62,4255.89,4064.25,4003.4,4073.12,4146.41,4159.65,3998.67,4152.76,4311.0
Japón,JPN,475.32,568.91,639.64,724.69,843.62,928.52,1068.56,1239.32,1451.34,1684.66,2100.75,2321.39,3031.44,4061.01,4448.32,4775.9,5310.43,6472.79,9012.14,9301.15,9668.75,10583.13,9779.97,10652.01,11207.45,11809.46,17451.83,21141.72,25499.88,25265.95,25801.4,29428.43,31992.79,36345.24,39933.52,44197.62,39150.04,35638.23,32423.76,36610.17,39169.36,34406.18,32820.79,35387.04,38298.98,37812.9,35991.55,35779.02,39876.3,41309.0,44968.16,48760.08,49145.28,40898.65,38475.4,34960.64,39375.47,38834.05,39751.13,40415.96,40040.77,40058.54,34017.27
Kazajstán,KAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.42,1514.92,1515.74,1429.08,1316.18,1288.19,1350.31,1445.5,1468.67,1130.12,1229.0,1490.93,1658.03,2068.12,2874.29,3771.28,5291.57,6771.42,8458.02,7165.22,9070.49,11634.0,12386.7,13890.63,12807.26,10510.77,7714.84,9247.58,9812.63,9812.6,9121.64,10373.79,11492.03
Kenya,KEN,102.08,98.54,103.8,106.54,110.39,105.97,118.8,120.83,127.5,132.1,139.76,149.46,171.01,196.62,224.93,238.75,246.38,308.31,351.53,399.11,448.83,408.35,369.39,330.9,330.15,315.39,359.07,381.71,386.36,369.98,370.1,340.81,332.95,226.52,273.52,336.57,436.2,462.4,483.71,430.37,411.82,408.36,401.09,441.39,462.62,522.78,699.4,840.19,916.0,1049.12,1093.64,1099.32,1289.78,1376.83,1489.92,1496.65,1562.08,1675.99,1845.78,1970.08,1936.25,2069.66,2099.3
Kirguistán,KGZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.17,575.64,513.04,449.07,372.31,364.23,394.86,376.43,345.14,258.05,279.62,308.41,321.73,380.51,433.23,476.55,543.11,721.77,966.39,871.22,880.04,1123.88,1177.98,1282.44,1279.77,1121.08,1120.67,1242.77,1308.14,1451.52,1256.93,1365.51,1655.07
"Corea, República de",KOR,158.27,93.83,106.16,146.3,123.61,108.72,133.48,161.16,198.43,243.43,279.31,301.18,324.19,406.9,563.35,617.46,834.13,1055.88,1405.82,1783.62,1715.42,1883.46,1992.52,2198.94,2413.28,2482.4,2834.89,3554.61,4748.64,5817.07,6610.0,7636.95,8126.66,8884.92,10385.39,12564.72,13402.99,12398.49,8281.72,10672.45,12257.02,11561.21,13165.08,14672.81,16496.13,19402.5,21743.48,24086.41,21350.43,19143.85,23079.26,25097.6,25459.17,27179.52,29252.93,28737.44,29280.44,31600.74,33447.16,31902.42,31721.3,35142.26,32422.57
Kuwait,KWT,0.0,0.0,0.0,0.0,0.0,4081.42,4228.75,3930.19,3909.46,3726.83,3579.58,4518.74,4870.44,5573.06,12622.88,10969.74,11235.76,11335.09,11664.93,17524.36,19170.92,15929.82,13053.95,12022.32,11962.65,11353.23,9097.13,10919.68,9717.63,11001.68,11002.07,8219.48,12253.58,14477.95,15141.3,16424.98,18488.84,17230.06,14258.36,16044.49,19493.89,17517.71,18626.77,22781.08,27601.4,36144.99,42970.7,45729.8,55595.48,37906.21,39212.58,49010.31,51271.07,47762.8,43239.84,29315.2,27026.69,29258.27,32012.19,30666.24,24297.71,32324.84,41079.52
Líbano,LBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.46,770.95,789.85,1279.18,1560.2,2079.65,2468.82,2959.56,3393.5,3834.86,4127.32,4091.99,3994.86,4021.18,4307.1,4458.11,4625.3,4630.01,4665.96,5162.03,5957.7,7149.79,7695.25,7914.11,8500.18,8255.21,7665.38,7802.75,8172.3,8679.9,9225.85,8925.42,5599.96,4136.15,0.0
Sri Lanka,LKA,144.1,144.1,139.69,117.96,121.56,153.9,155.0,160.7,152.05,162.18,185.37,187.23,197.76,218.35,266.4,277.49,258.18,289.89,189.61,229.19,269.32,290.54,308.88,330.04,380.75,371.51,392.52,403.83,416.03,411.24,466.9,516.77,550.54,579.99,650.55,716.8,758.51,818.03,850.99,838.56,869.75,832.43,865.3,978.17,1060.14,1240.52,1423.19,1611.18,2007.03,2053.77,2836.97,3248.04,3351.89,3643.83,3885.62,3990.35,4107.83,4388.2,4360.58,4082.69,3852.39,3996.57,3354.38
Lituania,LTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167.79,2327.43,2830.28,3166.67,3113.18,3293.23,3525.79,4141.59,5499.43,6700.33,7854.77,9230.71,12285.45,14945.0,11820.78,11987.51,14376.95,14367.71,15729.65,16551.02,14263.96,15008.31,16885.41,19186.36,19615.55,20381.86,23849.62,25064.81
Letonia,LVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329.58,2431.71,2683.24,2973.53,3151.58,3361.64,3578.0,4136.93,5145.2,6378.67,7594.9,9723.45,14113.53,16467.14,12331.93,11420.99,13338.96,13847.34,15007.49,15742.39,13786.46,14331.75,15695.12,17865.03,17883.35,18096.2,20930.4,21779.5
Marruecos,MAR,172.6,167.17,191.22,208.09,213.76,219.48,208.52,214.98,224.75,244.29,257.73,276.51,314.0,376.78,452.06,516.6,537.81,604.34,705.19,825.64,1097.66,874.79,847.33,758.47,675.02,666.72,846.91,928.5,1076.09,1081.97,1219.42,1282.58,1317.33,1217.43,1348.54,1455.95,1585.72,1416.9,1658.47,1627.14,1492.38,1500.36,1590.49,1936.09,2177.8,2237.58,2433.21,2751.42,3180.17,3118.14,3067.85,3302.45,3164.0,3377.64,3430.53,3139.23,3132.95,3288.5,3492.67,3498.58,3258.27,3767.52,3441.99
República de Moldova,MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.59,575.15,657.29,578.73,399.5,440.54,507.4,570.8,682.32,897.18,1034.39,1183.02,1531.22,2110.55,1898.44,2436.8,2941.36,3044.81,3321.04,3289.17,2749.91,2847.64,3454.95,4156.96,4404.95,4376.24,5274.74,5714.43
México,MEX,359.55,378.21,392.93,424.19,485.8,511.02,550.47,581.73,622.43,666.74,706.31,755.33,844.17,1000.94,1264.36,1499.36,1470.18,1315.59,1600.78,2039.2,3036.36,3810.25,2612.67,2166.57,2506.89,2607.66,1765.26,1902.46,2302.02,2759.48,3196.92,3756.85,4272.79,6118.53,6268.72,4225.4,4718.57,5617.43,5882.42,6552.66,7581.85,8009.16,8032.99,7473.93,7883.52,8702.11,9545.29,10178.44,10589.95,8495.65,9823.16,10766.61,10842.73,11317.49,11490.02,10098.17,9152.74,9693.33,10130.32,10434.58,8894.89,10359.15,11496.52
Macedonia del Norte,MKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299.04,2424.91,1207.54,1343.32,1795.55,2372.54,2327.73,1959.56,1875.82,1915.39,1861.9,1823.02,1989.14,2440.48,2795.9,3072.68,3362.97,4079.39,4841.25,4584.71,4577.69,5098.09,4728.31,5241.05,5495.73,4861.56,5149.59,5450.5,6108.74,6070.39,5965.45,6778.56,6591.47
Montenegro,MNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.07,1909.6,2106.64,2789.16,3380.17,3674.62,4425.68,5976.39,7367.75,6727.11,6688.4,7328.79,6586.4,7188.86,7387.87,6517.19,7033.44,7803.36,8850.37,8909.65,7677.37,9465.96,10093.44
Mongolia,MNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.24,1432.49,1492.92,1121.33,1138.96,1470.21,1494.24,1545.23,1686.59,1184.76,1081.33,589.14,338.46,402.27,623.16,570.94,495.82,467.51,435.42,463.85,512.82,559.83,633.95,784.91,986.02,1322.64,1625.32,2134.95,1718.91,2660.29,3793.74,4402.3,4422.3,4211.94,3919.35,3690.76,3708.25,4165.02,4394.95,4041.17,4566.14,5045.5
Mozambique,MOZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.26,202.56,202.95,198.36,196.32,250.64,294.99,328.02,362.51,333.78,310.1,318.31,343.13,403.02,438.79,458.62,508.04,591.44,546.6,494.58,615.28,681.49,681.07,690.44,603.84,435.76,464.29,510.38,512.22,456.58,504.04,558.3
Mauricio,MUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.64,893.91,1087.7,1275.03,1171.58,1165.15,1086.53,1088.44,1027.99,1054.48,1422.56,1815.35,2046.04,2075.54,2506.18,2669.33,2973.21,2973.79,3197.34,3599.55,3899.44,3646.64,3593.24,3695.93,3929.08,3856.63,4018.95,4793.72,5388.06,5282.9,5695.98,6574.66,8030.05,7318.13,8000.38,9197.04,9291.24,9764.64,10366.36,9507.87,9965.73,10841.68,11643.46,11403.25,9011.04,9068.98,10256.23
Malasia,MYS,244.61,235.53,240.44,292.58,302.68,325.19,336.56,332.8,339.1,364.21,374.92,402.21,466.91,692.68,837.76,800.38,927.81,1075.34,1304.07,1647.63,1852.96,1843.35,1925.47,2123.26,2311.17,2065.09,1782.54,2007.17,2134.52,2282.47,2513.24,2727.53,3193.64,3511.53,3802.11,4405.12,4874.82,4706.31,3308.84,3538.36,4087.56,3941.12,4177.1,4454.53,4924.34,5536.84,6137.15,7144.0,8343.3,7167.88,8880.15,10209.37,10601.51,10727.67,11045.58,9699.6,9555.67,9979.7,11073.98,11132.1,10164.34,11134.62,11993.19
Namibia,NAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2481.56,2278.63,2107.08,2223.83,1837.35,1470.98,1603.78,1973.58,2065.56,1968.17,2037.91,2117.01,2346.28,2153.34,2352.66,2478.25,2417.58,2453.87,2231.11,2175.45,2156.09,1916.26,1773.43,2571.98,3407.85,3692.75,4027.96,4394.52,4222.33,4322.63,5445.42,5873.06,6017.18,5463.03,5544.1,4965.67,4614.89,5453.57,5687.38,5126.18,4252.04,4919.19,5031.12
Níger,NER,128.53,134.85,143.28,153.37,148.04,166.12,168.32,154.99,145.14,137.77,139.18,144.58,150.78,187.06,197.46,196.4,193.95,228.79,305.38,352.3,406.36,341.0,307.35,266.47,209.53,200.43,257.02,292.41,289.67,268.55,419.6,380.54,380.15,332.06,204.15,234.62,237.01,218.25,243.52,225.95,192.88,203.53,223.35,263.09,281.33,316.37,331.1,384.72,472.18,458.42,471.61,507.6,525.05,548.16,560.75,481.11,497.04,514.54,568.6,549.82,564.84,590.63,585.4
Nigeria,NGA,93.4,97.42,104.85,108.02,113.66,117.67,124.79,99.86,97.74,122.04,225.77,161.54,211.0,254.39,406.27,441.98,561.55,541.16,532.22,667.98,880.06,2187.89,1844.85,1223.6,903.45,882.28,638.73,598.29,549.5,474.46,567.52,609.37,519.64,551.89,762.4,1302.55,1673.91,1765.08,1871.76,494.13,563.05,583.09,733.54,786.8,992.75,1250.41,1652.15,1876.41,2227.79,1883.89,2280.11,2504.88,2728.02,2976.76,3200.95,2679.55,2144.78,1941.88,2125.83,2334.02,2074.61,2065.77,2162.63
