WB_country_code,WB_country_name,Latitude,Longitude,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CHL,Chile,-33.45,-70.67,118.264595662291,138.352868653108,160.88147487110012,138.4349293536918,128.82706722695087,89.65920031446295,98.15208964858681,82.96960804167955,75.66038093160874,84.9385623340446,52.1497084095083,57.173013172974954,44.63176517640237,61.161604222751244,19.18976323065648,-54.24394489640262,-44.03388584007325,-33.41862004794423,-33.198177670168924,-25.1447945188559,-20.80728239242706,-4.458310005335234,-44.578395681612434,-40.98940552347803,-43.15706712348113,-49.67132539303905,-54.90103556440151,-55.569258279515864,-53.31445622534672,-48.50736591753459,-52.87105982515444,-47.72666526292495,-41.194006483558184,-36.15280400459732,-31.643525355028785,-26.336172994633195,-24.741474852118,-17.529625789563134,-22.420828053737964,-32.85627906341399,-31.645338281184454,-38.772989743005965,-46.26209808124587,-49.85079778993577,-43.63795284054163,-36.536209118944996,-29.92503837145226,-31.745305198420258,-35.78957056488611,-31.80175654527532,-18.79935821673842,-16.603321227455552,-10.87002557348993,-11.590071153199244,-20.066874914097276,-17.414063632222838,-16.586165702418118,-13.457647936021704,-14.032981325533267,-20.26292380149994,-22.166254994671405,-14.251036961357219,-13.106898371031395
CHN,China,39.92,116.38,-61.293489295387694,-68.89336884334018,-72.12268813106029,-72.57047820996542,-71.05083490240993,-72.4945007672113,-73.55978307755008,-76.6455215985281,-78.79529252274627,-78.60958260097736,-81.50928334000628,-82.88037563873142,-83.64570725990818,-84.49091429906333,-87.66750188565084,-88.60857293020695,-90.32576131885678,-90.3027127141756,-89.36820785128357,-89.43922313948948,-90.23937250484289,-90.61262952115739,-90.56754779918495,-89.66335807156209,-89.37852185781765,-89.67817140395302,-91.5866158848836,-92.34051643794541,-91.42632828706743,-90.78910369566024,-93.40419517709545,-93.2713502480077,-92.53363056080161,-90.47314165288583,-91.93060352492105,-91.18530993063514,-90.07026469229473,-88.8646598300663,-88.24234641873552,-88.22560366466723,-87.14930162894102,-86.01507035504285,-86.21489869031505,-86.60153756256616,-86.25261027144035,-85.28173310785331,-84.38112721870577,-82.41575911555759,-79.37372164408902,-74.38876791213931,-71.05264764356095,-68.01276429359507,-63.529123401413656,-60.82149275245349,-58.40758435350172,-51.20303215986992,-51.03188614355394,-49.24536384278766,-46.17339117256734,-44.723647000864716,-38.50287022313537,-33.38067975096344,-28.019223807862797
CIV,Côte d'Ivoire,6.82,-5.27,-36.31931527507485,-34.08151569295081,-36.551694224676616,-32.41359924969275,-27.83362515906026,-42.82743625813279,-44.43296435891562,-46.08570665741585,-41.184581457810786,-44.66006564249662,-56.57720886155238,-60.03256680934347,-61.65067771833953,-60.42315115580573,-63.89962462686927,-63.712102542221984,-61.82360588160716,-55.81672826658306,-52.26905951718604,-55.63076739100089,-61.66634143607641,-68.48741953514003,-71.6637743227664,-74.42964482354691,-75.03940350928829,-75.48027365500938,-73.46842156612524,-75.98557833260317,-78.49426152153399,-80.77813370463349,-82.79963332318053,-84.11018899356917,-84.67692151449371,-84.95852739637918,-89.73486329418931,-88.8766593130584,-82.92200862163831,-83.2365939071987,-82.44518281057012,-84.43455275253066,-86.78200869476153,-87.05526514864418,-87.74594981138793,-87.80326518899294,-88.44784425866571,-89.36394294753073,-90.30109383352679,-90.52741024412785,-89.98911885326967,-89.04771186865452,-89.47710207495614,-90.30479197177445,-90.45303499454837,-89.37969853278189,-88.43081288130212,-88.1813998940878,-87.9055675323518,-87.83472898798543,-87.52589406922834,-87.51692977950314,-86.12115008906576,-86.20158817766523,-85.92998220692002
CMR,Cameroon,3.87,11.52,-48.10594934352583,-48.49208008052359,-48.53842725082204,-51.14658580391499,-52.67234739951883,-60.044555028580795,-62.99586205255282,-62.11637150903182,-60.41648844712937,-62.60041571909625,-70.8472184578519,-73.07031866171792,-72.7176322035408,-73.17774267470577,-76.90900477946462,-75.3302850572195,-77.69017617806254,-77.22952264386214,-72.92782455182653,-72.13685611187816,-75.49332354983322,-75.87526979186235,-75.51348811797648,-74.19501301321066,-73.00735562386268,-69.48374607483703,-64.98186460371726,-68.2507006560114,-73.66366840770814,-77.57422586757026,-79.55619307825607,-81.1689218126504,-82.44424246036253,-76.5002830972606,-88.19201663873957,-88.10884428240998,-88.5619504683395,-88.97590782393532,-88.80029539086325,-89.39117856812481,-90.62130485794628,-90.61155476598664,-90.63473457008831,-89.84676361171242,-89.7944536921976,-90.52005982781279,-91.23552387544844,-91.44273122113766,-91.2221175274244,-90.33715199073275,-91.1970333472446,-91.46574427823946,-91.70091877304547,-91.29894809406035,-91.1123443689558,-91.48000175308606,-91.3727954636159,-91.4813054407526,-91.33777965097282,-91.61530506175761,-90.90646329678714,-91.26565568680579,-91.15257253658784
COL,Colombia,4.6,-74.08,11.103943148538601,15.128592137390978,16.71830659666497,3.7198402339095327,14.008922475561755,-11.970673031096325,-26.85853336387462,-27.18741457894972,-30.47211253331209,-32.427814566215424,-43.735344047935314,-47.28483134943551,-50.89744194291483,-54.526164148886465,-58.39909174951702,-64.25056688111597,-62.47576888822594,-58.34067975193463,-56.71308536194971,-57.61331411083732,-60.08409498166629,-56.23061188288404,-52.3545561869167,-52.06291628822345,-53.196205061496784,-58.33768380345864,-65.16673804238454,-69.82839231206711,-70.94719795250045,-72.03016459693737,-72.15123606693834,-72.05477737533137,-69.65175699031055,-65.17620197232796,-60.54859469015129,-62.817075012024894,-62.87861773058959,-59.260728247732985,-63.16940805909417,-69.8518557041709,-65.88475530944423,-67.26553596099569,-70.93979513721536,-76.03230253841308,-74.38125214509711,-71.05267330045825,-71.85623794432048,-68.91655338943956,-67.08500732234913,-64.94071520464254,-59.33310707462102,-57.87971367444919,-53.13171269257213,-53.883319925087456,-55.513136073882855,-62.08555735550946,-64.0877872747092,-62.871268669800564,-63.14597637735324,-64.925896173403,-68.66102551474866,-67.35584616164991,-62.51535757803956
CRI,Costa Rica,9.93,-84.08,62.99367002142202,44.10564387572782,30.187164368909713,26.08499600376816,18.471495528032346,3.3250543826496157,-0.8466520108163771,-0.8710109220887443,2.1405282002623762,0.9748186557078669,-13.280238258878828,-18.436136070952244,-21.483522912835348,-24.76183060048502,-37.648306442781646,-40.6916342459709,-34.89833965139273,-27.802226554121113,-28.30239836065803,-33.341571650017514,-37.398972723676295,-65.93083027272873,-65.75869065900213,-58.352853665314605,-52.34428241200153,-50.48540495767181,-53.65649983107919,-60.65442630109402,-64.39501563458134,-61.48829614771102,-65.68124454162243,-58.38786903327213,-54.52746419717318,-48.9712765039626,-48.778445412344944,-53.14000286303909,-55.29211631516666,-51.94813124228506,-49.18676976700497,-50.73777555224767,-49.459983244082835,-47.65694116610506,-51.732401146001074,-57.126355036796284,-60.12403160177152,-61.02241712833426,-61.39693086786725,-60.476710442256646,-59.310924812203325,-54.97010977015656,-48.172160894924154,-47.94054442640309,-42.27915261225261,-40.65918762916035,-41.513625511671364,-29.815930079026735,-28.01047998056983,-30.242963456507603,-32.709199205139136,-30.961694058665586,-28.042109615190302,-33.45174734279036,-24.368526103530993
CUB,Cuba,23.12,-82.35,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.8804037488244445,10.539531558461643,10.014827544652903,6.0519751040113885,-6.691156477439739,-12.539466663036109,-15.991461455023062,-23.187882593230775,-14.674424633185524,-22.251106734588884,-36.49617255218013,-34.079304388327905,-29.14368713006203,-22.810299461093813,-16.166528860197943,-20.924337721677954,-29.308458893321436,-38.019945396741264,-39.00446966369342,-42.032030618141555,-48.847121702429,-57.48537092617325,-63.87515412865811,-62.58635879678531,-55.468090807945146,-59.730921302207726,-68.0591787975004,-67.1472281562518,-66.90179153159563,-65.4538159874807,-63.13407682535384,-62.22949521572018,-63.90591391675174,-66.66926600830541,-68.98825358547126,-68.17073321110053,-67.73229066081142,-68.57210863470227,-70.30752693631823,-65.95327389074221,-66.44025215484008,-65.2118251322645,-62.56383395479441,-61.97194867713597,-61.23193186278054,-53.228272655362275,-51.264555147508396,-50.821010913968166,-52.00685637756632,-50.19730210459954,-43.874339100829886,-100.0,-100.0
CYP,Cyprus,35.17,33.37,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.63714258690673,-32.303140314740226,-22.79250187981889,-10.235516489876249,-0.6879522762075521,32.38629181480301,29.947549801232803,38.1453828933439,41.99563131303831,49.4897842732334,57.15377071593927,68.52542992360438,69.84187031654538,77.05991480349135,81.53317416440686,82.96213782271717,81.62540257869342,99.49246634347834,90.87699092428646,97.99308693860482,120.67683591126219,111.903451640031,102.75680464153972,114.16655607829655,106.12164115751813,92.73301566380356,96.82363237102503,93.16029485858613,110.56996283981191,116.80448328893868,109.51006901436679,98.87474805427891,103.94451867790934,110.50932305299345,114.58972916678272,97.3513786353816,84.57045042039606,67.34973536128103,54.738358815768926,47.94868346717528,42.48961745755471,48.85341332425359,53.1708323210616,59.408470854127025,60.316714271939865,67.09324210712872,72.89509592492587,81.35356077111084
CZE,Czech Republic,49.81,15.47,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-25.204658756320054,-45.74128181810531,-40.507693148147816,-28.26014721874841,-21.084407595351873,-15.784427941618743,-8.559989840166232,-14.042905694907148,-7.911458687249434,-14.554798095196828,-19.24056192977665,-11.862447939183555,-3.2486355415276855,2.0872713359160198,7.067660391017731,12.738142020604215,13.5527065355495,20.536408671472355,35.619625257585135,32.73801634021509,26.973956393337033,24.608634008044138,15.022028879117391,12.356656362550526,8.342565250350702,8.53124481524456,12.373381755718778,18.79061847981643,27.29006895686496,28.955506313335004,35.84726318931391,41.620445204559815,54.06913093392777
DEU,Germany,52.52,13.4,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,351.184271121199,360.5821029274023,372.43557702551414,398.2534429439117,334.24254428138676,298.3460811986913,288.0726678111841,301.81087990844867,341.1477263513703,337.759819874908,279.7113080275002,228.92752036805936,232.18784611477184,242.3798745521214,226.90978416150065,230.1686124849106,302.0573187163566,323.3623229410438,315.25824675239954,301.1519333420459,323.24807796153436,337.5328805743033,366.3302445038925,362.8175964668836,361.4498749521373,357.77320104572954,326.71001624582436,284.08405494039084,287.2304928110898,260.45778032902956,217.39306801892263,213.77589489970697,202.43264723640632,215.14792333397796,210.78867304279706,189.76571680380368,170.4845737113959,171.7966106280168,171.2603624878382,178.35419393284585,164.45897851078416,166.1006150587647,153.85937381576184,158.37917448654227,161.5781104669548,150.19983363515087,154.90819217122896,157.03902767106666,160.5050040360536,155.05255798226182,176.20676111577006,171.528623921609,175.68381165740675
DJI,Djibouti,11.58,43.15,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.20398765094438,-100.0,-79.04322853327753,-80.99674913781482,-82.2667269145236,-85.12822302862565,-86.21845304408762,-86.46934405739792,-86.1734797333163,-86.56003833623357,-88.5692441049306,-89.27383671026938,-89.27760212741116,-89.49886680230397,-89.95259602306959,-90.0492012394632,-90.06974514542065,-91.00909553329201,-91.97978336047046,-92.58353350959806,-92.84077161095068,-93.24552686792498,-93.60306626899431,-93.27009781690812,-92.21918388032769,-92.18934787609126,-92.4639228329466,-91.789251208614,-88.2683073254061,-87.80393660636547,-85.334278566335,-84.5991994246745,-84.71250476272749,-85.02459548156088,-84.327760607931,-82.73768302401675,-83.8300108952807,-82.25348051968257
DNK,Denmark,55.67,12.58,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,530.3730935247519,553.0138476320035,543.5687833814716,573.1647456165203,466.104173205036,454.8561877581285,477.1308264478686,504.14942877166436,421.38783395397815,410.9413378280381,413.98575025409485,411.68592498874455,450.20036139752955,433.64616346037275,334.31664147726735,289.26528230121056,295.54075215938656,311.57369785032296,305.8802407211185,329.0321855226546,413.73580890553023,441.7392060360102,421.688540221537,394.5654478073996,410.30196100148595,405.97175840864554,421.5639162567604,400.4511984439348,411.19607070888236,411.17350734488605,399.00216209264073,367.7250258391962,373.492355412368,350.87039416767755,311.8121329902961,308.3710739774065,298.8305352483782,320.66476602806034,323.8256822889535,309.62976270888515,287.09763349834446,281.76156135222,282.52551342738633,288.7118630852598,269.2244662773343,251.83315699137978,238.67043626151187,241.48807700156203,240.69399238410702,224.16789111771794,230.69730712861224,231.62788738644093,234.694346123645,224.73659915953186,259.43667140742616,265.7322544280469,283.6081779327552
DOM,Dominican Republic,18.47,-69.9,-11.84670015129183,-21.25480035253153,-7.990324780614133,-4.485761561171469,-7.4574759710722995,-35.89031979003988,-37.45540327882507,-39.107652545535956,-40.87394072293028,-39.612072402319804,-45.768081015506205,-47.72490597481999,-47.84209450856907,-52.28011602554119,-54.74670095611346,-54.97914353705148,-55.852951198589636,-55.28484706877899,-59.9186274547493,-62.071618918862505,-63.2532801990702,-58.6051629684507,-53.9445023927024,-47.938116829590214,-35.21737268222323,-72.47780816394447,-72.10292663625971,-77.89810108991995,-81.78876354163495,-78.36752500991612,-81.17089194580008,-74.71562951550148,-72.43951907362097,-68.6899529324519,-67.68730679701959,-69.43069532686428,-68.13308283519977,-65.0144289088752,-62.86843914508529,-64.51717644389252,-61.87962812783707,-60.78188083488932,-62.96575058723122,-75.05151895128003,-77.50693875959234,-67.23101575849343,-69.64311416082187,-69.47789977767918,-69.94767187543411,-66.57005853294497,-64.95143048466073,-66.61696655319724,-64.98267241161129,-65.55998715501791,-64.41217559070877,-58.370658428533936,-56.49664341480043,-56.749144127886886,-56.8146424419565,-55.461488326736344,-57.65032669733783,-55.243520875274065,-42.78278022921401
DZA,Algeria,36.75,3.05,3.3513991702801373,-13.864872544439683,-33.1943081950511,-16.64466948424695,-19.118402824417352,-29.257609801424472,-38.917827086748154,-36.80339559175164,-32.30118372600405,-32.58803441090999,-42.39543704358795,-48.082737145624435,-41.891358982016584,-41.85845273321913,-32.871629214975975,-36.80293804764747,-37.157806642037,-35.98650272367488,-30.43601462155482,-28.990756652404293,-29.311309648880062,-26.1614491742437,-24.260592070648958,-18.101350095957745,-11.89287486036086,-8.342344140811827,-16.868776189071745,-28.1628630146586,-43.55438398879703,-49.523547568703506,-53.85802055028035,-67.23265019163554,-68.34562739670638,-66.89019144825774,-74.04735256469095,-78.7941345565513,-77.33147610317174,-76.71811670433705,-77.14991785815643,-78.38920312601456,-76.15167782077009,-76.69979597910103,-78.45762102059571,-77.98825513473948,-76.08214615553871,-73.7153599743439,-73.95790570402751,-74.07493506034673,-70.58263675480273,-73.94601157292671,-71.39966192363394,-68.81671963523162,-67.52231676163363,-69.19590781497007,-69.95400370063616,-74.44986636834025,-75.99988371065727,-76.19755187597852,-77.33023585695136,-78.08325566052153,-80.18290454147383,-80.46269534078337,-75.42600694618311
ECU,Ecuador,-0.22,-78.5,93.75306648619099,51.454539325085136,22.045306678799133,33.762752069341026,46.59450901348067,24.89881634561973,12.033829430890918,9.117326408533517,2.752536812265761,10.86145120566061,-24.218454706563357,-37.42715974082304,-39.53412867654122,-42.827955703383985,-26.46935701249712,-30.49913667096318,-27.195797378601018,-23.179514747444287,-28.081406706945433,-30.568955421160354,-31.24610488820917,-15.867754108739085,-22.100007637581268,-32.3156644875268,-34.20573647462318,-35.11558277740523,-51.80448013289541,-63.614597242568806,-69.68252232113734,-69.27766723113783,-72.32619814895452,-70.22112150767032,-70.75786619780435,-69.1518161566577,-65.89513012313142,-69.44269695540359,-70.01385661278759,-66.53700228463214,-67.4530712255723,-78.66020434706138,-80.55664796682866,-74.70479452572778,-73.78381021355762,-74.64768523428387,-75.36437362150635,-74.69763542145496,-75.14307459787017,-76.63865623370582,-74.66307557358331,-71.65891611020456,-70.48152129956547,-70.35854087081862,-67.13026198699032,-66.23496966333877,-65.27844027717957,-62.68245881019365,-63.223717752223116,-64.04310293211321,-65.64939424907283,-66.03345471098872,-66.64685023553749,-68.50464903161277,-63.833228099727634
EGY,Egypt,30.05,31.25,-100.0,-100.0,-100.0,-100.0,-100.0,-55.15729503696944,-57.683487180097394,-58.18003329207393,-58.582780825558615,-59.00080987495833,-62.21789054326838,-65.0638462149687,-68.25985053695273,-73.14121354039202,-81.2636895647687,-80.83820675862276,-80.35614836117321,-81.43907206483077,-83.4256259715551,-83.59713254110679,-84.50505859503822,-84.11563866085187,-79.89396583098733,-77.30249614625872,-75.5023973183877,-72.67108640896693,-76.04052181459464,-80.56481884484599,-85.08094973014582,-83.90119864589263,-85.74514464319678,-88.05098500376971,-87.69310193996719,-86.23966743525392,-85.91072366073777,-86.4433652761937,-85.56225836240182,-83.32277193061837,-82.41368111377145,-82.50532067692919,-81.26216652420408,-82.37657971928608,-86.2626690216248,-89.01060739335941,-90.7396681768387,-90.48858202122702,-90.08696136592184,-89.64466041220311,-88.45145359889528,-85.21548032101227,-84.03435325941714,-84.92693408730442,-82.29218303111786,-82.76191219406985,-82.58723009562975,-79.48414516787136,-79.84497191199408,-85.95450977543358,-86.24530309558135,-83.5582185824557,-78.89839588096724,-79.47846727299321,-75.69327056737477
ERI,Eritrea,15.33,38.93,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.61965937507554,-95.7181090250603,-95.56369807930936,-96.125642950811,-95.71244605528985,-95.73283463209374,-95.44545062096036,-96.05834791178914,-96.04577410029957,-95.94173970478022,-96.56365682060861,-96.58987171729146,-96.34261315241106,-96.74393568676824,-96.87112138283854,-97.06004620084869,-97.26924067333063,-95.97636405152682,-96.78768467445539,-96.3320926270839,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
ESP,Spain,40.4,-3.68,71.39045775470586,84.66613048482719,104.51355813483474,124.97670886567323,128.6273010584412,116.36877434861779,125.48699565976611,134.12749747312608,120.35787353781072,130.22096297392102,98.09217832930183,96.54309916720798,111.89156855861941,121.89474547800742,111.76011997883893,105.02780231975184,91.80669679238059,89.71946060394632,102.6814483999396,123.91291658381891,94.21715484226199,73.05451226951226,72.89064989366774,55.443574347769406,57.607094231856195,64.5547168482587,94.53524115658782,109.16434346183897,124.70791818699742,141.21826471859603,161.96643674439994,177.45354322411578,184.19457362286252,141.90081834374217,128.62846910845406,123.72134541602722,125.47841962539646,109.82995494059344,118.44511086151005,111.95585251927834,97.57319177016453,104.09490339408651,105.32468565652388,123.65608838593359,126.95900095397631,121.8484458469944,111.22389692265907,112.7329838413234,111.18347889007529,114.99245364981591,94.2292679384609,80.48059610820137,63.94725792830677,62.27025953945788,60.75599071842899,56.7694773451007,60.540160815914,62.24651800484292,65.08527206111938,61.1968759201113,59.42949748267302,60.978232915625256,67.92134273971861
EST,Estonia,59.43,24.72,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.67736809954643,-52.677201102478136,-47.538950189503716,-41.91498618977764,-44.169164364098386,-45.47387706781977,-40.163767232267645,-35.88657416230389,-25.102362073733975,-18.77242420187737,-12.595448542073909,-5.958793917793159,9.296622158018844,8.265585651021839,-1.6797562890892639,-6.7225615163796135,-0.36559972027805615,0.7383961999187021,6.34532185665561,10.358711337480782,5.928033759663846,10.680149110975856,17.64837221233744,25.884657586609816,27.64567189424778,39.40614565443855,47.54022776625522,59.843790687340224
ETH,Ethiopia,9.03,38.7,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.41118457261356,-93.0598596808781,-92.22244141122069,-92.75075955608744,-91.75976409717528,-92.90462313018031,-93.76361208136429,-94.32435993894033,-94.38999983111347,-95.17431047107247,-94.94971949657682,-96.44161263722212,-97.02300410216469,-97.87720115538694,-98.07193114526065,-97.98401542616675,-98.00195184378872,-98.242858056496,-98.4045982842552,-98.35294167809225,-98.4162692316495,-98.67419326721772,-98.77456637782782,-98.77403685757625,-98.65627539246677,-98.57331825353552,-98.4311673905419,-98.09183449288919,-97.50125029934784,-97.86613253698103,-98.01731656941736,-97.345685561602,-97.26106105614882,-96.96322591393319,-96.163237243504,-95.73125578340239,-95.64958616818402,-95.87935103404683,-95.42018414310496,-94.57240292086666,-95.11608302823942,-94.18510640482017
FIN,Finland,60.17,24.93,409.9254177779771,444.6758395499926,454.99084988551976,461.92315450686914,478.1368351360824,425.61503757781776,409.4937544064232,391.8464273681552,342.10203931038666,365.28697405140576,302.8936958779333,291.91026122068365,294.02697949467586,312.0061822813536,307.9473327228053,299.57119935052845,294.2041698725157,269.70763954856056,254.9274837212098,262.1378278761681,251.10793336322607,252.0528126566003,266.51258993527256,264.35543437405886,280.28921444940414,299.0954161908109,346.5350606116838,371.43051337264984,410.5896857427405,441.35925793485995,438.25794139478535,377.37504379217745,293.67433852028097,219.31141582360533,245.98297903105575,279.881908835836,260.89035242797405,251.71843820423817,269.070332204799,253.05917734149506,226.11527057512166,231.56345162429824,224.0430809340333,242.36115876570778,244.18983565478644,227.82960387630658,206.709418314507,216.4191446673946,219.7886402141509,217.32417004071132,195.83873875487697,191.41418391675788,176.15787261140292,178.43221001485466,174.12418749711225,160.5396934760576,165.05893706008027,167.16773512428776,171.63586426209895,164.9958997520203,190.50609987895695,182.4999606051768,187.8724587933283
FJI,Fiji,-18.13,178.42,20.862722712916387,15.801522820637558,12.975646760361126,8.260051753455027,4.156048740592494,-12.417508230329354,-20.866904452383846,-20.50434404352491,-23.508196357334157,-24.713763110321015,-31.904945619307295,-33.55594590506378,-28.336974726808183,-24.5337703294992,-24.0421304089112,-24.091858161537683,-30.747892391332744,-37.21030016994978,-37.1239199312782,-37.07810372386854,-41.6361273747212,-39.73795306075765,-40.89756131479349,-43.79839256645335,-41.806346746366295,-45.0732639552939,-48.111192665109485,-60.38255055473268,-66.36972523147445,-65.43740386229813,-67.49007161947289,-66.97040499654662,-65.64905626544096,-62.40683598879012,-60.654087021944434,-64.03878295815454,-62.59391922172499,-62.994302085506824,-71.17977871666861,-68.29258748456569,-72.99740575145621,-73.917045832297,-74.10944063778706,-72.13225034363296,-71.52774866620612,-71.40572837912421,-74.08089422694307,-75.24136063684003,-76.63457699869801,-78.71635191053538,-77.93135490897852,-76.29485458823609,-74.76337685010732,-74.4016720432617,-71.10421191141356,-68.92417563288568,-67.52295213470555,-66.46770671108892,-66.99682418128667,-67.69841626362802,-71.54778753822283,-75.41647392825314,-69.69073221931086
FRA,France,48.87,2.33,476.7408456062138,486.93916904657567,523.4123328592931,549.2354823794943,553.1337950087866,475.38410061239256,459.8776762048685,471.51133619636687,492.0673313956107,491.2368620981026,368.9935960484941,358.88096199845705,379.3733484927075,392.0770574231872,311.6674887259537,329.07495713642845,303.52629902004054,295.72902499275176,332.6676950414344,335.1210808467444,298.487111594157,258.1757392278498,251.88609007673693,247.0530738041441,231.01319403896227,242.37175269419276,305.18822058638733,314.8130872865555,310.53927672121733,300.77255885894283,314.9288397016766,306.02505697435157,320.04686768259194,305.8363318645331,300.43406461625557,288.81560300505464,276.1028267335002,245.09498050011982,254.3454174444493,232.7300409686395,200.26974283476258,198.11932321953296,191.52228764832822,208.0523445021844,207.96842930427957,191.8469454344371,171.35010637145442,171.25837082366516,170.68498689470425,178.93823131373324,158.75662102852147,149.80939528315855,136.5807158752579,137.75188761382134,134.5872985569794,123.11014956581286,124.2148190101969,123.23998191511447,125.8279198598667,120.6665300058048,131.48298305688058,130.58059685191077,131.36581054303855
GAB,Gabon,0.38,9.45,19.15915197815128,32.452453995116585,36.68571133257597,7.064093597086943,35.27555475368609,15.515277161725926,12.12253798076494,16.322662948173868,19.007856461386048,16.24483798739804,-11.401100386928247,-9.672158121492034,-14.215912802161451,12.324126193071834,83.24790797872076,107.76036512139893,159.36435038295403,111.42565257411434,56.10710844581938,61.03913848996573,78.72096215501124,61.83934961856386,53.538206666027456,45.120815958404656,50.00121867797779,36.540225714193,15.472128990388018,-7.947340081432945,-4.562959089149745,-1.1648176984430272,14.903026500306158,0.20482563345999724,-4.919057130223439,-25.472647618241357,-34.69206627767154,-36.090749636354865,-30.73246087789118,-35.68712165956838,-47.41458647277727,-49.330052294063655,-46.53811571189566,-48.9455981656081,-52.269877386214645,-50.88024105254622,-50.036215662633566,-44.842824543249925,-48.85931864283553,-47.54074401661763,-42.12209189905591,-51.04010425658705,-46.56679840694578,-41.46639934160916,-45.88619546285415,-48.37831996222644,-49.58752394855851,-56.83969080801972,-59.33313628750261,-59.84494638888673,-58.18538449874363,-59.00066234391307,-60.53253938237959,-54.40375115164324,-50.08768407414986
GBR,Great Britain,54.08,-1.65,504.28767086303736,504.1563467715915,499.8398660751776,495.5650144980379,491.9477877013538,423.23564014190185,403.54774703486765,397.7920389624424,352.4598214256561,348.7586948727143,283.5957669494669,282.331063063544,275.77177457242,238.26768193650295,182.2929224943367,174.6455564839222,142.0413801883096,144.83479986705728,178.07449573494299,202.86360025661568,213.82347499860882,209.28157369322727,206.46523063882984,201.6726438126884,187.1049532560776,202.95034368631795,216.91638025471417,233.01834243308187,270.2359332257685,266.7124080932078,262.3626017654327,272.776487232999,261.3625796920902,233.45944511915314,235.89235629577203,235.01823077856096,241.61581547458178,281.26311349278205,301.21384060085455,287.7891298437093,278.82515539842524,270.5894142891739,261.0109559919923,258.1132730701968,267.8335016669634,253.43104958782519,231.1870361002887,228.96001461768313,181.866363382423,158.93145909098502,151.90475886414714,139.9140387810354,145.99564530696654,142.34801902517233,158.3957969416117,173.70293493766772,147.94578698997296,133.55013170241276,134.77216800967585,132.4785260127534,137.6114145838742,147.46812575821093,161.012153631316
GEO,Georgia,41.68,44.83,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.3617648810246,-75.20958707225111,-86.50021140093345,-90.0257853222554,-91.14034836736882,-91.63732307297167,-90.35524314069607,-88.50442144787066,-87.91697078468444,-90.91889739184697,-89.95489991719393,-89.34998824751192,-89.75542440130658,-89.49834785845441,-88.10804817139814,-86.21037037254223,-85.14896845070126,-82.79819266075481,-80.22759686540353,-81.13563937913865,-79.43219962204215,-77.086560592586,-74.40367976319848,-74.19563356283832,-74.185922388724,-75.56569347070779,-75.42559175679881,-74.91968437147989,-74.34014342187854,-74.40953984608531,-74.85610189566115,-73.47758529001538,-62.22794874212332
