discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_url,athlete_full_name,game_year,WB_country_code,WB_country_name,game_city,game_name,bronze,gold,silver,sum_medals
Athletics,athens-2004,1500m women,Women,silver,Athlete,https://olympics.com/en/athletes/tatyana-tomashova,Tatyana TOMASHOVA,2004,RUS,Russia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,1500m women,Women,bronze,Athlete,https://olympics.com/en/athletes/maria-cioncan,Maria CIONCAN,2004,ROU,Romania,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,triple jump women,Women,gold,Athlete,https://olympics.com/en/athletes/francoise-mbango-etone,Françoise MBANGO ETONE,2004,CMR,Cameroon,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,triple jump women,Women,silver,Athlete,https://olympics.com/en/athletes/hrysopiyi-devetzi-1,Hrysopiyi DEVETZI,2004,GRC,Greece,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,triple jump women,Women,bronze,Athlete,https://olympics.com/en/athletes/tatyana-lebedeva,Tatyana LEBEDEVA,2004,RUS,Russia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,110m hurdles men,Men,gold,Athlete,https://olympics.com/en/athletes/xiang-liu-1,Xiang LIU,2004,CHN,China,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,110m hurdles men,Men,silver,Athlete,https://olympics.com/en/athletes/terrence-trammell,Terrence TRAMMELL,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,110m hurdles men,Men,bronze,Athlete,https://olympics.com/en/athletes/anier-garcia,Anier GARCIA,2004,CUB,Cuba,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,20km walk men,Men,gold,Athlete,https://olympics.com/en/athletes/ivano-brugnetti,Ivano BRUGNETTI,2004,ITA,Italy,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,20km walk men,Men,silver,Athlete,https://olympics.com/en/athletes/francisco-javier-fernandez,Francisco Javier FERNANDEZ,2004,ESP,Spain,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,20km walk men,Men,bronze,Athlete,https://olympics.com/en/athletes/nathan-deakes,Nathan DEAKES,2004,AUS,Australia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,4x100m relay men,Men,gold,GameTeam,,,2004,GBR,Great Britain,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,4x100m relay men,Men,silver,GameTeam,,,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,4x100m relay men,Men,bronze,GameTeam,,,2004,NGA,Nigeria,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,50km walk men,Men,gold,Athlete,https://olympics.com/en/athletes/robert-korzeniowski,Robert KORZENIOWSKI,2004,POL,Poland,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,50km walk men,Men,silver,Athlete,https://olympics.com/en/athletes/denis-nizhegorodov,Denis NIZHEGORODOV,2004,RUS,Russia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,50km walk men,Men,bronze,Athlete,https://olympics.com/en/athletes/aleksey-voyevodin,Aleksey VOYEVODIN,2004,RUS,Russia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,shot put men,Men,gold,Athlete,https://olympics.com/en/athletes/adam-nelson,Adam NELSON,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,shot put men,Men,silver,Athlete,https://olympics.com/en/athletes/joachim-broechner-olsen,Joachim Broechner OLSEN,2004,DNK,Denmark,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,shot put men,Men,bronze,Athlete,https://olympics.com/en/athletes/manuel-martinez,Manuel MARTINEZ,2004,ESP,Spain,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,800m men,Men,gold,Athlete,,Yury Borzakovsky,2004,RUS,Russia,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,800m men,Men,silver,Athlete,https://olympics.com/en/athletes/mbulaeni-mulaudzi,Mbulaeni MULAUDZI,2004,ZAF,South Africa,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,800m men,Men,bronze,Athlete,https://olympics.com/en/athletes/wilson-kipketer,Wilson KIPKETER,2004,DNK,Denmark,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,400m men,Men,gold,Athlete,https://olympics.com/en/athletes/jeremy-wariner,Jeremy WARINER,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,400m men,Men,silver,Athlete,https://olympics.com/en/athletes/otis-harris,Otis HARRIS,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,400m men,Men,bronze,Athlete,https://olympics.com/en/athletes/derrick-brew,Derrick BREW,2004,USA,United States,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,pole vault men,Men,gold,Athlete,https://olympics.com/en/athletes/timothy-mack,Timothy MACK,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,pole vault men,Men,silver,Athlete,https://olympics.com/en/athletes/toby-stevenson,Toby STEVENSON,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,pole vault men,Men,bronze,Athlete,https://olympics.com/en/athletes/giuseppe-gibilisco,Giuseppe GIBILISCO,2004,ITA,Italy,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,20km race walk women,Women,gold,Athlete,https://olympics.com/en/athletes/athanasia-tsoumeleka,Athanasia TSOUMELEKA,2004,GRC,Greece,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,20km race walk women,Women,silver,Athlete,https://olympics.com/en/athletes/olimpiada-ivanova,Olimpiada IVANOVA,2004,RUS,Russia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,20km race walk women,Women,bronze,Athlete,https://olympics.com/en/athletes/jane-saville,Jane SAVILLE,2004,AUS,Australia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,marathon women,Women,gold,Athlete,https://olympics.com/en/athletes/mizuki-noguchi,Mizuki NOGUCHI,2004,JPN,Japan,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,marathon women,Women,silver,Athlete,https://olympics.com/en/athletes/catherine-ndereba,Catherine NDEREBA,2004,KEN,Kenya,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,marathon women,Women,bronze,Athlete,https://olympics.com/en/athletes/deena-kastor,Deena KASTOR,2004,USA,United States,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,triple jump men,Men,gold,Athlete,https://olympics.com/en/athletes/christian-olsson,Christian OLSSON,2004,SWE,Sweden,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,triple jump men,Men,silver,Athlete,https://olympics.com/en/athletes/marian-oprea,Marian OPREA,2004,ROU,Romania,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,triple jump men,Men,bronze,Athlete,https://olympics.com/en/athletes/danil-burkenya,Danil BURKENYA,2004,RUS,Russia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,high jump men,Men,gold,Athlete,https://olympics.com/en/athletes/stefan-holm,Stefan HOLM,2004,SWE,Sweden,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,high jump men,Men,silver,Athlete,https://olympics.com/en/athletes/matt-hemingway,Matt HEMINGWAY,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,high jump men,Men,bronze,Athlete,https://olympics.com/en/athletes/jaroslav-baba,Jaroslav BABA,2004,CZE,Czech Republic,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,javelin throw men,Men,gold,Athlete,https://olympics.com/en/athletes/andreas-thorkildsen,Andreas THORKILDSEN,2004,NOR,Norway,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,javelin throw men,Men,silver,Athlete,https://olympics.com/en/athletes/vadims-vasilevskis,Vadims VASILEVSKIS,2004,LVA,Latvia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,javelin throw men,Men,bronze,Athlete,https://olympics.com/en/athletes/sergey-makarov,Sergey MAKAROV,2004,RUS,Russia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,hammer throw women,Women,gold,Athlete,https://olympics.com/en/athletes/olga-kuzenkova,Olga KUZENKOVA,2004,RUS,Russia,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,hammer throw women,Women,silver,Athlete,https://olympics.com/en/athletes/yipsi-moreno,Yipsi MORENO,2004,CUB,Cuba,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,hammer throw women,Women,bronze,Athlete,https://olympics.com/en/athletes/yunaika-crawford,Yunaika CRAWFORD,2004,CUB,Cuba,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,long jump men,Men,gold,Athlete,https://olympics.com/en/athletes/dwight-phillips,Dwight PHILLIPS,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,long jump men,Men,silver,Athlete,https://olympics.com/en/athletes/john-moffitt,John MOFFITT,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,long jump men,Men,bronze,Athlete,https://olympics.com/en/athletes/joan-lino-martinez,Joan Lino MARTINEZ,2004,ESP,Spain,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,400m hurdles women,Women,gold,Athlete,https://olympics.com/en/athletes/fani-chalkia,Fani CHALKIA,2004,GRC,Greece,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,400m hurdles women,Women,silver,Athlete,https://olympics.com/en/athletes/ionela-tirlea-manolache,Ionela TIRLEA-MANOLACHE,2004,ROU,Romania,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,400m hurdles women,Women,bronze,Athlete,https://olympics.com/en/athletes/tetiana-tereshchuk-antipova,Tetiana TERESHCHUK-ANTIPOVA,2004,UKR,Ukraine,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,10000m men,Men,gold,Athlete,https://olympics.com/en/athletes/kenenisa-bekele,Kenenisa BEKELE,2004,ETH,Ethiopia,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,10000m men,Men,silver,Athlete,https://olympics.com/en/athletes/sileshi-sihine,Sileshi SIHINE,2004,ETH,Ethiopia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,10000m men,Men,bronze,Athlete,https://olympics.com/en/athletes/zersenay-tadesse,Zersenay TADESSE,2004,ERI,Eritrea,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,200m women,Women,gold,Athlete,,Veronica Campbell-Brown,2004,JAM,Jamaica,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,200m women,Women,silver,Athlete,https://olympics.com/en/athletes/allyson-felix,Allyson FELIX,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,200m women,Women,bronze,Athlete,https://olympics.com/en/athletes/debbie-ferguson-mckenzie,Debbie FERGUSON-MCKENZIE,2004,BHS,Bahamas,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,shot put women,Women,gold,Athlete,https://olympics.com/en/athletes/yumileidi-cumba,Yumileidi CUMBA,2004,CUB,Cuba,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,shot put women,Women,silver,Athlete,https://olympics.com/en/athletes/nadine-kleinert,Nadine KLEINERT,2004,DEU,Germany,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,4x400m relay men,Men,gold,GameTeam,,,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,4x400m relay men,Men,silver,GameTeam,,,2004,AUS,Australia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,4x400m relay men,Men,bronze,GameTeam,,,2004,NGA,Nigeria,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,pole vault women,Women,gold,Athlete,https://olympics.com/en/athletes/yelena-isinbaeva,Yelena ISINBAEVA,2004,RUS,Russia,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,pole vault women,Women,silver,Athlete,https://olympics.com/en/athletes/svetlana-feofanova,Svetlana FEOFANOVA,2004,RUS,Russia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,pole vault women,Women,bronze,Athlete,https://olympics.com/en/athletes/anna-rogowska,Anna ROGOWSKA,2004,POL,Poland,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,10000m women,Women,gold,Athlete,https://olympics.com/en/athletes/huina-xing,Huina XING,2004,CHN,China,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,10000m women,Women,silver,Athlete,https://olympics.com/en/athletes/ejegayehu-dibaba-1,Ejegayehu DIBABA,2004,ETH,Ethiopia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,10000m women,Women,bronze,Athlete,https://olympics.com/en/athletes/derartu-tulu,Derartu TULU,2004,ETH,Ethiopia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,800m women,Women,gold,Athlete,https://olympics.com/en/athletes/kelly-holmes,Kelly HOLMES,2004,GBR,Great Britain,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,800m women,Women,silver,Athlete,https://olympics.com/en/athletes/hasna-benhassi,Hasna BENHASSI,2004,MAR,Morocco,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,800m women,Women,bronze,Athlete,https://olympics.com/en/athletes/jolanda-ceplak,Jolanda CEPLAK,2004,SVN,Slovenia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,high jump women,Women,gold,Athlete,https://olympics.com/en/athletes/elena-slesarenko,Elena SLESARENKO,2004,RUS,Russia,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,high jump women,Women,silver,Athlete,https://olympics.com/en/athletes/hestrie-cloete,Hestrie CLOETE,2004,ZAF,South Africa,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,high jump women,Women,bronze,Athlete,https://olympics.com/en/athletes/vita-styopina,Vita STYOPINA,2004,UKR,Ukraine,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,100m men,Men,gold,Athlete,https://olympics.com/en/athletes/justin-gatlin,Justin GATLIN,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,100m men,Men,silver,Athlete,https://olympics.com/en/athletes/francis-obikwelu,Francis OBIKWELU,2004,PRT,Portugal,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,100m men,Men,bronze,Athlete,https://olympics.com/en/athletes/maurice-greene,Maurice GREENE,2004,USA,United States,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,discus throw women,Women,gold,Athlete,https://olympics.com/en/athletes/natalya-sadova-1,Natalya SADOVA,2004,RUS,Russia,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,discus throw women,Women,silver,Athlete,https://olympics.com/en/athletes/anastasia-kelesidou,Anastasia KELESIDOU,2004,GRC,Greece,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,discus throw women,Women,bronze,Athlete,https://olympics.com/en/athletes/vera-pospisilova-cechlova,Vera POSPISILOVA-CECHLOVA,2004,CZE,Czech Republic,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,100m women,Women,gold,Athlete,https://olympics.com/en/athletes/yuliya-nestsiarenka,Yuliya NESTSIARENKA,2004,BLR,Belarus,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,100m women,Women,silver,Athlete,https://olympics.com/en/athletes/lauryn-williams,Lauryn WILLIAMS,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,100m women,Women,bronze,Athlete,,Veronica Campbell-Brown,2004,JAM,Jamaica,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,decathlon men,Men,gold,Athlete,https://olympics.com/en/athletes/roman-sebrle,Roman SEBRLE,2004,CZE,Czech Republic,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,decathlon men,Men,silver,Athlete,https://olympics.com/en/athletes/bryan-clay,Bryan CLAY,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,decathlon men,Men,bronze,Athlete,https://olympics.com/en/athletes/dmitriy-karpov,Dmitriy KARPOV,2004,KAZ,Kazakhstan,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,5000m women,Women,gold,Athlete,https://olympics.com/en/athletes/meseret-defar,Meseret DEFAR,2004,ETH,Ethiopia,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,5000m women,Women,silver,Athlete,https://olympics.com/en/athletes/isabella-ochichi,Isabella OCHICHI,2004,KEN,Kenya,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,5000m women,Women,bronze,Athlete,https://olympics.com/en/athletes/tirunesh-dibaba,Tirunesh DIBABA,2004,ETH,Ethiopia,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,4x100m relay women,Women,gold,GameTeam,,,2004,JAM,Jamaica,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,4x100m relay women,Women,silver,GameTeam,,,2004,RUS,Russia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,4x100m relay women,Women,bronze,GameTeam,,,2004,FRA,France,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,100m hurdles women,Women,gold,Athlete,https://olympics.com/en/athletes/joanna-hayes,Joanna HAYES,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,100m hurdles women,Women,silver,Athlete,,Olena Ovcharova-Krasovska,2004,UKR,Ukraine,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,100m hurdles women,Women,bronze,Athlete,https://olympics.com/en/athletes/melissa-morrison,Melissa MORRISON,2004,USA,United States,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,200m men,Men,gold,Athlete,https://olympics.com/en/athletes/shawn-crawford,Shawn CRAWFORD,2004,USA,United States,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,200m men,Men,silver,Athlete,https://olympics.com/en/athletes/bernard-williams,Bernard WILLIAMS,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,200m men,Men,bronze,Athlete,https://olympics.com/en/athletes/justin-gatlin,Justin GATLIN,2004,USA,United States,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,5000m men,Men,gold,Athlete,https://olympics.com/en/athletes/hicham-el-guerrouj,Hicham EL GUERROUJ,2004,MAR,Morocco,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,5000m men,Men,silver,Athlete,https://olympics.com/en/athletes/kenenisa-bekele,Kenenisa BEKELE,2004,ETH,Ethiopia,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,5000m men,Men,bronze,Athlete,https://olympics.com/en/athletes/eliud-kipchoge,Eliud KIPCHOGE,2004,KEN,Kenya,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,heptathlon women,Women,gold,Athlete,https://olympics.com/en/athletes/carolina-kluft,Carolina KLUFT,2004,SWE,Sweden,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,heptathlon women,Women,silver,Athlete,https://olympics.com/en/athletes/austra-skujyte,Austra SKUJYTE,2004,LTU,Lithuania,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,heptathlon women,Women,bronze,Athlete,https://olympics.com/en/athletes/kelly-sotherton,Kelly SOTHERTON,2004,GBR,Great Britain,Athens,Athens 2004,1,0,0,1
Athletics,athens-2004,discus throw men,Men,gold,Athlete,https://olympics.com/en/athletes/virgilijus-alekna,Virgilijus ALEKNA,2004,LTU,Lithuania,Athens,Athens 2004,0,1,0,1
Athletics,athens-2004,discus throw men,Men,silver,Athlete,https://olympics.com/en/athletes/zoltan-kovago,Zoltan KOVAGO,2004,HUN,Hungary,Athens,Athens 2004,0,0,1,1
Athletics,athens-2004,discus throw men,Men,bronze,Athlete,https://olympics.com/en/athletes/aleksander-tammert,Aleksander TAMMERT,2004,EST,Estonia,Athens,Athens 2004,1,0,0,1
Trampoline,athens-2004,Individual women,Women,gold,Athlete,https://olympics.com/en/athletes/anna-dogonadze-lilkendey,Anna DOGONADZE-LILKENDEY,2004,DEU,Germany,Athens,Athens 2004,0,1,0,1
Trampoline,athens-2004,Individual women,Women,silver,Athlete,https://olympics.com/en/athletes/karen-cockburn,Karen COCKBURN,2004,CAN,Canada,Athens,Athens 2004,0,0,1,1
Trampoline,athens-2004,Individual women,Women,bronze,Athlete,https://olympics.com/en/athletes/shanshan-huang,Shanshan HUANG,2004,CHN,China,Athens,Athens 2004,1,0,0,1
Trampoline,athens-2004,Individual men,Men,gold,Athlete,https://olympics.com/en/athletes/yuriy-nikitin,Yuriy NIKITIN,2004,UKR,Ukraine,Athens,Athens 2004,0,1,0,1
Trampoline,athens-2004,Individual men,Men,silver,Athlete,https://olympics.com/en/athletes/alexander-moskalenko,Alexander MOSKALENKO,2004,RUS,Russia,Athens,Athens 2004,0,0,1,1
Trampoline,athens-2004,Individual men,Men,bronze,Athlete,https://olympics.com/en/athletes/henrik-stehlik,Henrik STEHLIK,2004,DEU,Germany,Athens,Athens 2004,1,0,0,1
Cycling Road,athens-2004,individual time trial men,Men,gold,Athlete,https://olympics.com/en/athletes/vyacheslav-ekimov,Vyacheslav EKIMOV,2004,RUS,Russia,Athens,Athens 2004,0,1,0,1
Cycling Road,athens-2004,individual time trial men,Men,silver,Athlete,https://olympics.com/en/athletes/bobby-julich,Bobby JULICH,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Cycling Road,athens-2004,individual time trial men,Men,bronze,Athlete,https://olympics.com/en/athletes/michael-rogers,Michael ROGERS,2004,AUS,Australia,Athens,Athens 2004,1,0,0,1
Cycling Road,athens-2004,individual road race men,Men,gold,Athlete,https://olympics.com/en/athletes/paolo-bettini,Paolo BETTINI,2004,ITA,Italy,Athens,Athens 2004,0,1,0,1
Cycling Road,athens-2004,individual road race men,Men,silver,Athlete,https://olympics.com/en/athletes/sergio-paulinho,Sergio PAULINHO,2004,PRT,Portugal,Athens,Athens 2004,0,0,1,1
Cycling Road,athens-2004,individual road race men,Men,bronze,Athlete,https://olympics.com/en/athletes/axel-merckx,Axel MERCKX,2004,BEL,Belgium,Athens,Athens 2004,1,0,0,1
Cycling Road,athens-2004,individual road race women,Women,gold,Athlete,https://olympics.com/en/athletes/sara-carrigan,Sara CARRIGAN,2004,AUS,Australia,Athens,Athens 2004,0,1,0,1
Cycling Road,athens-2004,individual road race women,Women,silver,Athlete,https://olympics.com/en/athletes/judith-arndt,Judith ARNDT,2004,DEU,Germany,Athens,Athens 2004,0,0,1,1
Cycling Road,athens-2004,individual road race women,Women,bronze,Athlete,https://olympics.com/en/athletes/olga-slyusareva,Olga SLYUSAREVA,2004,RUS,Russia,Athens,Athens 2004,1,0,0,1
Cycling Road,athens-2004,individual time trial women,Women,gold,Athlete,https://olympics.com/en/athletes/leontien-zijlaard-van-moorsel,Leontien ZIJLAARD-VAN MOORSEL,2004,NLD,Netherlands,Athens,Athens 2004,0,1,0,1
Cycling Road,athens-2004,individual time trial women,Women,silver,Athlete,https://olympics.com/en/athletes/deirdre-demet-barry,Deirdre DEMET-BARRY,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Cycling Road,athens-2004,individual time trial women,Women,bronze,Athlete,https://olympics.com/en/athletes/karin-thurig,Karin THURIG,2004,CHE,Switzerland,Athens,Athens 2004,1,0,0,1
Equestrian Eventing,athens-2004,team mixed,Open,gold,GameTeam,,,2004,FRA,France,Athens,Athens 2004,0,1,0,1
Equestrian Eventing,athens-2004,team mixed,Open,silver,GameTeam,,,2004,GBR,Great Britain,Athens,Athens 2004,0,0,1,1
Equestrian Eventing,athens-2004,team mixed,Open,bronze,GameTeam,,,2004,USA,United States,Athens,Athens 2004,1,0,0,1
Equestrian Eventing,athens-2004,individual mixed,Open,gold,Athlete,https://olympics.com/en/athletes/leslie-law,Leslie LAW,2004,GBR,Great Britain,Athens,Athens 2004,0,1,0,1
Equestrian Eventing,athens-2004,individual mixed,Open,silver,Athlete,https://olympics.com/en/athletes/kimberly-severson,Kimberly SEVERSON,2004,USA,United States,Athens,Athens 2004,0,0,1,1
Equestrian Eventing,athens-2004,individual mixed,Open,bronze,Athlete,https://olympics.com/en/athletes/pippa-funnell,Pippa FUNNELL,2004,GBR,Great Britain,Athens,Athens 2004,1,0,0,1
Table Tennis,athens-2004,Singles women,Women,gold,Athlete,https://olympics.com/en/athletes/yining-zhang,Yining ZHANG,2004,CHN,China,Athens,Athens 2004,0,1,0,1
Table Tennis,athens-2004,Singles women,Women,silver,Athlete,https://olympics.com/en/athletes/hyang-mi-kim,Hyang Mi KIM,2004,PRK,North Korea,Athens,Athens 2004,0,0,1,1
Table Tennis,athens-2004,Singles women,Women,bronze,Athlete,https://olympics.com/en/athletes/kyung-ah-kim,Kyung Ah KIM,2004,KOR,South Korea,Athens,Athens 2004,1,0,0,1
Table Tennis,athens-2004,Singles men,Men,gold,Athlete,https://olympics.com/en/athletes/seung-min-ryu,Seung Min RYU,2004,KOR,South Korea,Athens,Athens 2004,0,1,0,1
Table Tennis,athens-2004,Singles men,Men,silver,Athlete,https://olympics.com/en/athletes/hao-wang-5,Hao WANG,2004,CHN,China,Athens,Athens 2004,0,0,1,1
Table Tennis,athens-2004,Singles men,Men,bronze,Athlete,https://olympics.com/en/athletes/liqin-wang,Liqin WANG,2004,CHN,China,Athens,Athens 2004,1,0,0,1
Table Tennis,athens-2004,doubles women,Women,gold,GameTeam,https://olympics.com/en/athletes/nan-wang-5,Nan WANG,2004,CHN,China,Athens,Athens 2004,0,1,0,1
Table Tennis,athens-2004,doubles women,Women,gold,GameTeam,https://olympics.com/en/athletes/yining-zhang,Yining ZHANG,2004,CHN,China,Athens,Athens 2004,0,1,0,1
Table Tennis,athens-2004,doubles women,Women,silver,GameTeam,https://olympics.com/en/athletes/eun-sil-lee-1,Eun-Sil LEE,2004,KOR,South Korea,Athens,Athens 2004,0,0,1,1
Table Tennis,athens-2004,doubles women,Women,silver,GameTeam,https://olympics.com/en/athletes/eun-mi-suk,Eun-Mi SUK,2004,KOR,South Korea,Athens,Athens 2004,0,0,1,1
Table Tennis,athens-2004,doubles women,Women,bronze,GameTeam,https://olympics.com/en/athletes/yue-guo,Yue GUO,2004,CHN,China,Athens,Athens 2004,1,0,0,1
Table Tennis,athens-2004,doubles women,Women,bronze,GameTeam,https://olympics.com/en/athletes/jianfeng-niu,Jianfeng NIU,2004,CHN,China,Athens,Athens 2004,1,0,0,1
Table Tennis,athens-2004,doubles men,Men,gold,GameTeam,,Qi Chen,2004,CHN,China,Athens,Athens 2004,0,1,0,1
Table Tennis,athens-2004,doubles men,Men,gold,GameTeam,https://olympics.com/en/athletes/lin-ma-1,Lin MA,2004,CHN,China,Athens,Athens 2004,0,1,0,1
Table Tennis,athens-2004,doubles men,Men,silver,GameTeam,https://olympics.com/en/athletes/lai-chak-ko,Lai Chak KO,2004,HKG,Hong Kong,Athens,Athens 2004,0,0,1,1
Table Tennis,athens-2004,doubles men,Men,silver,GameTeam,https://olympics.com/en/athletes/ching-li,Ching LI,2004,HKG,Hong Kong,Athens,Athens 2004,0,0,1,1
Table Tennis,athens-2004,doubles men,Men,bronze,GameTeam,https://olympics.com/en/athletes/michael-maze,Michael MAZE,2004,DNK,Denmark,Athens,Athens 2004,1,0,0,1
Table Tennis,athens-2004,doubles men,Men,bronze,GameTeam,https://olympics.com/en/athletes/finn-tugwell,Finn TUGWELL,2004,DNK,Denmark,Athens,Athens 2004,1,0,0,1
Wrestling,athens-2004,"Lightweight, Freestyle (≤60 kilograms) Men",Men,gold,Athlete,https://olympics.com/en/athletes/yandro-miguel-quintana,Yandro Miguel QUINTANA,2004,CUB,Cuba,Athens,Athens 2004,0,1,0,1
Wrestling,athens-2004,"Lightweight, Freestyle (≤60 kilograms) Men",Men,silver,Athlete,,Masoud Mostafa Jokar,2004,IRN,Iran,Athens,Athens 2004,0,0,1,1
