game_year,WB_country_code,WB_country_name,game_city,game_name,gold,silver,bronze,sum_medals
1992,THA,Thailand,Barcelona,Barcelona 1992,0,0,1,1
1992,TUR,Turkey,Barcelona,Barcelona 1992,2,2,2,6
1992,USA,United States,Barcelona,Barcelona 1992,41,37,39,117
1992,ZAF,South Africa,Barcelona,Barcelona 1992,0,3,0,3
1996,ARG,Argentina,Atlanta,Atlanta 1996,0,2,1,3
1996,ARM,Armenia,Atlanta,Atlanta 1996,1,1,0,2
1996,AUS,Australia,Atlanta,Atlanta 1996,11,11,29,51
1996,AUT,Austria,Atlanta,Atlanta 1996,0,1,2,3
1996,AZE,Azerbaijan,Atlanta,Atlanta 1996,0,1,0,1
1996,BDI,Burundi,Atlanta,Atlanta 1996,1,0,0,1
1996,BEL,Belgium,Atlanta,Atlanta 1996,2,2,2,6
1996,BGR,Bulgaria,Atlanta,Atlanta 1996,3,7,6,16
1996,BHS,Bahamas,Atlanta,Atlanta 1996,0,1,0,1
1996,BLR,Belarus,Atlanta,Atlanta 1996,1,6,8,15
1996,BRA,Brazil,Atlanta,Atlanta 1996,5,4,10,19
1996,CAN,Canada,Atlanta,Atlanta 1996,4,11,9,24
1996,CHE,Switzerland,Atlanta,Atlanta 1996,5,3,0,8
1996,CHN,China,Atlanta,Atlanta 1996,19,26,14,59
1996,CRI,Costa Rica,Atlanta,Atlanta 1996,1,0,0,1
1996,CUB,Cuba,Atlanta,Atlanta 1996,9,8,8,25
1996,CZE,Czech Republic,Atlanta,Atlanta 1996,4,5,4,13
1996,DEU,Germany,Atlanta,Atlanta 1996,22,20,29,71
1996,DNK,Denmark,Atlanta,Atlanta 1996,4,1,1,6
1996,DZA,Algeria,Atlanta,Atlanta 1996,2,0,1,3
1996,ECU,Ecuador,Atlanta,Atlanta 1996,1,0,0,1
1996,ESP,Spain,Atlanta,Atlanta 1996,7,6,7,20
1996,ETH,Ethiopia,Atlanta,Atlanta 1996,2,0,1,3
1996,FIN,Finland,Atlanta,Atlanta 1996,1,2,1,4
1996,FRA,France,Atlanta,Atlanta 1996,16,7,18,41
1996,GBR,Great Britain,Atlanta,Atlanta 1996,2,10,6,18
1996,GEO,Georgia,Atlanta,Atlanta 1996,0,0,2,2
1996,GRC,Greece,Atlanta,Atlanta 1996,4,4,0,8
1996,HKG,Hong Kong,Atlanta,Atlanta 1996,1,0,0,1
1996,HRV,Croatia,Atlanta,Atlanta 1996,1,1,0,2
1996,HUN,Hungary,Atlanta,Atlanta 1996,8,4,11,23
1996,IDN,Indonesia,Atlanta,Atlanta 1996,2,1,3,6
1996,IND,India,Atlanta,Atlanta 1996,0,0,1,1
1996,IRL,Ireland,Atlanta,Atlanta 1996,3,0,1,4
1996,IRN,Iran,Atlanta,Atlanta 1996,1,1,1,3
1996,ISR,Israel,Atlanta,Atlanta 1996,0,0,1,1
1996,ITA,Italy,Atlanta,Atlanta 1996,15,11,12,38
1996,JAM,Jamaica,Atlanta,Atlanta 1996,1,3,2,6
1996,JPN,Japan,Atlanta,Atlanta 1996,3,7,5,15
1996,KAZ,Kazakhstan,Atlanta,Atlanta 1996,3,4,4,11
1996,KEN,Kenya,Atlanta,Atlanta 1996,1,4,3,8
1996,KOR,South Korea,Atlanta,Atlanta 1996,8,17,7,32
1996,LTU,Lithuania,Atlanta,Atlanta 1996,0,0,1,1
1996,LVA,Latvia,Atlanta,Atlanta 1996,0,1,0,1
1996,MAR,Morocco,Atlanta,Atlanta 1996,0,0,2,2
1996,MDA,Moldova,Atlanta,Atlanta 1996,0,2,1,3
1996,MEX,Mexico,Atlanta,Atlanta 1996,0,0,1,1
1996,MNG,Mongolia,Atlanta,Atlanta 1996,0,0,1,1
1996,MOZ,Mozambique,Atlanta,Atlanta 1996,0,0,1,1
1996,MYS,Malaysia,Atlanta,Atlanta 1996,0,2,1,3
1996,NAM,Namibia,Atlanta,Atlanta 1996,0,2,0,2
1996,NGA,Nigeria,Atlanta,Atlanta 1996,2,1,3,6
1996,NLD,Netherlands,Atlanta,Atlanta 1996,4,6,11,21
1996,NOR,Norway,Atlanta,Atlanta 1996,2,3,3,8
1996,NZL,New Zealand,Atlanta,Atlanta 1996,3,2,1,6
1996,PHL,Philippines,Atlanta,Atlanta 1996,0,1,0,1
1996,POL,Poland,Atlanta,Atlanta 1996,7,5,5,17
1996,PRI,Puerto Rico,Atlanta,Atlanta 1996,0,0,1,1
1996,PRK,North Korea,Atlanta,Atlanta 1996,2,1,2,5
1996,PRT,Portugal,Atlanta,Atlanta 1996,1,0,2,3
1996,ROU,Romania,Atlanta,Atlanta 1996,5,8,10,23
1996,RUS,Russia,Atlanta,Atlanta 1996,26,21,16,63
1996,SRB,Serbia,Atlanta,Atlanta 1996,1,1,2,4
1996,SVK,Slovakia,Atlanta,Atlanta 1996,1,1,1,3
1996,SVN,Slovenia,Atlanta,Atlanta 1996,0,2,0,2
1996,SWE,Sweden,Atlanta,Atlanta 1996,3,5,2,10
1996,SYR,Syria,Atlanta,Atlanta 1996,1,0,0,1
1996,THA,Thailand,Atlanta,Atlanta 1996,1,0,1,2
1996,TON,Tonga,Atlanta,Atlanta 1996,0,1,0,1
1996,TTO,Trinidad and Tobago,Atlanta,Atlanta 1996,0,0,2,2
1996,TUN,Tunisia,Atlanta,Atlanta 1996,0,0,1,1
1996,TUR,Turkey,Atlanta,Atlanta 1996,4,1,1,6
1996,UGA,Uganda,Atlanta,Atlanta 1996,0,0,1,1
1996,UKR,Ukraine,Atlanta,Atlanta 1996,10,2,13,25
1996,USA,United States,Atlanta,Atlanta 1996,46,35,25,106
1996,UZB,Uzbekistan,Atlanta,Atlanta 1996,0,1,1,2
1996,ZAF,South Africa,Atlanta,Atlanta 1996,3,1,1,5
1996,ZMB,Zambia,Atlanta,Atlanta 1996,0,1,0,1
2000,ARG,Argentina,Sydney,Sydney 2000,0,2,3,5
2000,ARM,Armenia,Sydney,Sydney 2000,0,0,1,1
2000,AUS,Australia,Sydney,Sydney 2000,20,29,20,69
2000,AUT,Austria,Sydney,Sydney 2000,3,1,0,4
2000,AZE,Azerbaijan,Sydney,Sydney 2000,2,0,1,3
2000,BEL,Belgium,Sydney,Sydney 2000,0,3,4,7
2000,BGR,Bulgaria,Sydney,Sydney 2000,5,6,2,13
2000,BHS,Bahamas,Sydney,Sydney 2000,2,0,1,3
2000,BLR,Belarus,Sydney,Sydney 2000,3,3,11,17
2000,BRA,Brazil,Sydney,Sydney 2000,0,8,8,16
2000,BRB,Barbados,Sydney,Sydney 2000,0,0,1,1
2000,CAN,Canada,Sydney,Sydney 2000,4,4,8,16
2000,CHE,Switzerland,Sydney,Sydney 2000,1,6,2,9
2000,CHL,Chile,Sydney,Sydney 2000,0,0,1,1
2000,CHN,China,Sydney,Sydney 2000,34,22,19,75
2000,CMR,Cameroon,Sydney,Sydney 2000,1,0,0,1
2000,COL,Colombia,Sydney,Sydney 2000,1,0,0,1
2000,CRI,Costa Rica,Sydney,Sydney 2000,0,0,2,2
2000,CUB,Cuba,Sydney,Sydney 2000,11,12,7,30
2000,CZE,Czech Republic,Sydney,Sydney 2000,2,3,4,9
2000,DEU,Germany,Sydney,Sydney 2000,15,18,31,64
2000,DNK,Denmark,Sydney,Sydney 2000,2,3,1,6
2000,DZA,Algeria,Sydney,Sydney 2000,1,1,3,5
2000,ESP,Spain,Sydney,Sydney 2000,3,3,6,12
2000,EST,Estonia,Sydney,Sydney 2000,1,0,2,3
2000,ETH,Ethiopia,Sydney,Sydney 2000,4,1,3,8
2000,FIN,Finland,Sydney,Sydney 2000,3,1,1,5
2000,FRA,France,Sydney,Sydney 2000,14,14,14,42
2000,GBR,Great Britain,Sydney,Sydney 2000,11,12,8,31
2000,GEO,Georgia,Sydney,Sydney 2000,0,0,6,6
2000,GRC,Greece,Sydney,Sydney 2000,4,6,3,13
2000,HRV,Croatia,Sydney,Sydney 2000,1,0,1,2
2000,HUN,Hungary,Sydney,Sydney 2000,10,7,4,21
2000,IDN,Indonesia,Sydney,Sydney 2000,2,4,2,8
2000,IND,India,Sydney,Sydney 2000,0,0,1,1
2000,IRL,Ireland,Sydney,Sydney 2000,0,1,0,1
2000,IRN,Iran,Sydney,Sydney 2000,3,0,1,4
2000,ISL,Iceland,Sydney,Sydney 2000,0,0,1,1
2000,ISR,Israel,Sydney,Sydney 2000,0,0,1,1
2000,ITA,Italy,Sydney,Sydney 2000,14,9,15,38
2000,JAM,Jamaica,Sydney,Sydney 2000,0,6,3,9
2000,JPN,Japan,Sydney,Sydney 2000,5,9,5,19
2000,KAZ,Kazakhstan,Sydney,Sydney 2000,3,4,0,7
2000,KEN,Kenya,Sydney,Sydney 2000,2,3,2,7
2000,KGZ,Kyrgyzstan,Sydney,Sydney 2000,0,0,1,1
2000,KOR,South Korea,Sydney,Sydney 2000,8,11,12,31
2000,KWT,Kuwait,Sydney,Sydney 2000,0,0,1,1
2000,LKA,Sri Lanka,Sydney,Sydney 2000,0,1,0,1
2000,LTU,Lithuania,Sydney,Sydney 2000,2,0,4,6
2000,LVA,Latvia,Sydney,Sydney 2000,1,1,1,3
2000,MAR,Morocco,Sydney,Sydney 2000,0,1,4,5
2000,MDA,Moldova,Sydney,Sydney 2000,0,1,1,2
2000,MEX,Mexico,Sydney,Sydney 2000,1,2,3,6
2000,MKD,North Macedonia,Sydney,Sydney 2000,0,0,1,1
2000,MOZ,Mozambique,Sydney,Sydney 2000,1,0,0,1
2000,NGA,Nigeria,Sydney,Sydney 2000,1,2,0,3
2000,NLD,Netherlands,Sydney,Sydney 2000,12,11,4,27
2000,NOR,Norway,Sydney,Sydney 2000,4,4,3,11
2000,NZL,New Zealand,Sydney,Sydney 2000,1,0,3,4
2000,POL,Poland,Sydney,Sydney 2000,7,7,4,18
2000,PRK,North Korea,Sydney,Sydney 2000,0,1,3,4
2000,PRT,Portugal,Sydney,Sydney 2000,0,0,2,2
2000,QAT,Qatar,Sydney,Sydney 2000,0,0,1,1
2000,ROU,Romania,Sydney,Sydney 2000,14,6,10,30
2000,RUS,Russia,Sydney,Sydney 2000,35,29,29,93
2000,SAU,Saudi Arabia,Sydney,Sydney 2000,0,1,1,2
2000,SRB,Serbia,Sydney,Sydney 2000,1,1,1,3
2000,SVK,Slovakia,Sydney,Sydney 2000,2,3,1,6
2000,SVN,Slovenia,Sydney,Sydney 2000,3,0,0,3
2000,SWE,Sweden,Sydney,Sydney 2000,4,6,3,13
2000,THA,Thailand,Sydney,Sydney 2000,1,0,2,3
2000,TTO,Trinidad and Tobago,Sydney,Sydney 2000,0,1,1,2
2000,TUR,Turkey,Sydney,Sydney 2000,3,0,2,5
2000,UKR,Ukraine,Sydney,Sydney 2000,3,10,12,25
2000,URY,Uruguay,Sydney,Sydney 2000,0,1,0,1
2000,USA,United States,Sydney,Sydney 2000,40,27,35,102
2000,UZB,Uzbekistan,Sydney,Sydney 2000,1,1,2,4
2000,VNM,Vietnam,Sydney,Sydney 2000,0,1,0,1
2000,ZAF,South Africa,Sydney,Sydney 2000,0,2,3,5
2004,ARE,United Arab Emirates,Athens,Athens 2004,1,0,0,1
2004,ARG,Argentina,Athens,Athens 2004,2,0,6,8
2004,AUS,Australia,Athens,Athens 2004,19,17,20,56
2004,AUT,Austria,Athens,Athens 2004,3,4,1,8
2004,AZE,Azerbaijan,Athens,Athens 2004,1,0,4,5
2004,BEL,Belgium,Athens,Athens 2004,1,0,2,3
2004,BGR,Bulgaria,Athens,Athens 2004,2,1,9,12
2004,BHS,Bahamas,Athens,Athens 2004,1,0,1,2
2004,BLR,Belarus,Athens,Athens 2004,2,5,8,15
2004,BRA,Brazil,Athens,Athens 2004,7,3,3,13
2004,CAN,Canada,Athens,Athens 2004,3,7,4,14
2004,CHE,Switzerland,Athens,Athens 2004,1,2,4,7
2004,CHL,Chile,Athens,Athens 2004,3,0,1,4
2004,CHN,China,Athens,Athens 2004,43,20,16,79
2004,CMR,Cameroon,Athens,Athens 2004,1,0,0,1
2004,COL,Colombia,Athens,Athens 2004,0,0,2,2
2004,CUB,Cuba,Athens,Athens 2004,9,8,11,28
2004,CZE,Czech Republic,Athens,Athens 2004,1,3,6,10
2004,DEU,Germany,Athens,Athens 2004,15,22,20,57
2004,DNK,Denmark,Athens,Athens 2004,2,1,7,10
2004,DOM,Dominican Republic,Athens,Athens 2004,1,0,0,1
2004,EGY,Egypt,Athens,Athens 2004,1,1,3,5
2004,ERI,Eritrea,Athens,Athens 2004,0,0,1,1
2004,ESP,Spain,Athens,Athens 2004,4,14,6,24
2004,EST,Estonia,Athens,Athens 2004,0,1,2,3
2004,ETH,Ethiopia,Athens,Athens 2004,2,3,2,7
2004,FIN,Finland,Athens,Athens 2004,0,2,0,2
2004,FRA,France,Athens,Athens 2004,12,10,14,36
2004,GBR,Great Britain,Athens,Athens 2004,9,13,15,37
2004,GEO,Georgia,Athens,Athens 2004,2,2,0,4
2004,GRC,Greece,Athens,Athens 2004,8,6,5,19
2004,HKG,Hong Kong,Athens,Athens 2004,0,2,0,2
2004,HRV,Croatia,Athens,Athens 2004,1,3,3,7
2004,HUN,Hungary,Athens,Athens 2004,9,6,4,19
2004,IDN,Indonesia,Athens,Athens 2004,1,1,3,5
2004,IND,India,Athens,Athens 2004,0,1,0,1
2004,IRN,Iran,Athens,Athens 2004,2,2,2,6
2004,ISR,Israel,Athens,Athens 2004,1,0,1,2
2004,ITA,Italy,Athens,Athens 2004,10,12,12,34
2004,JAM,Jamaica,Athens,Athens 2004,2,1,2,5
2004,JPN,Japan,Athens,Athens 2004,16,10,13,39
2004,KAZ,Kazakhstan,Athens,Athens 2004,1,4,3,8
2004,KEN,Kenya,Athens,Athens 2004,1,4,2,7
2004,KOR,South Korea,Athens,Athens 2004,10,14,10,34
2004,LTU,Lithuania,Athens,Athens 2004,1,2,0,3
2004,LVA,Latvia,Athens,Athens 2004,0,4,0,4
2004,MAR,Morocco,Athens,Athens 2004,2,1,0,3
2004,MEX,Mexico,Athens,Athens 2004,0,3,1,4
2004,MNG,Mongolia,Athens,Athens 2004,0,0,1,1
2004,NGA,Nigeria,Athens,Athens 2004,0,0,2,2
2004,NLD,Netherlands,Athens,Athens 2004,4,9,10,23
2004,NOR,Norway,Athens,Athens 2004,5,0,2,7
2004,NZL,New Zealand,Athens,Athens 2004,4,2,0,6
2004,POL,Poland,Athens,Athens 2004,4,2,6,12
2004,PRK,North Korea,Athens,Athens 2004,0,4,1,5
2004,PRT,Portugal,Athens,Athens 2004,0,2,1,3
2004,PRY,Paraguay,Athens,Athens 2004,0,1,0,1
2004,ROU,Romania,Athens,Athens 2004,10,5,6,21
2004,RUS,Russia,Athens,Athens 2004,29,29,37,95
2004,SRB,Serbia,Athens,Athens 2004,0,2,0,2
2004,SVK,Slovakia,Athens,Athens 2004,3,2,2,7
2004,SVN,Slovenia,Athens,Athens 2004,0,2,3,5
2004,SWE,Sweden,Athens,Athens 2004,5,2,2,9
2004,SYR,Syria,Athens,Athens 2004,0,0,1,1
2004,THA,Thailand,Athens,Athens 2004,3,1,4,8
2004,TTO,Trinidad and Tobago,Athens,Athens 2004,0,0,1,1
2004,TUR,Turkey,Athens,Athens 2004,3,3,4,10
2004,UKR,Ukraine,Athens,Athens 2004,8,6,9,23
2004,USA,United States,Athens,Athens 2004,38,40,28,106
2004,UZB,Uzbekistan,Athens,Athens 2004,2,1,2,5
2004,VEN,Venezuela,Athens,Athens 2004,0,0,2,2
2004,ZAF,South Africa,Athens,Athens 2004,1,3,3,7
2004,ZWE,Zimbabwe,Athens,Athens 2004,1,1,1,3
2008,AFG,Afghanistan,Beijing,Beijing 2008,0,0,1,1
2008,ARG,Argentina,Beijing,Beijing 2008,3,0,5,8
2008,ARM,Armenia,Beijing,Beijing 2008,0,1,4,5
2008,AUS,Australia,Beijing,Beijing 2008,18,17,17,52
2008,AUT,Austria,Beijing,Beijing 2008,0,1,2,3
2008,AZE,Azerbaijan,Beijing,Beijing 2008,1,1,4,6
2008,BEL,Belgium,Beijing,Beijing 2008,2,0,0,2
2008,BGR,Bulgaria,Beijing,Beijing 2008,1,1,3,5
2008,BHS,Bahamas,Beijing,Beijing 2008,0,1,1,2
2008,BLR,Belarus,Beijing,Beijing 2008,4,4,9,17
2008,BRA,Brazil,Beijing,Beijing 2008,3,6,12,21
2008,CAN,Canada,Beijing,Beijing 2008,3,10,9,22
2008,CHE,Switzerland,Beijing,Beijing 2008,3,1,4,8
2008,CHL,Chile,Beijing,Beijing 2008,0,1,0,1
2008,CHN,China,Beijing,Beijing 2008,55,26,36,117
2008,CMR,Cameroon,Beijing,Beijing 2008,1,0,0,1
2008,COL,Colombia,Beijing,Beijing 2008,0,2,1,3
2008,CUB,Cuba,Beijing,Beijing 2008,3,10,17,30
2008,CZE,Czech Republic,Beijing,Beijing 2008,3,4,1,8
2008,DEU,Germany,Beijing,Beijing 2008,17,15,17,49
2008,DNK,Denmark,Beijing,Beijing 2008,3,3,4,10
2008,DOM,Dominican Republic,Beijing,Beijing 2008,1,1,0,2
2008,DZA,Algeria,Beijing,Beijing 2008,0,1,1,2
2008,ECU,Ecuador,Beijing,Beijing 2008,0,1,0,1
2008,EGY,Egypt,Beijing,Beijing 2008,0,0,2,2
2008,ESP,Spain,Beijing,Beijing 2008,7,15,3,25
2008,EST,Estonia,Beijing,Beijing 2008,1,2,0,3
2008,ETH,Ethiopia,Beijing,Beijing 2008,4,2,1,7
2008,FIN,Finland,Beijing,Beijing 2008,1,2,2,5
2008,FRA,France,Beijing,Beijing 2008,7,16,22,45
2008,GBR,Great Britain,Beijing,Beijing 2008,21,14,21,56
2008,GEO,Georgia,Beijing,Beijing 2008,3,2,2,7
2008,GRC,Greece,Beijing,Beijing 2008,0,3,1,4
2008,HRV,Croatia,Beijing,Beijing 2008,0,2,3,5
2008,HUN,Hungary,Beijing,Beijing 2008,4,5,3,12
2008,IDN,Indonesia,Beijing,Beijing 2008,2,2,4,8
2008,IND,India,Beijing,Beijing 2008,1,0,2,3
2008,IRL,Ireland,Beijing,Beijing 2008,0,1,2,3
2008,IRN,Iran,Beijing,Beijing 2008,1,0,1,2
2008,ISL,Iceland,Beijing,Beijing 2008,0,1,0,1
2008,ISR,Israel,Beijing,Beijing 2008,0,0,1,1
2008,ITA,Italy,Beijing,Beijing 2008,8,9,11,28
2008,JAM,Jamaica,Beijing,Beijing 2008,5,4,1,10
2008,JPN,Japan,Beijing,Beijing 2008,9,8,9,26
2008,KAZ,Kazakhstan,Beijing,Beijing 2008,2,3,4,9
2008,KEN,Kenya,Beijing,Beijing 2008,6,4,6,16
2008,KGZ,Kyrgyzstan,Beijing,Beijing 2008,0,1,2,3
2008,KOR,South Korea,Beijing,Beijing 2008,14,12,9,35
2008,LTU,Lithuania,Beijing,Beijing 2008,0,3,2,5
2008,LVA,Latvia,Beijing,Beijing 2008,1,1,1,3
2008,MAR,Morocco,Beijing,Beijing 2008,0,1,1,2
2008,MDA,Moldova,Beijing,Beijing 2008,0,0,1,1
2008,MEX,Mexico,Beijing,Beijing 2008,2,0,3,5
2008,MNG,Mongolia,Beijing,Beijing 2008,2,2,0,4
2008,MUS,Mauritius,Beijing,Beijing 2008,0,0,1,1
2008,MYS,Malaysia,Beijing,Beijing 2008,0,1,0,1
2008,NGA,Nigeria,Beijing,Beijing 2008,0,2,3,5
2008,NLD,Netherlands,Beijing,Beijing 2008,8,6,4,18
2008,NOR,Norway,Beijing,Beijing 2008,3,5,1,9
2008,NZL,New Zealand,Beijing,Beijing 2008,4,2,5,11
2008,PAN,Panama,Beijing,Beijing 2008,1,0,0,1
2008,POL,Poland,Beijing,Beijing 2008,4,6,2,12
2008,PRK,North Korea,Beijing,Beijing 2008,2,2,2,6
2008,PRT,Portugal,Beijing,Beijing 2008,1,1,0,2
2008,ROU,Romania,Beijing,Beijing 2008,5,1,4,10
2008,RUS,Russia,Beijing,Beijing 2008,25,16,26,67
2008,SDN,Sudan,Beijing,Beijing 2008,0,1,0,1
2008,SGP,Singapore,Beijing,Beijing 2008,0,1,0,1
2008,SRB,Serbia,Beijing,Beijing 2008,0,1,2,3
2008,SVK,Slovakia,Beijing,Beijing 2008,4,3,0,7
2008,SVN,Slovenia,Beijing,Beijing 2008,1,2,2,5
2008,SWE,Sweden,Beijing,Beijing 2008,0,5,2,7
2008,TGO,Togo,Beijing,Beijing 2008,0,0,1,1
2008,THA,Thailand,Beijing,Beijing 2008,2,2,2,6
2008,TJK,Tajikistan,Beijing,Beijing 2008,0,1,1,2
2008,TTO,Trinidad and Tobago,Beijing,Beijing 2008,1,1,0,2
2008,TUN,Tunisia,Beijing,Beijing 2008,1,0,0,1
2008,TUR,Turkey,Beijing,Beijing 2008,1,1,3,5
2008,UKR,Ukraine,Beijing,Beijing 2008,7,4,12,23
2008,USA,United States,Beijing,Beijing 2008,39,39,38,116
2008,UZB,Uzbekistan,Beijing,Beijing 2008,0,1,3,4
2008,VEN,Venezuela,Beijing,Beijing 2008,0,0,1,1
2008,VNM,Vietnam,Beijing,Beijing 2008,0,1,0,1
2008,WSM,Samoa,Beijing,Beijing 2008,0,1,0,1
2008,ZAF,South Africa,Beijing,Beijing 2008,0,1,0,1
2008,ZWE,Zimbabwe,Beijing,Beijing 2008,1,3,0,4
2012,AFG,Afghanistan,London,London 2012,0,0,1,1
2012,ARG,Argentina,London,London 2012,1,1,3,5
2012,ARM,Armenia,London,London 2012,0,1,1,2
2012,AUS,Australia,London,London 2012,10,17,13,40
2012,AZE,Azerbaijan,London,London 2012,2,2,6,10
2012,BEL,Belgium,London,London 2012,0,1,2,3
2012,BGR,Bulgaria,London,London 2012,0,2,1,3
2012,BHR,Bahrain,London,London 2012,1,0,0,1
2012,BHS,Bahamas,London,London 2012,1,0,0,1
2012,BLR,Belarus,London,London 2012,3,7,3,13
2012,BRA,Brazil,London,London 2012,3,6,11,20
2012,BWA,Botswana,London,London 2012,0,1,0,1
2012,CAN,Canada,London,London 2012,2,6,12,20
2012,CHE,Switzerland,London,London 2012,2,2,0,4
2012,CHN,China,London,London 2012,46,34,24,104
2012,CMR,Cameroon,London,London 2012,0,0,1,1
2012,COL,Colombia,London,London 2012,1,3,5,9
2012,CUB,Cuba,London,London 2012,5,3,7,15
2012,CYP,Cyprus,London,London 2012,0,1,0,1
2012,CZE,Czech Republic,London,London 2012,4,4,4,12
2012,DEU,Germany,London,London 2012,15,20,14,49
2012,DNK,Denmark,London,London 2012,3,5,5,13
2012,DOM,Dominican Republic,London,London 2012,1,1,0,2
2012,DZA,Algeria,London,London 2012,1,0,0,1
2012,EGY,Egypt,London,London 2012,0,3,1,4
2012,ESP,Spain,London,London 2012,4,11,6,21
2012,EST,Estonia,London,London 2012,0,1,1,2
2012,ETH,Ethiopia,London,London 2012,3,2,2,7
2012,FIN,Finland,London,London 2012,0,2,1,3
2012,FRA,France,London,London 2012,11,13,14,38
2012,GAB,Gabon,London,London 2012,0,1,0,1
2012,GBR,Great Britain,London,London 2012,33,24,20,77
2012,GEO,Georgia,London,London 2012,1,2,3,6
2012,GRC,Greece,London,London 2012,0,0,3,3
2012,GRD,Grenada,London,London 2012,1,0,0,1
2012,GTM,Guatemala,London,London 2012,0,1,0,1
2012,HKG,Hong Kong,London,London 2012,0,0,1,1
2012,HRV,Croatia,London,London 2012,3,1,2,6
2012,HUN,Hungary,London,London 2012,9,5,6,20
2012,IDN,Indonesia,London,London 2012,0,2,1,3
2012,IND,India,London,London 2012,0,2,4,6
2012,IRL,Ireland,London,London 2012,1,1,4,6
2012,IRN,Iran,London,London 2012,6,6,1,13
2012,ITA,Italy,London,London 2012,8,10,11,29
2012,JAM,Jamaica,London,London 2012,4,5,3,12
2012,JPN,Japan,London,London 2012,7,15,17,39
2012,KAZ,Kazakhstan,London,London 2012,3,2,6,11
2012,KEN,Kenya,London,London 2012,2,4,6,12
2012,KOR,South Korea,London,London 2012,13,9,9,31
2012,KWT,Kuwait,London,London 2012,0,0,1,1
2012,LTU,Lithuania,London,London 2012,2,0,3,5
2012,LVA,Latvia,London,London 2012,1,0,2,3
2012,MAR,Morocco,London,London 2012,0,0,1,1
2012,MEX,Mexico,London,London 2012,1,5,4,10
2012,MNE,Montenegro,London,London 2012,0,1,0,1
2012,MNG,Mongolia,London,London 2012,0,2,3,5
2012,MYS,Malaysia,London,London 2012,0,1,1,2
2012,NLD,Netherlands,London,London 2012,6,6,9,21
2012,NOR,Norway,London,London 2012,2,1,1,4
2012,NZL,New Zealand,London,London 2012,9,3,7,19
2012,POL,Poland,London,London 2012,3,1,9,13
2012,PRI,Puerto Rico,London,London 2012,0,1,1,2
2012,PRK,North Korea,London,London 2012,4,0,3,7
2012,PRT,Portugal,London,London 2012,0,2,0,2
2012,QAT,Qatar,London,London 2012,0,1,1,2
2012,ROU,Romania,London,London 2012,2,4,1,7
2012,RUS,Russia,London,London 2012,22,21,30,73
2012,SAU,Saudi Arabia,London,London 2012,0,0,1,1
2012,SGP,Singapore,London,London 2012,0,0,2,2
2012,SRB,Serbia,London,London 2012,1,1,2,4
2012,SVK,Slovakia,London,London 2012,0,1,4,5
2012,SVN,Slovenia,London,London 2012,1,1,3,5
2012,SWE,Sweden,London,London 2012,2,4,3,9
2012,THA,Thailand,London,London 2012,0,2,2,4
2012,TJK,Tajikistan,London,London 2012,0,0,1,1
2012,TTO,Trinidad and Tobago,London,London 2012,1,1,2,4
2012,TUN,Tunisia,London,London 2012,2,0,1,3
2012,TUR,Turkey,London,London 2012,1,1,1,3
2012,UGA,Uganda,London,London 2012,1,0,0,1
2012,UKR,Ukraine,London,London 2012,5,4,10,19
2012,USA,United States,London,London 2012,50,29,33,112
2012,UZB,Uzbekistan,London,London 2012,0,0,2,2
2012,VEN,Venezuela,London,London 2012,1,0,0,1
2012,ZAF,South Africa,London,London 2012,4,1,1,6
2016,ARE,United Arab Emirates,Rio,Rio 2016,0,0,1,1
2016,ARG,Argentina,Rio,Rio 2016,4,1,0,5
2016,ARM,Armenia,Rio,Rio 2016,1,3,0,4
2016,AUS,Australia,Rio,Rio 2016,8,14,12,34
2016,AUT,Austria,Rio,Rio 2016,0,0,2,2
2016,AZE,Azerbaijan,Rio,Rio 2016,1,7,10,18
2016,BDI,Burundi,Rio,Rio 2016,0,1,0,1
2016,BEL,Belgium,Rio,Rio 2016,2,2,2,6
2016,BGR,Bulgaria,Rio,Rio 2016,0,1,2,3
2016,BHR,Bahrain,Rio,Rio 2016,1,1,0,2
2016,BHS,Bahamas,Rio,Rio 2016,1,0,1,2
2016,BLR,Belarus,Rio,Rio 2016,1,4,4,9
2016,BRA,Brazil,Rio,Rio 2016,9,8,6,23
2016,CAN,Canada,Rio,Rio 2016,4,4,16,24
2016,CHE,Switzerland,Rio,Rio 2016,3,3,2,8
2016,CHN,China,Rio,Rio 2016,32,19,31,82
2016,CIV,Côte d'Ivoire,Rio,Rio 2016,1,0,1,2
2016,COL,Colombia,Rio,Rio 2016,3,2,3,8
2016,CUB,Cuba,Rio,Rio 2016,5,2,4,11
2016,CZE,Czech Republic,Rio,Rio 2016,1,2,9,12
2016,DEU,Germany,Rio,Rio 2016,20,11,17,48
2016,DNK,Denmark,Rio,Rio 2016,2,7,9,18
2016,DOM,Dominican Republic,Rio,Rio 2016,0,0,1,1
2016,DZA,Algeria,Rio,Rio 2016,0,2,0,2
2016,EGY,Egypt,Rio,Rio 2016,0,0,3,3
2016,ESP,Spain,Rio,Rio 2016,9,4,6,19
2016,EST,Estonia,Rio,Rio 2016,0,0,1,1
2016,ETH,Ethiopia,Rio,Rio 2016,1,2,5,8
2016,FIN,Finland,Rio,Rio 2016,0,0,1,1
2016,FJI,Fiji,Rio,Rio 2016,1,0,0,1
2016,FRA,France,Rio,Rio 2016,11,18,16,45
