WB_country_code,WB_country_name,Region,year,medals_cumsum,GDP_deviation,GDP_dev_sign,GDP_cumsum,ratio_medal_gdp,GDP
ZWE,Zimbabwe,Africa,1992,1,-88.80926508221259,negative,145696967100.0,6.8635608544524054e-12,6751472200.0
AFG,Afghanistan,Asia,1996,0,-100.0,negative,41105114085.17,0.0,0.0
ARE,United Arab Emirates,Asia,1996,0,300.2646880890681,positive,937384453660.7998,0.0,73571233996.19
ARG,Argentina,Americas,1996,13,7.638991392831788,positive,2313910935895.31,5.618193768106279e-12,272149750000.0
ARM,Armenia,Asia,1996,2,-93.22420348297618,negative,11181326879.47,1.788696477224178e-10,1596968946.24
AUS,Australia,Oceania,1996,213,208.2383445695324,positive,5461836692740.23,3.899787049347622e-11,401341880620.73
AUT,Austria,Europe,1996,27,317.2370022923105,positive,2819290952067.12,9.576876051123226e-12,237250948791.27
AZE,Azerbaijan,Asia,1996,1,-94.27257704806755,negative,23030879434.21,4.341996591387661e-11,3176507376.32
BDI,Burundi,Africa,1996,1,-97.94888301430586,negative,23951009615.599995,4.1751893387770625e-11,869033856.32
BEL,Belgium,Europe,1996,35,284.77073457934983,positive,3667201584825.6396,9.54406219304252e-12,279201433224.76
BFA,Burkina Faso,Africa,1996,0,-96.59131623088516,negative,52691413593.97,0.0,2586550595.41
BGR,Bulgaria,Europe,1996,186,-79.42178462400948,negative,297002028605.44,6.262583487168584e-10,12294964837.62
BHR,Bahrain,Asia,1996,0,34.97718670202033,positive,71805410562.53,0.0,6101861436.17
BHS,Bahamas,Americas,1996,4,65.65967968687355,positive,54285979132.12,7.368385104125855e-11,3609000000.0
BLR,Belarus,Europe,1996,15,-79.66925117448764,negative,69296039437.61,2.1646258749758853e-10,14756846153.85
BMU,Bermuda,Americas,1996,1,527.4395413071092,positive,28336475423.1,3.5290204059210425e-11,2695390000.0
BRA,Brazil,Americas,1996,56,-28.30874436879609,negative,4289766752311.96,1.3054322818325478e-11,850426432991.74
BRB,Barbados,Americas,1996,0,25.893288704575042,positive,32007165178.140003,0.0,2363645403.47
BWA,Botswana,Africa,1996,0,-57.113402941197236,negative,49647003273.25,0.0,4847757217.76
CAN,Canada,Americas,1996,135,198.09319578830568,positive,10250267836696.652,1.3170387559697793e-11,630607994132.75
CHE,Switzerland,Europe,1996,48,573.1515681102289,positive,3696721877258.2305,1.2984476948425573e-11,340103959546.93
CHL,Chile,Americas,1996,1,-24.741474852118,negative,809823678190.92,1.234836702026197e-12,78584098982.91
CHN,China,Asia,1996,186,-90.07026469229473,negative,9583796766618.27,1.940775712688989e-11,863749314718.54
CIV,Côte d'Ivoire,Africa,1996,1,-82.92200862163831,negative,218456686899.79,4.577566446655478e-12,18071152821.07
CMR,Cameroon,Africa,1996,2,-88.5619504683395,negative,209929256903.11002,9.527018908674901e-12,11093538846.45
COL,Colombia,Americas,1996,6,-62.87861773058959,negative,1063660741066.0597,5.640896357598446e-12,97153389010.95
CRI,Costa Rica,Americas,1996,2,-55.29211631516666,negative,132003589219.63,1.5151103176992887e-11,11678424507.25
CUB,Cuba,Americas,1996,102,-68.0591787975004,negative,536003835575.41003,1.902971457107226e-10,25017368700.0
CYP,Cyprus,Asia,1996,0,111.903451640031,positive,85196057762.35,0.0,10011918444.17
CZE,Czech Republic,Europe,1996,99,-8.559989840166232,negative,321645800364.19995,3.0779198698662373e-10,67387788632.98
DEU,Germany,Europe,1996,912,326.71001624582436,positive,29873935643909.438,3.0528284283357706e-11,2497244606186.64
DJI,Djibouti,Africa,1996,1,-89.27383671026938,negative,4861650580.959999,2.0569145876430642e-10,494004647.73
DNK,Denmark,Europe,1996,58,399.00216209264073,positive,2347426629908.25,2.4707907485171093e-11,187632346387.98
DOM,Dominican Republic,Americas,1996,1,-68.13308283519977,negative,205681863806.47,4.8618773745696855e-12,18241622547.59
DZA,Algeria,Africa,1996,7,-77.33147610317174,negative,1057383402660.81,6.620115260354126e-12,46941554225.36
ECU,Ecuador,Americas,1996,1,-70.01385661278759,negative,404382800712.22,2.472904382280226e-12,25226393196.6
EGY,Egypt,Africa,1996,3,-85.56225836240182,negative,826134680179.57,3.631369160471408e-12,67629716981.13
ERI,Eritrea,Africa,1996,0,-95.71244605528985,negative,2748214257.29,0.0,693535954.19
ESP,Spain,Europe,1996,73,125.47841962539646,positive,7872579219179.65,9.272691702123875e-12,642588992512.81
EST,Estonia,Europe,1996,3,-52.677201102478136,negative,9288989877.220001,3.229629959396443e-10,4786018988.16
ETH,Ethiopia,Africa,1996,16,-97.98401542616675,negative,152041690799.53998,1.052342940667193e-10,8547939730.62
FIN,Finland,Europe,1996,63,260.89035242797405,positive,1889096608191.5103,3.334927378876183e-11,132129174216.93
FJI,Fiji,Oceania,1996,0,-62.59391922172499,negative,30796854830.689995,0.0,2128696643.63
FRA,France,Europe,1996,198,276.1028267335002,positive,21476903405048.547,9.21920615210554e-12,1605675086549.56
GAB,Gabon,Africa,1996,0,-30.73246087789118,negative,91946462996.67,0.0,5694040002.9
GBR,Great Britain,Europe,1996,214,241.61581547458178,positive,17946832985869.86,1.1924109405179697e-11,1419645865834.63
GEO,Georgia,Asia,1996,2,-90.35524314069607,negative,28634188271.2,6.984657574566489e-11,3095047603.81
GHA,Ghana,Africa,1996,4,-94.56175458951999,negative,136571344365.15,2.928872098750982e-11,6932991739.38
GRC,Greece,Europe,1996,20,92.44611416914752,positive,1775196911202.2598,1.1266355790611935e-11,145861612400.91
GRD,Grenada,Americas,1996,0,-51.0171596496098,negative,4198423845.18,0.0,366911444.44
GTM,Guatemala,Americas,1996,0,-79.17795728750892,negative,217737147665.13998,0.0,15674835615.31
GUY,Guyana,Americas,1996,1,-86.89770992242009,negative,14235110514.37,7.024883993633376e-11,705406001.42
HKG,Hong Kong,Asia,1996,1,247.38117023374247,positive,1375093926712.39,7.272230504215998e-13,159718183550.73
HRV,Croatia,Europe,1996,6,-25.83155940818364,negative,46925830337.759995,1.2786134964077462e-10,24147533301.91
HUN,Hungary,Europe,1996,257,-36.66311993349689,negative,249860184176.69003,1.028575244378516e-09,46658755151.6
IDN,Indonesia,Asia,1996,13,-84.1961534231105,negative,2258216979508.58,5.756754163999327e-12,227369679374.97
IND,India,Asia,1996,6,-94.40708799547113,negative,6092818959736.66,9.847658431425522e-13,392896866204.52
IRL,Ireland,Europe,1996,11,191.63960967806963,positive,797427059251.49,1.3794365105098416e-11,75790786290.32
IRN,Iran,Asia,1996,23,-72.64066925578759,negative,2430023311648.8003,9.464929776494292e-12,120403931883.35
IRQ,Iraq,Asia,1996,1,-93.25121764827159,negative,867360946482.8501,1.1529225566991475e-12,10433698621.34
ISL,Iceland,Europe,1996,1,286.52483571656285,positive,107182700692.88998,9.329863807642752e-12,7426082270.68
ISR,Israel,Asia,1996,3,181.57690309041283,positive,255665149361.91003,1.1734098321524894e-11,114505860826.52
ITA,Italy,Europe,1996,235,223.07262056092281,positive,17175038168290.328,1.3682647904321532e-11,1312426527795.21
JAM,Jamaica,Americas,1996,24,-59.14072506626845,negative,101105812558.58,2.373750765921056e-10,7393891920.8
JOR,Jordan,Asia,1996,0,-78.96058423723028,negative,109265772819.71002,0.0,6927503526.09
JPN,Japan,Asia,1996,212,447.9822030476636,positive,55982718383402.625,3.786882918905423e-12,4923391533851.63
KAZ,Kazakhstan,Asia,1996,11,-81.09974220722914,negative,162842162919.9,6.755007304472344e-11,21035357936.88
KEN,Kenya,Africa,1996,47,-93.89451870370016,negative,173949417052.33,2.7019348955829373e-10,12045865396.13
KGZ,Kyrgyzstan,Asia,1996,0,-94.47315372614177,negative,14758898496.69,0.0,1827570586.17
KOR,South Korea,Asia,1996,133,87.60134057655634,positive,4531720350275.1,2.934867770292273e-11,610167053824.01
KWT,Kuwait,Asia,1996,0,158.787865223018,positive,502861013574.60004,0.0,31492373308.75
LBN,Lebanon,Asia,1996,2,-52.50125910363702,negative,62353902767.61,3.207497704600631e-11,13690217333.59
LKA,Sri Lanka,Asia,1996,0,-89.38315309936635,negative,180341516106.96002,0.0,13897738375.25
LTU,Lithuania,Europe,1996,3,-67.42301620025872,negative,16249660032.8,1.846192470454452e-10,8382519637.46
LVA,Latvia,Europe,1996,4,-65.96341145569625,negative,11764377488.07,3.4000949085970024e-10,5975248851.45
MAR,Morocco,Africa,1996,11,-77.80471389003073,negative,555916084740.36,1.9787159073005664e-11,43161571527.64
MDA,Moldova,Europe,1996,3,-91.94963877219887,negative,3448102100.32,8.700438422985171e-10,1695122173.91
MEX,Mexico,Americas,1996,28,-33.954285006232084,negative,5665543165886.37,4.942156326439253e-12,432157945024.43
MKD,North Macedonia,Europe,1996,0,-67.4188171072076,negative,27666399603.37,0.0,4642021256.31
MNE,Montenegro,Europe,1996,0,-100.0,negative,0.0,,0.0
MNG,Mongolia,Asia,1996,14,-92.00856604468264,negative,35321215629.14,3.9636234910471206e-10,1345719472.36
MOZ,Mozambique,Africa,1996,1,-96.49179772557406,negative,19586615321.82,5.1055273387943346e-11,4030146134.57
MUS,Mauritius,Africa,1996,0,-45.41962864272473,negative,41992354285.549995,0.0,4421952040.85
MYS,Malaysia,Asia,1996,5,-31.767257375450676,negative,917750395361.3799,5.448104435881136e-12,100855393910.49
NAM,Namibia,Africa,1996,4,-66.16118873840307,negative,45888537127.899994,8.716773840166766e-11,3989163196.57
NER,Niger,Africa,1996,1,-96.68257651986238,negative,57173934474.94001,1.7490487740323546e-11,2405686940.05
NGA,Nigeria,Africa,1996,14,-76.57032050277563,negative,1757790552941.0898,7.964543885262986e-12,185730236700.0
NLD,Netherlands,Europe,1996,101,306.00764768528967,positive,5743707630943.97,1.7584460506984547e-11,450490196078.43
NOR,Norway,Europe,1996,38,422.3947496012471,positive,2075448967855.77,1.8309291429728255e-11,163520109150.67
NZL,New Zealand,Oceania,1996,67,163.06534134440548,positive,853565487680.8102,7.849427017257119e-11,70140835299.01
PAK,Pakistan,Asia,1996,9,-93.54179488740773,negative,861053767584.4501,1.0452308948427313e-11,63320170084.41
PAN,Panama,Americas,1996,0,-50.15270636015663,negative,150643078000.0,0.0,9870494000.0
PER,Peru,Americas,1996,3,-68.95022634294388,negative,445958844497.96,6.7270781530911495e-12,55252414130.3
PHL,Philippines,Asia,1996,4,-81.32649323198858,negative,1107930488659.85,3.6103348007313977e-12,94648084429.03
POL,Poland,Europe,1996,202,-41.94795847784336,negative,755149550518.27,2.6749668308928276e-10,160193242090.43
PRI,Puerto Rico,Americas,1996,5,70.38743855310737,positive,577822132000.0,8.653181875698731e-12,45340835000.0
PRK,North Korea,Asia,1996,27,-100.0,negative,0.0,,0.0
PRT,Portugal,Europe,1996,11,70.55442248677281,positive,1309524170704.62,8.399997683189913e-12,122630089680.27
PRY,Paraguay,Americas,1996,0,-70.9215605606671,negative,117696074507.25,0.0,9788391780.52
QAT,Qatar,Asia,1996,1,139.58387303288424,positive,143550984151.19003,6.966166104070628e-12,9059340384.62
ROU,Romania,Europe,1996,240,-77.14279685540896,negative,342964258873.68,6.9978137310336e-10,36937074278.3
RUS,Russia,Europe,1996,1057,-62.99297303134789,negative,4174151017841.1597,2.532251457798651e-10,391724890744.5
SAU,Saudi Arabia,Asia,1996,0,14.41324824240355,positive,2636467081865.83,0.0,158662377388.99
SDN,Sudan,Africa,1996,0,-95.69145059003435,negative,305834378019.6099,0.0,9018300724.66
SEN,Senegal,Africa,1996,1,-89.61760246138611,negative,131803213208.76,7.587068445866518e-12,6559712165.97
SGP,Singapore,Asia,1996,1,267.180873758059,positive,708047593412.0099,1.4123344381146766e-12,96293086513.09
SMR,San Marino,Europe,1996,0,-100.0,negative,0.0,,0.0
SRB,Serbia,Europe,1996,4,-59.91153858068211,negative,38650606318.85,1.0349126135310302e-10,21818007448.79
SUR,Suriname,Americas,1996,2,-72.83536720359027,negative,19040120547.14,1.0504135176289198e-10,861372806.21
SVK,Slovakia,Europe,1996,3,-27.258551196715906,negative,132963893127.87999,2.2562516254805397e-11,27925036755.39
SVN,Slovenia,Europe,1996,5,51.37884415961814,positive,42859456668.14,1.166603682989943e-10,21507232648.73
SWE,Sweden,Europe,1996,115,361.8858187348917,positive,4283238444341.381,2.6848843811608802e-11,291743811512.08
SYR,Syria,Asia,1996,2,-41.43258979070499,negative,541801844370.58997,3.6913864741885395e-12,61546280623.61
TGO,Togo,Africa,1996,0,-95.38631649498772,negative,27530345830.060005,0.0,1465448204.4
THA,Thailand,Asia,1996,6,-57.45073008296896,negative,1569821271548.6802,3.8220911569638775e-12,183035237429.28
TJK,Tajikistan,Asia,1996,0,-97.57964276534578,negative,12519161118.43,0.0,1043654822.34
TKM,Turkmenistan,Asia,1996,0,-92.25883199052821,negative,27752901403.670002,0.0,2378759975.45
TON,Tonga,Oceania,1996,1,-68.97318138495659,negative,2056807731.5900002,4.861903155269439e-10,222100576.35
TTO,Trinidad and Tobago,Americas,1996,6,-38.62185687206681,negative,128487900066.45001,4.669700412954826e-11,5759537726.27
TUN,Tunisia,Africa,1996,6,-70.92841907931725,negative,242320466650.32,2.4760599395255732e-11,19587161806.77
TUR,Turkey,Asia,1996,35,-57.87371872298313,negative,2429346086811.2505,1.4407169151407675e-11,181464408820.1
TZA,Tanzania,Africa,1996,2,-96.9956888917061,negative,43857283319.95999,4.560245981058693e-11,6496195820.24
UGA,Uganda,Africa,1996,6,-96.01841996894669,negative,93281037919.11002,6.432175427982465e-11,6044585326.94
UKR,Ukraine,Europe,1996,25,-87.78469834458083,negative,661545399745.9299,3.7790301330190466e-11,44558831005.06
URY,Uruguay,Americas,1996,1,-11.004981754053574,negative,236238126851.86002,4.233016970317747e-12,20515458113.59
USA,United States,Americas,1996,972,319.4573427279639,positive,114757753000000.0,8.470015964847272e-12,8073122000000.0
UZB,Uzbekistan,Asia,1996,2,-91.59341571169718,negative,93277059548.1,2.1441499224883517e-11,13948892215.57
VEN,Venezuela,Americas,1996,7,-56.25608810993092,negative,1377253557820.48,5.082578992264563e-12,70543211119.1
VIR,United States Virgin Islands,Americas,1996,1,-100.0,negative,0.0,,0.0
VNM,Vietnam,Asia,1996,0,-95.39499462062666,negative,209619653272.29,0.0,24657470574.75
WSM,Samoa,Oceania,1996,0,-80.20547535711316,negative,2119085148.8199997,0.0,249907868.77
WSM,Samoa,Oceania,1996,0,-80.20547535711316,negative,2119085148.8199997,0.0,249907868.77
XKX,Kosovo,Europe,1996,0,-100.0,negative,0.0,,0.0
YGL,Yugoslavia,Europe,1996,74,,positive,,,
ZAF,South Africa,Africa,1996,11,-48.84202944913985,negative,2457711885452.6,4.475707695889786e-12,163234925380.56
ZMB,Zambia,Africa,1996,2,-94.34396162993626,negative,91431124587.65001,2.1874389153801884e-11,3597220962.0
ZWE,Zimbabwe,Africa,1996,1,-89.28993323363193,negative,174815872700.0,5.720304366847118e-12,8553146600.0
AFG,Afghanistan,Asia,2000,0,-100.0,negative,41105114085.17,0.0,0.0
ARE,United Arab Emirates,Asia,2000,0,326.7067857313934,positive,1280680643861.6697,0.0,104337372362.15
ARG,Argentina,Americas,2000,18,2.6936041482771325,positive,3473444935895.31,5.1821751408764875e-12,284203750000.0
ARM,Armenia,Asia,2000,3,-91.91875174360001,negative,18471591603.37,1.6241155956764837e-10,1911563668.85
AUS,Australia,Oceania,2000,282,192.95589837847717,positive,7102973752945.861,3.970168126878469e-11,416167815092.91
AUT,Austria,Europe,2000,31,229.86173887419756,positive,3664889977403.5005,8.458644104225705e-12,197289625479.91
AZE,Azerbaijan,Asia,2000,4,-91.22488690076639,negative,41293474681.85,9.686760513176546e-11,5272615722.97
BDI,Burundi,Africa,2000,1,-98.15147976233516,negative,27496239912.979992,3.636860905944946e-11,870486065.88
BEL,Belgium,Europe,2000,42,209.41134516372446,positive,4673476169411.449,8.986886522476745e-12,236792460312.47
BFA,Burkina Faso,Africa,2000,0,-96.65391046834291,negative,64301921863.329994,0.0,2968370087.6
BGR,Bulgaria,Europe,2000,199,-78.28310202524277,negative,350222526766.79004,5.682101657969942e-10,13245990274.46
BHR,Bahrain,Asia,2000,0,70.63676918809946,positive,100022298860.4,0.0,9062898936.17
BHS,Bahamas,Americas,2000,7,232.86236944259832,positive,83211899132.12,8.412258430595034e-11,8076470000.0
BLR,Belarus,Europe,2000,32,-82.90413471792115,negative,123523001188.46,2.590610630580239e-10,12736780455.15
BMU,Bermuda,Americas,2000,1,653.9306326461464,positive,41204702423.1,2.426907467336506e-11,3480219000.0
BRA,Brazil,Americas,2000,72,-50.079103572958694,negative,7291773947601.92,9.874140437894263e-12,655448231983.53
BRB,Barbados,Americas,2000,1,54.85040635844173,positive,43333954990.700005,2.307659202153628e-11,3059500000.0
BWA,Botswana,Africa,2000,0,-55.103729850860574,negative,70730343365.13,0.0,5788329609.16
CAN,Canada,Americas,2000,151,225.1118455678501,positive,12962440448754.912,1.164904098089832e-11,744773415931.59
CHE,Switzerland,Europe,2000,57,420.59982613948347,positive,4872058767654.571,1.1699366267587126e-11,279216033870.2
CHL,Chile,Americas,2000,2,-31.645338281184454,negative,1131473540618.55,1.767606513278823e-12,78339750717.04
CHN,China,Asia,2000,261,-87.14930162894102,negative,13879801629730.78,1.8804303329590346e-11,1211331651829.85
CIV,Côte d'Ivoire,Africa,2000,1,-86.78200869476153,negative,291572426043.4,3.429679594774685e-12,16577533891.18
CMR,Cameroon,Africa,2000,3,-90.62130485794628,negative,254149266086.03,1.1804086811663246e-11,10566579294.98
COL,Colombia,Americas,2000,7,-65.88475530944423,negative,1454957614528.8196,4.811136716355077e-12,99875074951.03
CRI,Costa Rica,Americas,2000,4,-49.459983244082835,negative,187570943488.21,2.13252645938278e-11,15013629658.65
CUB,Cuba,Americas,2000,132,-63.13407682535384,negative,646036090075.41,2.043229504168908e-10,30565400000.0
CYP,Cyprus,Asia,2000,0,92.73301566380356,positive,125476246902.21,0.0,9985844486.33
CZE,Czech Republic,Europe,2000,108,-19.24056192977665,negative,577634686943.0399,1.8696938123913218e-10,61828166496.09
DEU,Germany,Europe,2000,976,217.39306801892263,positive,38467843311776.43,2.5371840892915623e-11,1947981991011.77
DJI,Djibouti,Africa,2000,1,-90.0492012394632,negative,6965905002.219999,1.4355636484868872e-10,551230861.86
DNK,Denmark,Europe,2000,64,311.8121329902961,positive,3040080139412.2197,2.105207661149814e-11,164158739097.62
DOM,Dominican Republic,Americas,2000,1,-61.87962812783707,negative,293813889420.13,3.4035150685816665e-12,24305780628.67
DZA,Algeria,Africa,2000,12,-76.15167782077009,negative,1257179866992.75,9.545173538854645e-12,54790398570.33
ECU,Ecuador,Americas,2000,1,-80.55664796682866,negative,498499788205.95996,2.0060189064450324e-12,18327764882.44
EGY,Egypt,Africa,2000,3,-81.26216652420408,negative,1179949314673.66,2.5424820902834404e-12,99838543960.08
ERI,Eritrea,Africa,2000,0,-96.04577410029957,negative,5575516746.66,0.0,706370815.58
ESP,Spain,Europe,2000,85,97.57319177016453,positive,10315142182874.22,8.240312978052961e-12,598363313494.9
EST,Estonia,Europe,2000,6,-45.47387706781977,negative,31560983082.64,1.9010814664072607e-10,5686579747.54
ETH,Ethiopia,Africa,2000,24,-98.35294167809225,negative,184392313352.50998,1.3015726937661584e-10,8242349617.86
FIN,Finland,Europe,2000,68,226.11527057512166,positive,2411331105656.3003,2.8200191935686993e-11,126019543413.33
FJI,Fiji,Oceania,2000,0,-72.99740575145621,negative,38154902178.24,0.0,1678219507.9
FRA,France,Europe,2000,240,200.26974283476258,positive,27291688460657.7,8.793886107338933e-12,1365639660792.16
GAB,Gabon,Africa,2000,0,-46.53811571189566,negative,111500173085.78,0.0,5080483628.53
GBR,Great Britain,Europe,2000,245,278.82515539842524,positive,24514805161592.457,9.99396072638764e-12,1665534876683.31
GEO,Georgia,Asia,2000,8,-89.95489991719393,negative,41615707036.87,1.922351095203619e-10,3057475335.19
GHA,Ghana,Africa,2000,4,-96.60595610275712,negative,163645817364.29,2.444303230247338e-11,4982850662.21
GRC,Greece,Europe,2000,33,61.717792992108464,positive,2335829315763.55,1.412774459901526e-11,130457756628.44
GRD,Grenada,Americas,2000,0,-35.158732289424385,negative,6038571771.099999,0.0,520044370.37
GTM,Guatemala,Americas,2000,0,-77.70644408153646,negative,292530007161.14996,0.0,19288929030.05
GUY,Guyana,Americas,2000,1,-87.42349879752797,negative,17109202092.09,5.84480792626983e-11,712667896.73
HKG,Hong Kong,Asia,2000,1,245.01384494114927,positive,2058769531808.08,4.85727025074908e-13,171668891194.35
HRV,Croatia,Europe,2000,8,-33.66250250285075,negative,142882548903.56,5.599004260065153e-11,22128719418.44
HUN,Hungary,Europe,2000,278,-38.05742634326984,negative,442155710477.86005,6.287377804067064e-10,47218405892.43
IDN,Indonesia,Asia,2000,21,-89.67413916225584,negative,2874433889284.2104,7.305786394422661e-12,165021012077.81
IND,India,Asia,2000,7,-94.07897535757255,negative,7857253195148.04,8.908965800316317e-13,468394937255.8
IRL,Ireland,Europe,2000,12,252.75351880580686,positive,1169584686817.91,1.0260052252093356e-11,100207610429.91
IRN,Iran,Asia,2000,27,-77.60316805956256,negative,2877659546322.8506,9.382624860714088e-12,109591707801.43
IRQ,Iraq,Asia,2000,1,-73.69582491951306,negative,993989061111.2001,1.0060472887720517e-12,48364250943.91
ISL,Iceland,Europe,2000,2,329.9332572505697,positive,141263774668.09998,1.4157911359079928e-11,9025660361.76
ISR,Israel,Asia,2000,4,189.74550094832406,positive,751539928539.6301,5.322405168508718e-12,136035771711.67
ITA,Italy,Europe,2000,273,169.7445119767905,positive,22086093852627.867,1.2360719003623978e-11,1146676894209.73
JAM,Jamaica,Americas,2000,33,-53.823160758681155,negative,136185172376.86002,2.4231712912680657e-10,9005064474.93
JOR,Jordan,Asia,2000,0,-77.58521866015336,negative,141034602156.81003,0.0,8460789844.85
JPN,Japan,Asia,2000,231,424.6764830172438,positive,74177870998593.28,3.114136290112461e-12,4968359075956.59
KAZ,Kazakhstan,Asia,2000,18,-83.53745382543416,negative,242306148334.06,7.428618763393472e-11,18291990662.04
KEN,Kenya,Africa,2000,54,-94.48364054873092,negative,226760540811.50998,2.38136669663733e-10,12705350097.8
KGZ,Kyrgyzstan,Asia,2000,1,-96.25446935611708,negative,20791476267.319996,4.809663282889624e-11,1369688498.07
KOR,South Korea,Asia,2000,164,64.183692199005,positive,6558500635391.83,2.5005715348261457e-11,576179387819.61
KWT,Kuwait,Asia,2000,1,161.12210272327704,positive,626996019392.67,1.5949064572509318e-12,37718743480.08
LBN,Lebanon,Asia,2000,2,-46.48855393740753,negative,130004370474.25,1.5384098186115525e-11,17260364842.45
LKA,Sri Lanka,Asia,2000,1,-88.34963422674642,negative,243215544877.39005,4.111579301002823e-12,16330814179.98
LTU,Lithuania,Europe,2000,9,-55.88693983851465,negative,60104200386.71,1.4973995065393208e-10,11524776866.64
LVA,Latvia,Europe,2000,7,-54.97058281345196,negative,40951220373.89,1.7093507680818995e-10,7958852838.93
MAR,Morocco,Africa,2000,16,-80.0094591863315,negative,730845422041.4099,2.1892454296708225e-11,43017455401.84
MDA,Moldova,Europe,2000,5,-94.09893401810965,negative,9536113122.98,5.243226391632316e-10,1288429391.8
MEX,Mexico,Americas,2000,34,1.5594432169504506,positive,8119764488327.05,4.187313566653109e-12,742061329643.37
MKD,North Macedonia,Europe,2000,1,-75.05971137312925,negative,42981609036.54,2.3265764647151038e-11,3772859034.21
MNE,Montenegro,Europe,2000,0,-78.20527664422225,negative,984293043.81,0.0,984293043.81
MNG,Mongolia,Asia,2000,14,-93.78669483883452,negative,39820894749.119995,3.5157421972065024e-10,1136896123.61
MOZ,Mozambique,Africa,2000,2,-95.52899213820457,negative,42227302151.33,4.736272264878772e-11,5930685214.62
MUS,Mauritius,Africa,2000,0,-47.36968191736111,negative,59356433248.60999,0.0,4663321081.44
MYS,Malaysia,Asia,2000,5,-45.246830560367464,negative,1262861375538.8298,3.959262747953338e-12,93789736842.11
NAM,Namibia,Africa,2000,4,-71.11901449835663,negative,61707420838.67999,6.48220253842255e-11,3922232164.83
NER,Niger,Africa,2000,1,-97.41635809100873,negative,66887159917.64001,1.495055256092989e-11,2241753192.81
NGA,Nigeria,Africa,2000,17,-92.4579034795856,negative,2305373679898.3896,7.37407568596397e-12,69171451627.25
NLD,Netherlands,Europe,2000,128,251.1451722482966,positive,7463057451838.4795,1.7151147612895297e-11,417479337444.71
NOR,Norway,Europe,2000,49,411.40035709003814,positive,2724876802859.8003,1.7982464362636045e-11,171457201935.97
NZL,New Zealand,Oceania,2000,71,82.72354647833217,positive,1087253343529.9302,6.530216754219206e-11,52623281956.7
PAK,Pakistan,Asia,2000,9,-91.3674104901052,negative,1148137723279.86,7.838780851385926e-12,99484802344.53
PAN,Panama,Americas,2000,0,-45.09345696093802,negative,197330217700.0,0.0,12304115000.0
PER,Peru,Americas,2000,3,-73.99587458127895,negative,661539908598.95,4.534873801270108e-12,51744749133.21
PHL,Philippines,Asia,2000,4,-85.62360267915821,negative,1445839181854.7002,2.7665594142142845e-12,83669788254.73
POL,Poland,Europe,2000,220,-39.702341453307824,negative,1431444634537.18,1.5369089009239344e-10,172220451786.96
PRI,Puerto Rico,Americas,2000,5,116.89478257898531,positive,799638371000.0,6.252826504244879e-12,61701800000.0
PRK,North Korea,Asia,2000,31,-100.0,negative,0.0,,0.0
PRT,Portugal,Europe,2000,13,54.39658124502083,positive,1796562612218.44,7.236040598633676e-12,118605192877.39
PRY,Paraguay,Americas,2000,0,-76.84875748140834,negative,154614557132.8,0.0,8855705139.56
QAT,Qatar,Asia,2000,2,268.2944838763775,positive,195257303272.06006,1.0242894716277616e-11,17759890109.89
ROU,Romania,Europe,2000,270,-77.76511450647104,negative,493442461190.5,5.47176259109495e-10,37253739511.13
RUS,Russia,Europe,2000,1150,-76.26942052286483,negative,5305652729443.351,2.1674995681834868e-10,259710142196.94
SAU,Saudi Arabia,Asia,2000,2,17.813160184956917,positive,3300438055651.42,6.059801657465898e-13,189514910222.67
SDN,Sudan,Africa,2000,0,-94.9345187458309,negative,351705102907.67993,0.0,12257299147.29
SEN,Senegal,Africa,2000,1,-91.69987623140115,negative,156956319780.5,6.371199333664794e-12,6013185003.98
SGP,Singapore,Asia,2000,1,219.51056134624193,positive,1076262978089.72,9.29140944506815e-13,96076539925.74
SMR,San Marino,Europe,2000,0,401.96419707972666,positive,2114258045.82,0.0,1005159388.24
SRB,Serbia,Europe,2000,7,-87.74632008541002,negative,110049583279.34001,6.360769201853156e-11,6875845986.52
SUR,Suriname,Americas,2000,2,-73.49851547675361,negative,22911355714.51,8.729295747145068e-11,947671969.7
SVK,Slovakia,Europe,2000,9,-27.310022520892975,negative,250232150814.86,3.596660129680481e-11,29242558796.55
SVN,Slovenia,Europe,2000,8,36.64717029340814,positive,128769802324.35,6.212636701770585e-11,20289627636.68
SWE,Sweden,Europe,2000,128,296.8278672028947,positive,5359101292583.412,2.3884601729238117e-11,262835454366.86
SYR,Syria,Asia,2000,2,-33.80355263402908,negative,832200775328.2699,2.4032662060559605e-12,80590022271.71
TGO,Togo,Africa,2000,0,-96.00960739999744,negative,33685206641.70001,0.0,1491891156.27
THA,Thailand,Asia,2000,9,-73.15479787314145,negative,2086738760934.8801,4.312950029244633e-12,126392224253.79
TJK,Tajikistan,Asia,2000,0,-98.16246372316766,negative,16708032611.740002,0.0,860541842.26
TKM,Turkmenistan,Asia,2000,0,-91.4846173892325,negative,38164168574.420006,0.0,2904663310.98
TON,Tonga,Oceania,2000,1,-73.256466486213,negative,2867361281.97,3.487527038493584e-10,204848487.81
TTO,Trinidad and Tobago,Americas,2000,8,-18.00955461208536,negative,155232666482.03,5.1535544555798076e-11,8154338232.96
TUN,Tunisia,Africa,2000,6,-70.92585752859485,negative,329286300927.05005,1.8221225672334414e-11,21473528160.78
