WB_country_code,WB_country_name,Region,year,medals_cumsum,GDP_deviation,GDP_dev_sign,GDP_cumsum,ratio_medal_gdp,GDP
SEN,Senegal,Africa,1976,0,-67.60358330887786,negative,25637984798.58,0.0,2869777884.45
SGP,Singapore,Asia,1976,1,61.37027851845984,positive,38286388170.68,2.6118943253200557e-11,6327077974.11
SMR,San Marino,Europe,1976,0,-100.0,negative,0.0,,0.0
SRB,Serbia,Europe,1976,0,-100.0,negative,0.0,,0.0
SUR,Suriname,Americas,1976,0,-24.038509567185596,negative,4258200000.0,0.0,505500000.0
SVK,Slovakia,Europe,1976,0,-100.0,negative,0.0,,0.0
SVN,Slovenia,Europe,1976,0,-100.0,negative,0.0,,0.0
SWE,Sweden,Europe,1976,44,535.685216284735,positive,666566500460.63,6.600991794456195e-11,89362071672.9
SYR,Syria,Asia,1976,0,-51.61944820136385,negative,38008855563.19,0.0,6417632253.19
TGO,Togo,Africa,1976,0,-85.90216596544167,negative,4913760608.33,0.0,619375149.73
THA,Thailand,Asia,1976,1,-76.27939844535895,negative,123665187496.19998,8.086350089678458e-12,16985208648.21
TJK,Tajikistan,Asia,1976,0,-100.0,negative,0.0,,0.0
TKM,Turkmenistan,Asia,1976,0,-100.0,negative,0.0,,0.0
TON,Tonga,Oceania,1976,0,-81.49143840229166,negative,62543158.68,0.0,30036416.96
TTO,Trinidad and Tobago,Americas,1976,4,36.9764575731298,positive,17986360073.81,2.2239074407413946e-10,2500410583.79
TUN,Tunisia,Africa,1976,5,-55.534180939749064,negative,26098081720.61,1.9158496220246846e-10,4508191942.16
TUR,Turkey,Asia,1976,18,-25.697869611829088,negative,338276334776.36,5.3210934817240744e-11,51450000000.0
TZA,Tanzania,Africa,1976,0,-100.0,negative,0.0,,0.0
UGA,Uganda,Africa,1976,4,-88.1160107906005,negative,20177156772.13,1.9824398676056579e-10,2447300000.0
UKR,Ukraine,Europe,1976,0,-100.0,negative,0.0,,0.0
URY,Uruguay,Americas,1976,1,-25.797887436162544,negative,39384020420.259995,2.539100856969844e-11,3667716535.43
USA,United States,Americas,1976,468,402.56032229777975,positive,17465098000000.0,2.679629968294481e-11,1873412000000.0
UZB,Uzbekistan,Asia,1976,0,-100.0,negative,0.0,,0.0
VEN,Venezuela,Americas,1976,3,35.46449221697774,positive,229671439933.18,1.3062137812489058e-11,31419534883.72
VIR,United States Virgin Islands,Americas,1976,0,-100.0,negative,0.0,,0.0
VNM,Vietnam,Asia,1976,0,-100.0,negative,0.0,,0.0
WSM,Samoa,Oceania,1976,0,-100.0,negative,0.0,,0.0
WSM,Samoa,Oceania,1976,0,-100.0,negative,0.0,,0.0
XKX,Kosovo,Europe,1976,0,-100.0,negative,0.0,,0.0
YGL,Yugoslavia,Europe,1976,28,,positive,,,
ZAF,South Africa,Africa,1976,3,-9.106608763624225,negative,357937059397.63,8.381361809946925e-12,41150460287.62
ZMB,Zambia,Africa,1976,0,-68.4177634929257,negative,26867962572.63,0.0,2742796005.71
ZWE,Zimbabwe,Africa,1976,0,-59.83377758697299,negative,35583514000.0,0.0,4318372000.0
AFG,Afghanistan,Asia,1980,0,-90.8765880105039,negative,37626326176.08,0.0,3641723322.0
ARE,United Arab Emirates,Asia,1980,0,1244.9770554922106,positive,157406246087.94,0.0,43599160050.33
ARG,Argentina,Americas,1980,6,-100.0,negative,0.0,,0.0
ARM,Armenia,Asia,1980,0,-100.0,negative,0.0,,0.0
AUS,Australia,Oceania,1980,90,219.34757348386552,positive,1264150775516.59,7.119403930533671e-11,149985515320.33
AUT,Austria,Europe,1980,17,240.02188510347108,positive,570298603880.47,2.980894549684548e-11,82058912997.23
AZE,Azerbaijan,Asia,1980,0,-100.0,negative,0.0,,0.0
BDI,Burundi,Africa,1980,0,-93.32910129689681,negative,7103509010.469999,0.0,919726666.67
BEL,Belgium,Europe,1980,19,302.41238413467465,positive,930182908640.4001,2.042609020603411e-11,126829314388.19
BFA,Burkina Faso,Africa,1980,0,-91.29733168017208,negative,15256768169.280003,0.0,1928719888.21
BGR,Bulgaria,Europe,1980,115,-29.965730286014487,negative,19839230769.23,5.796595711682595e-09,19839230769.23
BHR,Bahrain,Asia,1980,0,165.09009651043365,positive,3072698328.47,0.0,3072698328.47
BHS,Bahamas,Americas,1980,2,86.68412264205436,positive,11345019332.12,1.7628881374733344e-10,1335300000.0
BLR,Belarus,Europe,1980,0,-100.0,negative,0.0,,0.0
BMU,Bermuda,Americas,1980,1,250.92899999590247,positive,5189815295.1,1.9268508475516592e-10,613299968.0
BRA,Brazil,Americas,1980,18,-100.0,negative,0.0,,0.0
BRB,Barbados,Americas,1980,0,24.87922372209161,positive,3880523652.75,0.0,1012280614.53
BWA,Botswana,Africa,1980,0,-64.64126507811682,negative,5066480783.07,0.0,1060889703.75
CAN,Canada,Americas,1980,27,250.615553782514,positive,2476311945867.95,1.0903311291234137e-11,274776566028.05
CHE,Switzerland,Europe,1980,26,506.68046396313616,positive,271251916145.76,9.585185745205439e-11,122557843886.14
CHL,Chile,Americas,1980,0,-20.80728239242706,negative,225657382616.66003,0.0,29036709871.79
CHN,China,Asia,1980,2,-90.23937250484289,negative,2507494751823.3804,7.97608847853283e-13,306165314855.85
CIV,Côte d'Ivoire,Africa,1980,0,-61.66634143607641,negative,61668907081.829994,0.0,10175617589.12
CMR,Cameroon,Africa,1980,1,-75.49332354983322,negative,42555751509.270004,2.3498586314053648e-11,6674569046.68
COL,Colombia,Americas,1980,3,-60.08409498166629,negative,232653058015.87994,1.2894737019941652e-11,33400735644.05
CRI,Costa Rica,Americas,1980,0,-37.398972723676295,negative,32430436479.85,0.0,4831447001.17
CUB,Cuba,Americas,1980,46,-36.49617255218013,negative,140501673753.79,3.2739823498906294e-10,19912889861.11
CYP,Cyprus,Asia,1980,0,32.38629181480301,positive,6207945807.11,0.0,2154311276.95
CZE,Czech Republic,Europe,1980,68,-100.0,negative,0.0,,0.0
DEU,Germany,Europe,1980,541,279.7113080275002,positive,5792297776778.7295,9.339989428182788e-11,950290856466.54
DJI,Djibouti,Africa,1980,0,-100.0,negative,0.0,,0.0
DNK,Denmark,Europe,1980,33,334.31664147726735,positive,514887260364.15,6.409170033972293e-11,71127528699.94
DOM,Dominican Republic,Americas,1980,0,-63.2532801990702,negative,48875599700.0,0.0,6761300000.0
DZA,Algeria,Africa,1980,0,-29.311309648880062,negative,225265988774.55,0.0,42345829079.21
ECU,Ecuador,Americas,1980,0,-31.24610488820917,negative,113597135200.15999,0.0,17881508242.45
EGY,Egypt,Africa,1980,2,-84.50505859503822,negative,167418632836.24,1.1946101614366268e-11,21669908176.39
ERI,Eritrea,Africa,1980,0,-100.0,negative,0.0,,0.0
ESP,Spain,Europe,1980,14,94.21715484226199,positive,1531463468182.3901,9.14158273498736e-12,232766822928.75
EST,Estonia,Europe,1980,0,-100.0,negative,0.0,,0.0
ETH,Ethiopia,Africa,1980,10,-100.0,negative,0.0,,0.0
FIN,Finland,Europe,1980,38,251.10793336322607,positive,390337385394.41003,9.735167939807642e-11,53645202422.7
FJI,Fiji,Oceania,1980,0,-41.6361273747212,negative,8349884894.14,0.0,1202618816.21
FRA,France,Europe,1980,75,298.487111594157,positive,5019588585993.35,1.4941463571193833e-11,701288419745.42
GAB,Gabon,Africa,1980,0,78.72096215501124,positive,23297239460.57,0.0,4279637942.25
GBR,Great Britain,Europe,1980,111,213.82347499860882,positive,3885614705601.6,2.85669085614638e-11,564947710899.37
GEO,Georgia,Asia,1980,0,-100.0,negative,0.0,,0.0
GHA,Ghana,Africa,1980,3,-88.28049008145099,negative,50357838590.899994,5.957364501625216e-11,4445228215.77
GRC,Greece,Europe,1980,7,84.3658093811541,positive,418090163689.9099,1.674280001763394e-11,56829664268.59
GRD,Grenada,Americas,1980,0,-63.419700743504016,negative,372961700.75,0.0,110900457.04
GTM,Guatemala,Americas,1980,0,-64.23084448733269,negative,59391700300.0,0.0,7878700000.0
GUY,Guyana,Americas,1980,1,-75.75171334250676,negative,6708780126.75,1.490583952830244e-10,603200000.0
HKG,Hong Kong,Asia,1980,0,78.32117746368341,positive,161735432082.68,0.0,28861857810.65
HRV,Croatia,Europe,1980,0,-100.0,negative,0.0,,0.0
HUN,Hungary,Europe,1980,179,-100.0,negative,0.0,,0.0
IDN,Indonesia,Asia,1980,0,-84.69806888811277,negative,381519290081.13,0.0,72482337397.44
IND,India,Asia,1980,5,-91.63549071876783,negative,1675986871117.79,2.9833169257855095e-12,186325345086.66
IRL,Ireland,Europe,1980,4,99.34303273905208,positive,144035612047.02,2.7770909868416516e-11,21747855640.07
IRN,Iran,Asia,1980,16,-23.369908520249865,negative,640869439657.08,2.4966083588821727e-11,94362275580.02
IRQ,Iraq,Asia,1980,1,20.44405364881626,positive,208803444749.5,4.7891930192995275e-12,52569000000.0
ISL,Iceland,Europe,1980,0,363.6570214097484,positive,22962280604.29,0.0,3381419251.29
ISR,Israel,Asia,1980,0,-100.0,negative,36266333333.32,0.0,0.0
ITA,Italy,Europe,1980,130,164.54985538216826,positive,3318677529312.47,3.917223015847884e-11,477256775943.93
JAM,Jamaica,Americas,1980,9,-60.751654082834975,negative,35367461845.229996,2.544711870867213e-10,2679379371.51
JOR,Jordan,Asia,1980,0,-44.8265843910377,negative,22348860849.47,0.0,3910044474.28
JPN,Japan,Asia,1980,126,202.4583907884123,positive,7779683084368.891,1.6196032490470204e-11,1129377244854.04
KAZ,Kazakhstan,Asia,1980,0,-100.0,negative,0.0,,0.0
KEN,Kenya,Africa,1980,19,-85.9596742559728,negative,51584144618.479996,3.683302328753409e-10,7265315820.21
KGZ,Kyrgyzstan,Asia,1980,0,-100.0,negative,0.0,,0.0
KOR,South Korea,Asia,1980,12,-46.33813339612068,negative,379984464754.7,3.158023843881784e-11,65398377597.51
KWT,Kuwait,Asia,1980,0,499.705816484384,positive,150166277867.89,0.0,28638868355.92
LBN,Lebanon,Asia,1980,2,-100.0,negative,0.0,,0.0
LKA,Sri Lanka,Asia,1980,0,-91.57511634832474,negative,51194395697.36,0.0,4024621899.58
LTU,Lithuania,Europe,1980,0,-100.0,negative,0.0,,0.0
LVA,Latvia,Europe,1980,0,-100.0,negative,0.0,,0.0
MAR,Morocco,Africa,1980,1,-65.6629370670657,negative,135493306504.35999,7.380438383263024e-12,21728516153.09
MDA,Moldova,Europe,1980,0,-100.0,negative,0.0,,0.0
MEX,Mexico,Americas,1980,18,-5.016412726122459,negative,1162745469212.61,1.5480602140887524e-11,205577055465.99
MKD,North Macedonia,Europe,1980,0,-100.0,negative,0.0,,0.0
MNE,Montenegro,Europe,1980,0,-100.0,negative,0.0,,0.0
MNG,Mongolia,Asia,1980,10,-100.0,negative,0.0,,0.0
MOZ,Mozambique,Africa,1980,0,-100.0,negative,0.0,,0.0
MUS,Mauritius,Africa,1980,0,-63.350567397038084,negative,4885962687.66,0.0,1131789369.79
MYS,Malaysia,Asia,1980,0,-42.03559924547678,negative,153146902740.69,0.0,24488224677.21
NAM,Namibia,Africa,1980,0,-22.371698074219285,negative,2421990337.99,0.0,2421990337.99
NER,Niger,Africa,1980,1,-87.28822322629303,negative,19800135405.68,5.050470512000303e-11,2508524720.72
NGA,Nigeria,Africa,1980,2,-72.46991271909502,negative,375695972771.87,5.32345339036796e-12,64201788122.61
NLD,Netherlands,Europe,1980,38,331.4377537509059,positive,1369468299930.6401,2.7747995336529217e-11,195152092662.38
NOR,Norway,Europe,1980,13,393.3881142369621,positive,446883219024.93,2.909037405424431e-11,64439382896.02
NZL,New Zealand,Oceania,1980,19,133.5884392443189,positive,208209979591.94,9.125403132566998e-11,23244547384.67
PAK,Pakistan,Asia,1980,6,-90.82215723093344,negative,204763960933.41003,2.930203133720011e-11,23654444444.44
PAN,Panama,Americas,1980,0,-26.244729579172176,negative,36412312700.0,0.0,4614086400.0
PER,Peru,Americas,1980,0,-100.0,negative,0.0,,0.0
PHL,Philippines,Asia,1980,1,-76.19372881108752,negative,276126598953.52,3.621527240728911e-12,36848080898.81
POL,Poland,Europe,1980,146,-100.0,negative,0.0,,0.0
PRI,Puerto Rico,Americas,1980,1,40.85809855231486,positive,125669100000.0,7.957405599308024e-12,14436100000.0
PRK,North Korea,Asia,1980,12,-100.0,negative,0.0,,0.0
PRT,Portugal,Europe,1980,4,5.369543092950399,positive,252585493297.03,1.5836222214456975e-11,32896519823.79
PRY,Paraguay,Americas,1980,0,-54.80712474848235,negative,22560586507.94,0.0,4448087301.59
QAT,Qatar,Asia,1980,0,782.726162554699,positive,31323786156.66,0.0,7829165261.81
ROU,Romania,Europe,1980,114,-100.0,negative,0.0,,0.0
RUS,Russia,Europe,1980,742,-100.0,negative,0.0,,0.0
SAU,Saudi Arabia,Asia,1980,0,406.02481407333056,positive,632892899435.7,0.0,164539580965.98
SDN,Sudan,Africa,1980,0,-86.57937180958814,negative,72263089285.43,0.0,8951800000.0
SEN,Senegal,Africa,1980,0,-75.2649645320951,negative,40451372295.759995,0.0,4510108290.7
SGP,Singapore,Asia,1980,1,54.162357489851956,positive,73615328105.87,1.3584127460001923e-11,11896256782.86
SMR,San Marino,Europe,1980,0,-100.0,negative,0.0,,0.0
SRB,Serbia,Europe,1980,0,-100.0,negative,0.0,,0.0
SUR,Suriname,Americas,1980,0,-33.70174638032453,negative,7212700000.0,0.0,795000000.0
SVK,Slovakia,Europe,1980,0,-100.0,negative,0.0,,0.0
SVN,Slovenia,Europe,1980,0,-100.0,negative,0.0,,0.0
SWE,Sweden,Europe,1980,57,434.8552964730539,positive,1130956070976.27,5.03998355575351e-11,142092068280.69
SYR,Syria,Asia,1980,0,-54.08231948259301,negative,76135224989.94,0.0,13062420382.17
TGO,Togo,Africa,1980,0,-87.47435146677822,negative,8543644435.999999,0.0,1136409056.24
THA,Thailand,Asia,1980,1,-77.87201118117656,negative,227176232207.45,4.4018689379742515e-12,32353514988.73
TJK,Tajikistan,Asia,1980,0,-100.0,negative,0.0,,0.0
TKM,Turkmenistan,Asia,1980,0,-100.0,negative,0.0,,0.0
TON,Tonga,Oceania,1980,0,-82.77203262480649,negative,236177097.68,0.0,53260077.43
TTO,Trinidad and Tobago,Americas,1980,4,72.95693029084337,positive,35525610157.14001,1.1259482897849883e-10,6235833333.33
TUN,Tunisia,Africa,1980,5,-58.417699793322534,negative,53108864067.84,9.414624258604212e-11,8744134354.16
TUR,Turkey,Asia,1980,18,-51.1683958521402,negative,621311981352.48,2.8970952661845288e-11,68823684210.53
TZA,Tanzania,Africa,1980,2,-100.0,negative,0.0,,0.0
UGA,Uganda,Africa,1980,5,-97.06918405864602,negative,28917523229.940002,1.7290554105350238e-10,1244610000.0
UKR,Ukraine,Europe,1980,0,-100.0,negative,0.0,,0.0
URY,Uruguay,Americas,1980,1,7.626856342263073,positive,65752869272.229996,1.5208461791375226e-11,10162460046.29
USA,United States,Americas,1980,468,293.3653003648061,positive,27383163000000.0,1.709079407663753e-11,2857307000000.0
UZB,Uzbekistan,Asia,1980,0,-100.0,negative,0.0,,0.0
VEN,Venezuela,Americas,1980,4,21.579905146634207,positive,412625858537.83997,9.694011941409093e-12,59116511627.91
VIR,United States Virgin Islands,Americas,1980,0,-100.0,negative,0.0,,0.0
VNM,Vietnam,Asia,1980,0,-100.0,negative,0.0,,0.0
WSM,Samoa,Oceania,1980,0,-100.0,negative,0.0,,0.0
WSM,Samoa,Oceania,1980,0,-100.0,negative,0.0,,0.0
XKX,Kosovo,Europe,1980,0,-100.0,negative,0.0,,0.0
YGL,Yugoslavia,Europe,1980,38,,positive,,,
ZAF,South Africa,Africa,1980,3,-5.069592223403946,negative,607323406122.9199,4.939707526096584e-12,89411864402.43
ZMB,Zambia,Africa,1980,0,-78.76667801779438,negative,39430000338.96001,0.0,3882889733.84
ZWE,Zimbabwe,Africa,1980,1,-70.36431744732069,negative,56155824200.0,1.7807591897119728e-11,6678868200.0
AFG,Afghanistan,Asia,1984,0,-100.0,negative,41105114085.17,0.0,0.0
ARE,United Arab Emirates,Asia,1984,0,1021.6869225668491,positive,337973666409.37,0.0,41807954235.9
ARG,Argentina,Americas,1984,6,32.94732086047594,positive,222478571428.57,2.696888945965921e-11,112988571428.57
ARM,Armenia,Asia,1984,0,-100.0,negative,0.0,,0.0
AUS,Australia,Oceania,1984,116,336.0169605696616,positive,2005866659140.5898,5.783036448180459e-11,193518998163.4
AUT,Austria,Europe,1984,20,215.60346832291728,positive,852714481326.6201,2.3454509613680743e-11,67985344886.87
AZE,Azerbaijan,Asia,1984,0,-100.0,negative,0.0,,0.0
BDI,Burundi,Africa,1984,0,-92.84413055928717,negative,11155848134.99,0.0,987143931.17
BEL,Belgium,Europe,1984,24,196.8660842973482,positive,1297542622510.58,1.84965022216866e-11,83349530159.17
BFA,Burkina Faso,Africa,1984,0,-93.38891175088857,negative,21847219336.480003,0.0,1459880132.14
BGR,Bulgaria,Europe,1984,115,-31.0749997169602,negative,93209841880.34,1.2337752932531905e-09,17594944444.44
BHR,Bahrain,Asia,1984,0,227.02246119919653,positive,17826953647.62,0.0,3905585106.38
BHS,Bahamas,Americas,1984,2,197.0833649401325,positive,18123719332.120003,1.1035262483101211e-10,2041100000.0
BLR,Belarus,Europe,1984,0,-100.0,negative,0.0,,0.0
BMU,Bermuda,Americas,1984,1,513.2238920408528,positive,8589515327.1,1.1642100420322794e-10,985699968.0
BRA,Brazil,Americas,1984,26,-100.0,negative,0.0,,0.0
BRB,Barbados,Americas,1984,0,83.7629097672862,positive,8741558804.15,0.0,1346890071.1
BWA,Botswana,Africa,1984,0,-60.37453970598698,negative,9568291873.11,0.0,1240822167.44
CAN,Canada,Americas,1984,78,388.9856988510099,positive,3796791073338.69,2.0543663976593548e-11,356718400123.54
CHE,Switzerland,Europe,1984,34,496.4248338787005,positive,722629757879.16,4.705037348556792e-11,109455312167.51
CHL,Chile,Americas,1984,0,-43.15706712348113,negative,319730336731.7201,0.0,19671768029.28
CHN,China,Asia,1984,35,-89.37852185781765,negative,3699477458570.1304,9.460795583149114e-12,313728547706.9
CIV,Côte d'Ivoire,Africa,1984,1,-75.03940350928829,negative,91348431916.33,1.0947095412824857e-11,6841639250.22
CMR,Cameroon,Africa,1984,2,-73.00735562386268,negative,69960084126.04001,2.8587730060427062e-11,7311938026.37
COL,Colombia,Americas,1984,4,-53.196205061496784,negative,384992408126.22986,1.038981526796366e-11,38253120737.97
CRI,Costa Rica,Americas,1984,0,-52.34428241200153,negative,44468113617.21,0.0,3660477856.23
CUB,Cuba,Americas,1984,46,-16.166528860197943,negative,227849762206.11,2.0188741719374272e-10,24039383608.42
CYP,Cyprus,Asia,1984,0,49.4897842732334,positive,14893297621.99,0.0,2278248953.14
CZE,Czech Republic,Europe,1984,68,-100.0,negative,0.0,,0.0
DEU,Germany,Europe,1984,603,226.90978416150065,positive,8865141718154.889,6.801921719594383e-11,725111123634.12
DJI,Djibouti,Africa,1984,0,-100.0,negative,0.0,,0.0
DNK,Denmark,Europe,1984,39,305.8802407211185,positive,756927938037.8301,5.152405934585921e-11,59105236853.79
DOM,Dominican Republic,Americas,1984,1,-35.21737268222323,negative,85518899700.0,1.1693321634258585e-11,11594000000.0
DZA,Algeria,Africa,1984,2,-11.89287486036086,negative,417321664799.26996,4.7924662645108344e-12,53698548293.07
ECU,Ecuador,Americas,1984,0,-34.20573647462318,negative,189402727078.66998,0.0,16912509091.86
EGY,Egypt,Africa,1984,3,-75.5023973183877,negative,282147315136.46,1.0632743389916916e-11,33971188991.61
ERI,Eritrea,Africa,1984,0,-100.0,negative,0.0,,0.0
ESP,Spain,Europe,1984,22,57.607094231856195,positive,2273322210185.27,9.677466705525678e-12,172102910370.52
EST,Estonia,Europe,1984,0,-100.0,negative,0.0,,0.0
ETH,Ethiopia,Africa,1984,10,-92.75075955608744,negative,31696774396.14,3.1548951558988253e-10,8096302367.15
FIN,Finland,Europe,1984,50,280.28921444940414,positive,599445628454.56,8.341040058779937e-11,52888800949.74
FJI,Fiji,Oceania,1984,0,-41.806346746366295,negative,13080657475.939999,0.0,1178000678.0
FRA,France,Europe,1984,106,231.01319403896227,positive,7310571480799.2295,1.4499550449428275e-11,530683779929.45
GAB,Gabon,Africa,1984,0,50.00121867797779,positive,37730243714.29,0.0,3561451560.51
GBR,Great Britain,Europe,1984,149,187.1049532560776,positive,5892534403502.02,2.52862333585099e-11,461487097632.35
GEO,Georgia,Asia,1984,0,-100.0,negative,0.0,,0.0
GHA,Ghana,Africa,1984,3,-88.39215900446715,negative,67085829824.85,4.471883269287275e-11,4412279843.44
GRC,Greece,Europe,1984,9,70.33433420935869,positive,622503558273.71,1.4457748683330048e-11,48020024183.8
GRD,Grenada,Americas,1984,0,-48.71931117123622,negative,891386072.6,0.0,145533310.74
GTM,Guatemala,Americas,1984,0,-56.65970765011217,negative,95236200800.0,0.0,9470000100.0
GUY,Guyana,Americas,1984,1,-80.20429426523104,negative,8688102172.48,1.1509993553799935e-10,437631605.26
HKG,Hong Kong,Asia,1984,0,117.92055007317089,positive,288500485184.86,0.0,33511383985.67
HRV,Croatia,Europe,1984,0,-100.0,negative,0.0,,0.0
HUN,Hungary,Europe,1984,179,-100.0,negative,0.0,,0.0
IDN,Indonesia,Asia,1984,0,-81.65154481482678,negative,723101956206.54,0.0,84853700027.65
IND,India,Asia,1984,5,-90.23816692111136,negative,2500613655985.07,1.999509195685946e-12,212157645177.65
IRL,Ireland,Europe,1984,5,99.80095915147972,positive,227053251365.78,2.2021265804051672e-11,20106648454.84
IRN,Iran,Asia,1984,16,24.83948840969673,positive,1185959394084.25,1.3491187033730235e-11,162276728619.52
IRQ,Iraq,Asia,1984,1,7.148491453820845,positive,376660068405.41003,2.6549137641096355e-12,46938387096.77
ISL,Iceland,Europe,1984,1,319.80234872453025,positive,35292295982.0,2.833479580104469e-11,2864441387.41
ISR,Israel,Asia,1984,0,-100.0,negative,36266333333.32,0.0,0.0
ITA,Italy,Europe,1984,163,171.6787296560086,positive,5057583089075.2,3.22288328494481e-11,437887689001.54
JAM,Jamaica,Americas,1984,12,-63.20094315622832,negative,47632812950.579994,2.5192717491722027e-10,2373564549.49
JOR,Jordan,Asia,1984,0,-33.70307754010437,negative,41301900896.39001,0.0,4967162160.4
JPN,Japan,Asia,1984,159,293.4025751168303,positive,12800320342618.55,1.242156412840786e-11,1345824500836.76
KAZ,Kazakhstan,Asia,1984,0,-100.0,negative,0.0,,0.0
KEN,Kenya,Africa,1984,22,-88.41111402015432,negative,77040851065.25998,2.8556278514322456e-10,6191437070.18
KGZ,Kyrgyzstan,Asia,1984,0,-100.0,negative,0.0,,0.0
KOR,South Korea,Asia,1984,31,-15.28933285645314,negative,716547711319.01,4.3262994927351975e-11,97510744119.12
KWT,Kuwait,Asia,1984,0,319.91151557413593,positive,239372615395.65,0.0,21700082752.94
LBN,Lebanon,Asia,1984,2,-100.0,negative,0.0,,0.0
LKA,Sri Lanka,Asia,1984,0,-86.6349588465054,negative,71590393014.95999,0.0,6043474842.77
LTU,Lithuania,Europe,1984,0,-100.0,negative,0.0,,0.0
LVA,Latvia,Europe,1984,0,-100.0,negative,0.0,,0.0
MAR,Morocco,Africa,1984,3,-76.30552835342894,negative,202049844799.40997,1.4847821353084062e-11,14824667954.37
MDA,Moldova,Europe,1984,0,-100.0,negative,0.0,,0.0
MEX,Mexico,Americas,1984,24,-12.003445785202645,negative,1951543663221.0,1.2297956972373491e-11,184230754105.39
MKD,North Macedonia,Europe,1984,0,-100.0,negative,0.0,,0.0
MNE,Montenegro,Europe,1984,0,-100.0,negative,0.0,,0.0
MNG,Mongolia,Asia,1984,10,-60.63920788798921,negative,9686972266.66,1.0323143005598725e-09,2098734600.0
MOZ,Mozambique,Africa,1984,0,-100.0,negative,0.0,,0.0
MUS,Mauritius,Africa,1984,0,-63.91561745139613,negative,9237586291.83,0.0,1040554601.11
MYS,Malaysia,Asia,1984,0,-18.873585915371947,negative,269246021700.78998,0.0,33942897422.05
NAM,Namibia,Africa,1984,0,-35.5055591244299,negative,11039269889.39,0.0,1951260037.81
NER,Niger,Africa,1984,1,-92.64510289457195,negative,27252983923.38,3.669322973262066e-11,1461243326.13
NGA,Nigeria,Africa,1984,4,-68.28720569895023,negative,853519816915.53,4.6864758389035345e-12,73484359521.49
NLD,Netherlands,Europe,1984,52,250.21708206172093,positive,1989440175082.4102,2.6138006385563197e-11,143912664148.35
NOR,Norway,Europe,1984,17,426.15929276400755,positive,696812265187.32,2.439681510977708e-11,62057955032.78
NZL,New Zealand,Oceania,1984,32,135.6656039256361,positive,302767454859.63,1.0569167685092157e-10,21665975318.88
PAK,Pakistan,Asia,1984,7,-88.36758768783565,negative,323434253789.28,2.164272929657152e-11,31151825467.5
PAN,Panama,Americas,1984,0,1.066739568713876,positive,59511645100.0,0.0,6183387100.0
PER,Peru,Americas,1984,1,-62.980152325353764,negative,49667025842.83,2.0134082583573127e-11,20339340469.33
PHL,Philippines,Asia,1984,1,-76.56352717805976,negative,432321364625.88,2.3130941050423793e-12,35730185633.52
POL,Poland,Europe,1984,146,-100.0,negative,0.0,,0.0
PRI,Puerto Rico,Americas,1984,3,101.13798979504271,positive,194828200000.0,1.539818157741025e-11,19162600000.0
PRK,North Korea,Asia,1984,12,-100.0,negative,0.0,,0.0
PRT,Portugal,Europe,1984,7,-11.4467299540945,negative,367548144754.66003,1.904512401952819e-11,25217969049.58
PRY,Paraguay,Americas,1984,0,-54.02847065768681,negative,43780225678.97,0.0,4502462807.14
QAT,Qatar,Asia,1984,0,575.7873784479953,positive,60753731266.560005,0.0,6704395824.18
ROU,Romania,Europe,1984,172,-100.0,negative,0.0,,0.0
RUS,Russia,Europe,1984,742,-100.0,negative,0.0,,0.0
SAU,Saudi Arabia,Asia,1984,0,241.09971951619582,positive,1219221161480.5999,0.0,119624918956.21
SDN,Sudan,Africa,1984,0,-84.57096824945882,negative,110427315424.54997,0.0,10447615384.62
SEN,Senegal,Africa,1984,0,-80.70976135022204,negative,55615738075.649994,0.0,3485165431.71
SGP,Singapore,Asia,1984,1,153.72762776264776,positive,141408282575.47998,7.071721555392108e-12,19749361097.97
SMR,San Marino,Europe,1984,0,-100.0,negative,0.0,,0.0
SRB,Serbia,Europe,1984,0,-100.0,negative,0.0,,0.0
SUR,Suriname,Americas,1984,0,-20.73538967842212,negative,10764200000.0,0.0,864000000.0
SVK,Slovakia,Europe,1984,0,-100.0,negative,0.0,,0.0
SVN,Slovenia,Europe,1984,0,-100.0,negative,0.0,,0.0
SWE,Sweden,Europe,1984,78,359.8002399749151,positive,1589239286178.58,4.908008547130471e-11,109201362581.3
SYR,Syria,Asia,1984,1,-33.83225246182428,negative,148287581677.84,6.7436530334181e-12,19195414012.74
TGO,Togo,Africa,1984,0,-92.20106410115973,negative,11811539173.449999,0.0,718149015.49
THA,Thailand,Asia,1984,2,-70.44175914872434,negative,380452489968.94,5.256898174495531e-12,41797647775.62
TJK,Tajikistan,Asia,1984,0,-100.0,negative,0.0,,0.0
TKM,Turkmenistan,Asia,1984,0,-100.0,negative,0.0,,0.0
TON,Tonga,Oceania,1984,0,-76.75553446659454,negative,485599590.58,0.0,64248354.54
TTO,Trinidad and Tobago,Americas,1984,4,129.82816113160814,positive,66178943490.47001,6.044218582268564e-11,7757083333.33
TUN,Tunisia,Africa,1984,5,-60.19446705695894,negative,86276013356.29,5.795353546705659e-11,8254541194.83
TUR,Turkey,Asia,1984,21,-56.26551352758099,negative,878602644421.4298,2.390158979526945e-11,59937602179.84
TZA,Tanzania,Africa,1984,2,-100.0,negative,0.0,,0.0
UGA,Uganda,Africa,1984,5,-91.31790077766156,negative,38288304040.32001,1.305881815693556e-10,3615647477.05
UKR,Ukraine,Europe,1984,0,-100.0,negative,0.0,,0.0
