WB_country_name,WB_country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Jamaica,JAM,699064380.37,748043500.78,777727688.91,826706669.32,897949000.82,972159611.14,1096759561.3,1148014310.83,1083839132.93,1191239047.01,1404720441.89,1539861815.89,1875146587.44,1905917553.19,2375122375.12,2860442750.44,2966042856.04,3249733139.73,2644527821.53,2425064229.04,2679379371.51,2979027966.45,3293496311.93,3619262277.48,2373564549.49,2100239018.82,2754549581.92,3287007321.57,3828342820.35,4404937853.39,4592208086.69,4106207649.06,3535460089.81,5440075675.74,5452558947.03,6577520642.82,7393891920.8,8400041723.55,8787195622.44,8887057997.36,9005064474.93,9194727831.07,9719009494.85,9430234810.79,10174664853.95,11243865777.71,11930179089.89,12799600047.18,13709401520.03,12120458114.83,13220549908.25,14444661522.15,14807086555.53,14264205152.61,13899217721.68,14188936958.43,14077096714.13,14808985171.34,15730792835.58,15830766570.73,13812421803.41,14657586127.03,17097760723.92
Jordania,JOR,0.0,0.0,0.0,0.0,0.0,599759760.1,657999736.8,631679747.33,561119775.55,698879720.45,639519744.19,678159728.74,788479684.61,943783839.72,1197483948.69,1363073497.77,1708521219.46,2096778602.17,2602208588.96,3271368780.65,3910044474.28,4383944702.86,4681240992.7,4920692190.96,4967162160.4,4993601520.43,6402050484.9,6756209762.48,6277451829.05,4221373673.8,4160087507.83,4344467193.25,5310833193.59,5606400221.69,6236295978.25,6727597031.96,6927503526.09,7245839210.16,7912270803.95,8149929478.14,8460789844.85,8975814652.82,9582510578.28,10195627644.57,11411706629.06,12588998589.56,15056981664.32,17110437235.54,22658715989.33,24537876056.34,27133804225.35,29524149154.93,31634561690.14,34454440140.85,36847643521.13,38587017887.32,39892551126.76,41608435915.49,43370860704.23,44502816901.41,43700383098.59,46296100140.85,48653381780.64
Japón,JPN,44307342950.4,53508617739.38,60723018683.73,69498131797.33,81749006381.51,90950278257.78,105628070343.11,123781880217.6,146601072685.51,172204199480.89,217223652719.44,245364056622.36,324933841268.59,441460582535.92,490035789970.3,532861438884.72,598883902155.61,737069290927.71,1035611588216.59,1077910077676.37,1129377244854.04,1245221410764.15,1158731426905.85,1270859919742.9,1345824500836.76,1427019759717.41,2120083812109.91,2580748422781.09,3125724434400.79,3109455047823.93,3185904656663.85,3648065760648.88,3980702922117.66,4536940479038.25,4998797547740.97,5545563663889.7,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5055587093501.59,5034620784584.98,4256410760723.75
Kazajstán,KAZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26932016269.61,24923076923.08,24917355371.9,23409260879.94,21250792886.11,20374302652.38,21035357936.88,22165932062.97,22135245507.37,16870817181.78,18291990662.04,22152689179.88,24636598527.44,30833692900.11,43151647002.61,57123671733.9,81003864630.02,104849915058.38,133441648851.98,115308686941.38,148047348240.64,192626464617.07,207998568865.79,236634603409.09,221415613595.47,184388404706.04,137278320084.17,166805788827.23,179339977690.49,181667184854.5,171082365861.42,197112255360.61,225496328925.49
Kenya,KEN,791265459.49,792959472.82,868111400.76,926589349.36,998759334.5,997919320.83,1164519674.19,1232559506.98,1353295458.68,1458379416.65,1603447358.62,1778391288.64,2107279157.09,2509001324.35,2969958812.02,3259345083.26,3474542391.7,4494378764.32,5303735110.55,6234391113.46,7265315820.21,6854491705.88,6431579356.96,5979198313.76,6191437070.18,6135034213.79,7239126568.14,7970820369.29,8355380879.13,8283114514.17,8572359038.17,8151488783.19,8209120763.05,5751786642.56,7148148564.04,9046320255.41,12045865396.13,13115764358.28,14093998843.73,12896010459.37,12705350097.8,12986007425.88,13147736898.52,14904517649.85,16095337093.84,18737895512.74,25825512284.29,31958195182.24,35895153327.85,42347217912.92,45405615063.76,46869473150.61,56396704671.58,61671440407.84,68285796514.29,70120446896.84,74815144163.89,82036510877.26,92202979985.29,100378436207.37,100657505750.55,109703658904.99,113420008178.79
Kirguistán,KGZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2675000000.0,2569444444.44,2316562500.0,2028295454.55,1681006993.01,1661018518.52,1827570586.17,1767864035.72,1645963749.83,1249061487.01,1369688498.07,1525116370.28,1605643104.73,1919008090.5,2211534585.0,2460246766.41,2834168889.42,3802570552.56,5139958909.18,4690061380.6,4794361863.01,6197765984.28,6605142884.36,7335033800.59,7468102412.68,6678177511.66,6813095379.12,7702938379.42,8271106235.42,9371275264.37,8270468614.24,9249133946.27,11543966558.84
"Corea, República de",KOR,3958811881.19,2417628736.53,2814615384.62,3988461538.46,3459019942.79,3120861498.91,3929055143.5,4855892445.83,6119394892.37,7678698837.59,9005144969.12,9903571248.53,10862211760.83,13876472208.27,19543973941.37,21784297520.66,29902479338.84,38446487603.31,51972107438.02,66946900826.45,65398377597.51,72933533011.77,78358416171.49,87760553261.93,97510744119.12,101296177099.38,116836246284.83,147948709376.43,199591287824.78,246928837311.41,283365844161.09,330647042837.33,355524903068.06,392665710525.41,463619823515.16,566581003128.2,610167053824.01,569755022973.04,383331833681.82,497514040642.26,576179387819.61,547656279894.59,627246933729.62,702714855193.9,793175561887.03,934901071332.98,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.74,1143672241149.72,1253289537500.81,1278046536287.01,1370632955321.2,1484488526271.8,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916469026.56
Kuwait,KWT,0.0,0.0,0.0,0.0,0.0,2097199161.12,2391199043.52,2441599023.36,2662798934.88,2769198892.32,2873638850.54,3880392195.41,4450537925.33,5408804607.31,13006948296.27,12022811620.79,13132252801.94,14137406740.51,15503557496.19,24749063922.48,28638868355.92,25058020338.25,21577153356.42,20871081080.15,21700082752.94,21445970613.76,17903989745.18,22368704133.67,20690322152.89,24313855653.4,18427777777.78,11009993703.15,19858555214.72,23941391390.73,24848483838.38,27186980646.54,31492373308.75,30350190704.44,25943705784.3,30122365849.25,37718743480.08,34889559869.83,38135788413.83,47874582231.59,59439090600.61,80798630136.99,101557330723.42,114634043361.69,147379737229.75,105968691905.42,115416580893.0,154079839408.07,174047996684.96,174167897908.59,162650272167.89,114585576961.43,109406328917.01,120687539805.51,138202535799.92,136191825724.36,105948807280.73,137384258875.56,175363265306.12
Líbano,LBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313540067.93,2717998687.71,2838485353.96,4690415092.54,5843579160.9,7941744492.24,9599127050.18,11718795528.56,13690217333.59,15751867489.44,17247179005.52,17391056369.23,17260364842.45,17649751243.78,19152238805.97,20082918739.64,21159827992.04,21497336498.84,22022709851.41,24827355014.93,29118916105.47,35399582928.69,38443907042.12,39927125961.53,44016799515.75,46880103080.6,48095213746.6,49929337836.82,51147308774.13,53027680685.9,54901519155.56,51605959131.27,31712128253.8,23131941556.78,0.0
Sri Lanka,LKA,1409873949.58,1444327731.09,1434156378.6,1240672268.91,1309747899.16,1698319327.73,1751470588.24,1859465020.58,1801344537.82,1965546218.49,2296470588.24,2369308600.34,2553936348.41,2875625000.0,3574586466.17,3791298145.51,3591319857.31,4104509582.86,2733183856.5,3364611432.24,4024621899.58,4415844155.84,4768765016.82,5167913302.17,6043474842.77,5978460972.02,6405210563.88,6682167119.57,6978371581.26,6987267683.77,8032551173.24,9000362581.58,9703011635.87,10338679635.76,11717604208.82,13029697560.98,13897738375.25,15091913883.71,15794972847.17,15656327859.57,16330814179.98,15749753804.83,16536535647.08,18881765437.22,20662525941.3,24405791044.78,28279802405.91,32350238760.42,40713826215.01,42066224093.01,58636161081.71,67753284043.93,70447216891.34,77000578167.35,82528535713.93,85140955388.85,88012282205.84,94376237797.24,94493871200.79,89014978344.14,84440516486.11,88548049121.5,74403578363.44
Lituania,LTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7867140395.34,8382519637.46,10118631851.53,11239547690.98,10971583944.76,11524776866.64,12237388001.73,14259781159.01,18781721376.2,22627507451.56,26097677571.84,30183575103.53,39697891351.94,47797551587.88,37388122046.15,37128694028.24,43535051482.39,42927454291.48,46523420074.44,48533659592.17,41435533340.39,43047309305.74,47758736931.78,53751411409.44,54808531641.41,56964942999.37,66798933785.77,70974490450.49
Letonia,LVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5789128636.62,5975248851.45,6527926445.68,7166275467.65,7533788133.56,7958852838.93,8362398701.59,9557031605.28,11771975156.81,14435700533.37,17003459863.1,21570076498.62,31054350977.98,35854274228.91,26410909090.91,23956163076.56,27474380566.27,28169902669.38,30204783461.85,31386896487.04,27263090547.06,28083597512.48,30483806017.83,34429023435.02,34225547537.07,34390910338.96,39443126174.43,40932030049.56
Marruecos,MAR,2037154741.93,2025693539.56,2379611124.61,2657252578.31,2798345298.58,2948331090.47,2876401297.11,3046345314.39,3271422332.62,3651622668.95,3956336244.12,4356669034.34,5074117544.77,6242145880.09,7675466449.36,8984853005.08,9584297284.28,11049783871.81,13236946233.58,15911994817.31,21728516153.09,17788185478.94,17692276734.17,16251408127.57,14824667954.37,14991283215.74,19462085540.22,21765195948.19,25705296183.5,26314313191.18,30179954774.99,32285573573.92,33711069430.78,31655473663.83,35604137422.58,39030285468.38,43161571527.64,39147844526.08,46497608724.99,46266428648.14,43017455401.84,43831480207.64,47077192187.64,58029363354.28,66114145451.01,68852658068.67,75883823300.85,86947913286.73,101822906949.06,101154952240.88,100865329473.44,110080631332.38,106937392311.13,115739287305.08,119130841411.66,110413823841.59,111572947004.92,118540573367.84,127341147581.82,128920266409.46,121353645057.14,141817797083.47,130912558829.84
República de Moldova,MDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752979926.41,1695122173.91,1930081168.83,1698717504.66,1170782957.37,1288429391.8,1480673594.06,1661818168.42,1980907434.77,2598249555.9,2988342907.03,3408255450.55,4401173151.94,6054824248.24,5439434271.79,6974982369.6,8414352020.49,8709138634.83,9496717875.52,9399833207.49,7798692878.4,7982450758.03,9519053158.46,11253727815.48,11735774634.42,11531967881.06,13692230147.06,14508333280.42
México,MEX,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,88875923765.07,81912018783.5,102648570299.12,134531900898.93,205577055465.99,263797827860.49,184602611609.52,156167000432.99,184230754105.39,195241069482.08,134556034672.99,147542558208.89,181611150496.79,221403098266.77,261253675692.84,313139656145.75,363157832923.73,530160763983.51,553618247900.74,380157469866.85,432157945024.43,523449530464.26,557461102630.66,631249359702.39,742061329643.37,796064590656.18,810666116505.48,765549967888.65,819459227375.02,917571853345.58,1020265057698.51,1102355554788.94,1161553459894.8,943437415098.63,1105424238889.37,1229013703255.77,1255110424741.85,1327436290360.97,1364507717463.67,1213294467527.59,1112233497399.12,1190721475958.84,1256300182983.65,1305212479961.59,1120741118380.27,1312557512901.28,1465854089286.47
Macedonia del Norte,MKD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699646643.11,4938775510.2,2436849341.98,2682456896.55,3559608639.98,4707041315.24,4642021256.31,3912986090.97,3765745023.21,3863619284.78,3772859034.21,3709636030.67,4018365747.01,4946296599.08,5682784471.7,6258602872.68,6861226971.56,8336474973.73,9909552434.51,9401736825.43,9407170321.38,10494626767.64,9745261300.58,10817702346.07,11362265252.78,10064519962.57,10672467073.29,11307067069.67,12683068114.24,12606338448.55,12363580534.68,13998355971.3,13563132102.17
Montenegro,MNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984293043.81,1159869245.93,1284685050.52,1707710053.15,2073234417.68,2257174480.79,2721903148.91,3680711743.77,4545674527.61,4159330369.55,4142983843.49,4544428421.5,4087526241.81,4465772400.37,4593853290.96,4054730077.58,4376930578.32,4856599480.8,5506942238.36,5542054181.13,4769996866.01,5861427505.12,6229801580.79
Mongolia,MNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2310099100.0,2552401933.33,2725736633.33,2098734600.0,2186505475.0,2896178866.67,3020611600.0,3204461566.67,3576966800.0,2560785660.0,2379018326.32,1317611863.85,768401634.15,925817092.22,1452165005.24,1345719472.36,1180934202.84,1124440204.85,1057408588.68,1136896123.61,1267997934.31,1396555719.97,1595297355.78,1992066808.1,2523471601.1,3414055661.62,4234999703.9,5623216608.04,4583850367.89,7189481998.9,10409797377.86,12292770631.57,12582122604.26,12226514668.06,11619892590.69,11181350649.36,11480847740.74,13178094720.5,14206359017.51,13312981429.09,15286441737.67,17146471626.4
Mozambique,MOZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3854856434.58,2798696511.18,2883161897.43,2958108170.32,3061646173.74,4030146134.57,4873663774.93,5551118148.74,6285219691.22,5930685214.62,5650154067.1,5950769426.6,6583526860.58,7937255565.36,8868504899.95,9509835536.93,10811456005.94,12920340964.65,12263894790.01,11411894723.86,14619279988.72,16688114144.07,17198073057.2,17978246586.07,16208985769.62,12069051237.17,13264640645.78,15017358750.61,15512759174.57,14235420505.29,16168056388.91,18406835954.67
Mauricio,MUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704030891.15,823633467.67,1015369263.91,1211139695.14,1131789369.79,1142388185.5,1078403870.3,1090276947.26,1040554601.11,1076122279.04,1462904818.07,1880850431.39,2134513096.52,2181934976.45,2653485892.63,2856889220.43,3224265890.43,3263363787.17,3558143578.02,4040341982.72,4421952040.85,4187375953.7,4169672974.85,4343708953.07,4663321081.44,4613637274.94,4841310239.64,5816559038.55,6578840418.92,6488743193.07,7028810680.89,8150150209.23,9990356673.73,9128843109.16,10003670690.35,11518413429.97,11668696396.79,12292974141.4,13074129952.05,12007291045.65,12594155464.41,13713506130.61,14735695930.97,14436346979.64,11408106446.31,11484357947.91,12948726653.81
Malasia,MYS,1916229477.14,1901856122.72,2001489602.18,2510110348.16,2674423922.49,2956337669.3,3143517943.83,3188924677.09,3330371551.21,3664552041.34,3864145667.41,4244395955.78,5043347250.42,7662902677.9,9496204301.75,9298800799.47,11050234598.62,13139488632.55,16358079862.11,21213264962.01,24488224677.21,25004285791.79,26804493635.33,30347442110.93,33942897422.05,31199633352.96,27734111399.75,32181210157.97,35272109220.2,38847965292.92,44024585239.61,49143148094.27,59167550162.96,66894966968.97,74478356957.78,88705342902.71,100855393910.49,100005323301.87,72167498980.84,79148421052.63,93789736842.11,92783947368.42,100845526315.79,110202368421.05,124749473684.21,143534405818.5,162692258307.06,193549569477.73,230811614370.38,202257453036.64,255017638455.59,297951668674.84,314443047642.11,323276235524.42,338066095097.25,301355266964.95,301256033870.33,319109094160.34,358788845712.53,365177721021.52,337456163961.21,373832428055.45,407027451714.62
Namibia,NAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421990337.99,2249908577.8,2118710248.24,2297400687.55,1951260037.81,1608237350.4,1809048527.15,2300068217.02,2495094746.44,2535135797.58,2789921853.38,2996869281.48,3429521699.4,3251188833.15,3666503529.63,3978514206.31,3989163196.57,4154989950.0,3873109865.56,3868551730.39,3922232164.83,3557341215.15,3349169826.39,4926439383.51,6609205994.77,7248374837.72,8001779551.06,8839536476.0,8607431497.49,8938847189.08,11431412421.13,12523359440.55,13042053591.69,12043307277.12,12435430969.63,11335161083.51,10722018732.09,12895153160.47,13682018827.04,12541928102.77,10583748541.53,12446290854.9,12914932655.69
Níger,NER,449526873.3,485785230.98,531736599.25,586294878.74,582816396.4,673383510.81,702296078.59,665586872.27,641214226.21,625867985.27,649916621.24,693573703.63,742779660.82,946385105.19,1026137110.89,1048690933.21,1064517601.29,1291458041.46,1774365589.71,2109277665.7,2508524720.72,2170893414.39,2017612215.98,1803099561.2,1461243326.13,1440581652.4,1904096998.3,2233006104.93,2280356192.76,2179567114.33,3512356507.89,3285796874.97,3386232579.23,3052673849.25,1938058175.21,2302537562.24,2405686940.05,2290318910.21,2643363518.99,2537789820.69,2241753192.81,2448714703.97,2782192878.67,3394084732.5,3760443737.54,4383315964.59,4756361252.38,5731485051.79,7297600226.01,7352131309.73,7851192502.31,8772950777.79,9426912647.59,10224897437.86,10862943543.54,9683867926.44,10398861981.76,11185104251.68,12837307496.88,12889555561.3,13744653102.99,14915002435.99,15342278919.4
Nigeria,NGA,4196174501.53,4467287893.08,4909399176.24,5165590253.76,5552931318.83,5874537650.18,6366917453.23,5203237918.7,5200997919.6,6634317346.27,12546094981.56,9181769911.5,12274416017.8,15162871287.13,24846641318.12,27778934624.7,36308883248.73,36035407725.32,36527862208.71,47259911894.27,64201788122.61,164475209515.94,142769363314.18,97094911792.05,73484359521.49,73745821158.23,54805852580.91,52676041931.11,49648470440.46,44003061108.4,54035795387.81,59526833412.36,52058181853.81,56721051402.47,80399613063.64,140919776986.36,185730236700.0,200850397618.18,218416200672.73,59145077039.14,69171451627.25,73557840064.49,95054059302.7,104738954264.23,135764731645.61,175670569969.35,238454997161.48,278260846800.1,339476276257.79,295008835381.0,366990417129.04,414466676831.16,463971018239.28,520117180313.91,574183763411.51,493026682800.63,404649125252.16,375745731053.43,421739251509.08,474517491092.91,432198898221.97,440838992188.48,472624597402.9
Países Bajos,NLD,12276734172.08,13493833739.99,14647057370.14,15891241386.29,18699380731.35,21000586933.2,22867203317.4,25087562181.32,27817605743.25,34035946604.18,38164716625.07,44579122807.02,54706557264.49,71840909664.2,87243413394.54,100249523353.09,109168720620.1,127016990212.8,155859695457.32,179669405690.43,195152092662.38,164134217080.28,158479527935.96,153445465987.18,143912664148.35,143845822717.62,200862095700.67,245046310922.54,261910508417.88,258336705809.0,318330511920.61,327500327675.63,362962872180.45,353550169672.52,379130260322.07,452301674444.14,450490196078.43,416812740004.52,438008220395.47,447049523049.81,417479337444.71,431586852369.69,473861980070.98,580070360701.96,658380081545.18,685348181515.95,733955269898.82,848558887541.18,951869997864.06,871518638049.22,847380859016.67,905270626332.69,838923319919.53,877172824534.51,892167986713.72,765572770634.38,784060430240.08,833869641687.06,914043438179.61,910194347568.63,909793466661.48,1029678338329.44,1009398719033.08
Noruega,NOR,5163271598.16,5632460936.55,6066976682.67,6510239502.76,7159202706.48,8058681060.16,8696460205.34,9514496703.4,10159934136.78,11063065083.49,12814123115.26,14583114840.06,17358610849.7,22534253702.87,27145693810.13,32877805200.02,35942270686.34,41508030431.11,46522900253.71,53132244623.92,64439382896.02,63596654760.87,62647195537.65,61627240831.09,62057955032.78,65416879914.39,78693118044.0,94229907235.62,101900260856.22,102633934390.62,119791843059.57,121872464483.49,130838040067.58,120579213712.8,127131319428.7,152029612324.79,163520109150.67,161356631888.48,154230295158.45,162383706021.13,171457201935.97,174239354070.98,195914852576.47,229385469337.02,265268662473.3,309978579743.89,346915160681.71,402643260487.57,464917553191.49,387976400617.02,431052143940.44,501360549669.4,512777309841.0,526014468085.11,501736471832.85,388159512245.53,370956547619.05,401745275035.26,439788625883.8,408742840909.09,367633418886.63,503367986030.27,593348981537.66
Nueva Zelandia,NZL,5485854791.97,5670064168.22,6077496267.76,6638937283.14,7274144350.82,5654463586.0,5863733230.98,5961418093.53,5180597620.64,5761588761.69,0.0,7911136757.07,9567331064.66,12802281897.87,13940981798.12,12861983284.39,13604832424.01,15446825318.46,18530518394.65,20731243113.29,23244547384.67,24417617184.25,24164603058.99,24309279705.57,21665975318.88,24679795396.42,30604668356.57,40376354069.95,45176811594.2,43920222524.71,45495129385.05,42745329732.16,41649829859.63,46775620817.43,55314732279.14,63918703506.91,70140835299.01,66075143415.5,56227169851.04,58762260625.88,52623281956.7,53872425916.62,66627729311.45,88250885550.26,103905210084.03,114720129550.1,111538810712.67,137188946865.58,133131369930.41,121373602348.68,146517541181.25,168291357111.74,176206659722.52,190906575136.0,201313497220.92,178064471137.92,188838342527.98,206556258844.57,211886686924.48,213091987153.09,212569779569.52,255551704625.83,248101705541.4
Pakistán,PAK,3749265014.7,4118647627.05,4310163796.72,4630827383.45,5204955900.88,5929231415.37,6561108777.82,7464510709.79,8041999160.02,8683116337.67,10027509449.81,10665896682.07,9415016359.57,6383429490.21,8899191919.19,11230606060.61,13168080808.08,15126060606.06,17811515151.52,19688383838.38,23654444444.44,28100606060.61,30725971563.98,28691889763.78,31151825467.5,31144920844.33,31899070055.8,33351529274.69,38472742808.32,40171106279.01,40010423970.46,45625336680.2,48884671947.47,51809999353.16,52293470813.13,60636071684.19,63320170084.41,62433340468.02,62191955814.35,62973857068.51,99484802344.53,97145618479.9,97923302809.35,112371913740.82,132216048339.41,145208562960.77,161871385506.36,184140869997.46,202203748583.85,187337783856.47,196709621849.59,230586581059.67,250106966104.7,258657231672.41,271390474857.63,299963590534.77,313630000130.44,339205534861.1,356128166704.92,320909472770.67,300425609817.98,348516647445.15,374697366359.24
Panamá,PAN,537147100.0,599026300.0,652120900.0,722784500.0,776137500.0,852485300.0,928833000.0,1034376400.0,1112791100.0,1221305700.0,1351006400.0,1523917200.0,1673411700.0,1913793400.0,2188307600.0,2435304100.0,2588106000.0,2738261900.0,3244558600.0,3704551600.0,4614086400.0,5222421500.0,5769767900.0,5923755900.0,6183387100.0,6541517100.0,6797834200.0,6827665300.0,5902783400.0,5918469800.0,6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9870494000.0,10677286100.0,11575486400.0,12130252200.0,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984200.0,25155888600.0,27116635600.0,29440287600.0,34686224300.0,40429700000.0,45599900000.0,49921400000.0,54091800000.0,57907700000.0,62202700000.0,67294169200.0,69721787500.0,57086836900.0,67406738100.0,76522511800.0
Perú,PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15203143381.0,14124541992.5,20339340469.33,15044388198.18,21777475654.29,36533467759.41,15439408447.2,22499558526.37,26410386962.8,34341465998.2,35966302303.26,34832077220.85,44882079766.89,53312793687.38,55252414130.3,58147522522.52,55501467877.38,50187324567.88,51744749133.21,52030158775.41,54777553515.08,58731030121.87,66768703497.57,76060606060.61,88643193061.75,102170981144.14,120550599815.44,120822986521.48,147527631520.73,171761737046.59,192650021648.58,201175543571.39,200786250582.94,189802976285.62,191898104390.38,211007984080.91,222597009739.24,228325821196.15,201947615138.57,223717799056.53,242631573320.79
Filipinas,PHL,7515894110.56,8171194424.94,4954593071.83,5505023238.41,5953756194.81,6517349771.93,7189017887.69,7724873935.13,8632749269.49,9571800652.56,7559115516.7,8375075629.83,9067815521.33,11412449735.31,15607882555.29,16875240683.51,19381055197.28,22283109803.35,25762224562.63,31218296292.13,36848080898.81,40499388869.13,42206011275.18,37759179894.53,35730185633.52,34961486348.24,33987207294.94,37791488666.07,43152128958.61,48513773720.67,50508286641.57,51784144942.73,60422328242.18,62036529147.18,73159336915.27,84644328727.48,94648084429.03,94106317565.08,74492416329.91,85640171045.13,83669788254.73,78921234457.55,84307345887.54,87039092974.23,95001999685.33,107419977318.17,127652926368.07,155980408673.4,181624626327.36,175974755881.37,208368893151.14,234216730295.94,261920540972.1,283902828581.65,297483555344.8,306445871246.72,318627003012.52,328480736798.79,346841896583.52,376823402244.93,361751145451.6,394087359844.05,404284326110.46
Polonia,POL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65977748210.53,85500935934.99,94337050693.27,96043157272.86,110803635287.62,142293781028.57,160193242090.43,159358178533.66,174685791563.56,170030662134.73,172220451786.96,190905493539.17,199070448694.9,217828661056.94,255107252158.63,306145944824.93,344626667414.29,429020755432.72,533599779515.72,439731589139.21,475696613935.6,524374183218.31,495230523665.9,515761954074.16,539080475073.72,477111287969.23,470024559642.47,524641206566.63,588779850758.05,596058473058.77,599442783598.06,681346136411.7,688125010520.52
Puerto Rico,PRI,1691900000.0,1865100000.0,2094400000.0,2333600000.0,2570500000.0,2881500000.0,3170500000.0,3532700000.0,3941700000.0,4460700000.0,5034700000.0,5646800000.0,6328900000.0,7002400000.0,7684800000.0,8198300000.0,8968600000.0,9910900000.0,11165000000.0,12750000000.0,14436100000.0,15955700000.0,16764200000.0,17276600000.0,19162600000.0,20289200000.0,22009300000.0,24025800000.0,26385800000.0,28161200000.0,30603919000.0,32287031000.0,34630430000.0,36922456000.0,39690630000.0,42647331000.0,45340835000.0,48187039000.0,54086400000.0,57841000000.0,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445500000.0,100958100000.0,105126400000.0,103130900000.0,106368900000.0,113434800000.0
