WB_country_name,WB_country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Djibouti,DJI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340989527.97,0.0,373371738.29,395794538.63,409220087.1,452328087.28,462421998.53,478058304.87,466048469.23,491689220.74,497723960.59,494004647.73,502675542.0,514267869.3,536080148.1,551230861.86,572417440.82,591122039.6,622044665.52,666072101.78,708633194.73,768873684.03,847918929.11,999105339.27,1049110684.72,1128611700.36,1239144501.78,1353632941.52,2042817162.86,2214679081.26,2424391785.44,2604955228.7,2762581334.23,2913466732.13,3088853638.57,3185150981.03,3385825228.87,3515108859.95
Dinamarca,DNK,0.0,0.0,0.0,0.0,0.0,0.0,11931739858.7,13059064374.63,13505573866.67,15414902266.67,17075457600.0,19085731252.44,23232379951.94,30730626663.36,34160444798.11,40474406216.28,44575892473.12,49784338519.46,60362931853.62,70366241969.21,71127528699.94,61877813965.24,60412844678.6,60644782176.05,59105236853.79,62658568287.34,88078760103.82,109414423928.78,115552846616.65,112409222182.7,138247285815.86,139224688814.2,152915654478.89,143195627014.61,156162386724.52,185006881515.07,187632346387.98,173537647058.82,176991934992.84,177965188354.69,164158739097.62,164791442543.38,178635163717.43,218096033517.01,251373002954.38,264467336457.17,282884947702.97,319423424509.07,353361038818.38,321241303699.01,321995279401.5,344003137611.27,327148943812.14,343584391647.93,352993631617.71,302673070846.86,313115929314.34,332121063806.39,356841216410.07,346498737961.64,354762748338.66,405687998852.69,400167196948.71
República Dominicana,DOM,672399700.0,654100200.0,824100000.0,940799900.0,1025599900.0,888100000.0,983900000.0,1034800000.0,1079100000.0,1230500000.0,1485500000.0,1666500000.0,1987400000.0,2344800000.0,2925700000.0,3599200000.0,3951500000.0,4587100000.0,4734400000.0,5498800000.0,6761300000.0,7561300000.0,8267400000.0,9220600000.0,11594000000.0,5044579979.23,6122128557.57,5827050753.26,5374299981.5,6686593059.94,7073675544.79,9824483339.95,11605382504.0,13081042400.0,14644734599.48,16637370839.16,18241622547.59,20017450041.31,21672215546.76,22136579396.92,24305780628.67,25601823687.57,27137440786.26,21403167848.14,22322387382.49,35777560683.94,37879830084.26,43965458508.51,48122601530.33,48261078913.73,53860187257.96,58029773599.46,60681535652.54,62682159338.04,67179955677.28,71164826836.53,75704647877.66,79998046305.79,85555390139.12,88941372558.24,78844656298.18,94243425938.36,113537368176.13
Argelia,DZA,2723615451.3,2434747055.94,2001444543.92,2702982017.64,2909316435.29,3136284306.85,3039859187.45,3370870376.3,3852147026.77,4257253264.09,4863526896.57,5077183093.89,6766743956.89,8707858912.12,13209871625.9,15557902754.03,17728240932.32,20972113684.96,26364491313.45,33243706859.66,42345829079.21,44348590460.93,45207167470.35,48801369800.37,53698548293.07,57937868670.19,63692007897.38,66745818375.49,59089396860.43,55634721572.73,62048507531.34,45715676428.28,48003133347.0,49945584452.65,42543176828.92,41764291671.77,46941554225.36,48177612042.15,48187781984.49,48640671734.97,54790398570.33,54744697926.07,56760355865.01,67863850333.95,85332581188.61,103198212442.69,117027280155.39,134977082623.78,171000699876.75,137211003661.7,161207307027.19,200013098817.25,209059080929.5,209755003250.66,213809979836.31,165979224866.13,160034212126.02,170096988531.91,174910684781.57,171760275466.61,145743542982.63,163472387986.77,194998449769.09
Ecuador,ECU,2069464936.6,1753850954.84,1518207703.89,1824343870.41,2244146103.18,2387047395.7,2429308638.84,2553595172.09,2582179864.15,3112165727.38,2862503139.0,2754219271.03,3185986087.34,3891754150.24,6599257044.12,7731674472.07,9091921030.17,11026342618.11,11922497876.48,14175160902.07,17881508242.45,21810759353.73,19929846396.42,17152477036.5,16912509091.86,17149088413.35,15314138472.33,13945426859.47,13051881851.41,13890823704.55,15239272611.58,16988535267.63,18094238119.06,18938717358.68,22708673336.67,24432884442.22,25226393196.6,28162053026.51,27981896948.47,19645272636.32,18327764882.44,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726331000.0,99290381000.0,99937696000.0,104295862000.0,107562008000.0,108108009000.0,99291124000.0,106165866000.0,115049476000.0
"Egipto, República Árabe de",EGY,0.0,0.0,0.0,0.0,0.0,4948667540.41,5278005611.91,5605484298.98,5932242990.65,6524455205.81,8042200452.15,8609283346.09,9299638055.84,10098534613.44,9228963224.6,11632178868.92,13315988083.42,14400806875.99,14811704063.07,18020571428.57,21669908176.39,22136081081.08,27655172413.79,30966239813.74,33971188991.61,39053502251.07,41253507951.36,40455616653.57,34980124929.02,39756299049.98,42978914311.35,37387836490.53,41855986519.42,46578631452.58,51897983392.65,60159245060.45,67629716981.13,78436578171.09,84828807556.08,90710704806.84,99838543960.08,96684636118.6,85146067415.73,80288461538.46,78782467532.47,89600665557.4,107426086956.52,130437828371.28,162818181818.18,189147005444.65,218983666061.71,235989672977.63,279116666666.67,288434108527.13,305595408895.27,329366576819.41,332441717791.41,248362771739.13,262588632526.73,318678815489.75,383817841547.1,424671765455.7,476747720364.74
Eritrea,ERI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477101651.65,467872714.76,531688311.69,578015625.0,693535954.19,686490090.14,745523074.7,688918508.95,706370815.58,752371683.22,729321671.43,870248293.7,1109054005.44,1098424709.46,1211161879.67,1317974491.06,1380188800.0,1856695551.22,1589515447.15,2065001626.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
España,ESP,12072126075.4,13834300571.48,16138545209.25,19074913947.72,21343844643.73,24756958694.92,28721062242.16,31647119228.2,31475548481.41,36038711599.54,40992995008.32,46619420359.28,59132415221.33,78639525985.15,97274006345.54,114777046376.81,118507184779.91,132449277108.43,160599687500.0,214601955875.06,232766822928.75,202807891511.98,195996754505.53,170951185614.85,172102910370.52,180793463796.48,251321075204.94,318747935588.2,376160409941.44,414757056922.0,536558591250.41,577166174539.63,630916018202.5,525075636030.85,530562634455.35,614609020549.77,642588992512.81,590077272727.27,619214834614.1,634907542858.3,598363313494.9,627830029412.21,708756677088.63,907491523174.12,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820.0,1631863493552.34,1491472923706.64,1422108199783.34,1480710495710.12,1324750738725.0,1355579535912.55,1371820537888.62,1196156971279.69,1233554967011.68,1313245330197.65,1421702715218.04,1394320055129.41,1278128867875.49,1445651653604.63,1417800466262.65
Estonia,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4502970889.06,4786018988.16,5154420649.23,5674080542.89,5756912265.76,5686579747.54,6254649538.98,7367975887.73,9874013098.46,12145911801.24,14106790200.22,17022870405.22,22449129482.62,24341678628.97,19633031397.61,19523477325.62,23213994093.46,23019150071.19,25115753366.11,26634083965.1,22890762090.15,24072829276.77,26924385103.07,30624720196.23,31081901909.22,31370395572.77,37191166151.98,38100812958.52
Etiopía,ETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7324903188.41,7707678019.32,8567890821.26,8096302367.15,9480840483.09,9848600869.57,10527338647.34,10908935748.79,11476584879.23,12175166763.29,13463868357.49,10492993077.61,8830712713.91,6927950564.56,7663984567.9,8547939730.62,8589233860.18,7818205592.92,7700833482.01,8242349617.86,8231326016.47,7850809498.17,8623691300.04,10131187261.44,12401139453.97,15280861834.6,19707616772.8,27066912635.22,32437389116.04,29933790334.34,31952763089.33,43310721414.08,47648276605.01,55612228233.52,64589328550.6,74296745207.87,81770886825.6,84269196625.88,95912607722.3,107657734392.45,111261882958.43,126783471597.67
Finlandia,FIN,5224102195.53,5921659485.03,6340580854.39,6885920328.66,7766655085.79,8589340019.03,9208524504.88,9368954010.31,8823033880.33,10070766720.5,11357516987.54,12527405512.93,14743186119.87,19472363466.63,24848821490.47,29472623242.28,31849513771.35,33499799321.23,36256160288.81,44465255686.15,53645202422.7,52448332874.07,52797582336.25,50973526900.09,52888800949.74,55875863392.17,73531550551.26,91594751792.24,109058990760.48,119012054870.45,141438345513.92,127773856785.77,112532519246.08,89214114708.03,103299943084.8,134189814814.82,132129174216.93,126912152101.71,134038718291.06,135264083658.69,126019543413.33,129533107311.81,140404460203.14,171652458349.41,197479443979.15,204885494686.38,217089269791.76,256378067752.16,285716311136.72,253497520828.52,249424310816.67,275604356167.32,258290060227.73,271362405890.59,274862826772.16,234534382384.77,240771351298.83,255647979916.47,275708001767.84,268514916972.55,271886077382.1,296470417085.27,282649838009.73
Fiji,FJI,112328422.11,116987784.91,122906434.96,129454728.62,140032741.47,147084750.03,150603925.52,162625885.86,166952937.14,182182067.7,219878482.17,247749327.72,316656648.7,425950487.52,558587097.38,684282434.36,694540806.38,719501765.78,829267889.43,1019691460.17,1202618816.21,1235626770.51,1194059943.22,1123085190.07,1178000678.0,1141168943.98,1290267339.65,1177947965.12,1110009522.76,1182660265.77,1337017559.5,1383883249.59,1532411039.05,1636101246.94,1825732092.55,1970301486.21,2128696643.63,2090221137.03,1653146716.58,1936459986.04,1678219507.9,1652462023.46,1833279985.37,2300492465.32,2708078476.63,2980403844.72,3076305452.87,3378314599.76,3523185919.56,2870624635.68,3140166712.8,3779411899.37,3972028104.47,4189967998.51,4857104791.0,4682479912.05,4930213634.36,5353469171.06,5581425324.91,5444407214.32,4432466237.1,4305031630.82,4979979546.01
Francia,FRA,62225478000.88,67461644222.04,75607529809.93,84759195105.87,94007851047.37,101537248148.43,110045852177.93,118972977486.21,129785441507.46,141903068680.31,148456359985.83,165966615366.4,203494148244.47,264429876252.21,285553737043.1,360832186018.05,372319038514.07,410279486493.72,506709302325.58,613953129818.07,701288419745.42,615552202776.1,584877732308.61,559869179791.72,530683779929.45,553138414367.06,771470783218.11,934173305685.91,1018847043277.17,1025211803413.53,1269179616913.62,1269276828275.78,1401465923172.24,1322815612694.0,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,2647418691598.45,2959355819170.5,2779092236505.85
Gabón,GAB,141468977.8,167637907.12,182796536.27,154480244.06,215679855.34,226474285.78,245849781.27,271543680.05,294468564.25,318124701.48,323802475.51,381687072.62,430508358.51,722780701.3,1544216001.66,2157592940.04,3009409974.27,2809349069.22,2389479271.67,3030251120.1,4279637942.25,3862269120.53,3618007841.14,3391275731.54,3561451560.51,3339914757.23,3403638189.2,3281797043.05,3834503376.03,4186411463.86,5952293764.85,5402919784.57,5592390827.4,4378645081.02,4190819344.22,4958845648.05,5694040002.9,5326817114.54,4483417309.83,4662992036.21,5080483628.53,5023265413.26,5335451099.88,6511903365.48,7770219008.21,9582783990.85,10327598306.46,12455409587.34,15571348344.34,12113699068.25,14372593020.29,18210307743.58,17170464016.06,17595744798.34,18203966895.84,14383107762.7,14023890265.37,14929487485.16,16867326401.96,16874405465.39,15314577154.81,20217946922.45,21071739224.89
Reino Unido,GBR,73233967692.1,77741965703.35,81247564156.82,86561961812.32,94407558351.16,101824755078.99,108572752102.05,113116888210.79,107759910067.89,116464702803.22,130671946244.3,148113896325.14,169965034965.04,192537971582.56,206131369798.97,241756637168.14,232614555256.07,263066457352.17,335883029721.96,438994070309.19,564947710899.37,540765675241.16,515048916841.37,489618008185.54,461487097632.35,489285164271.05,601452653180.89,745162608269.33,910122732123.8,926884816753.93,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1344240176739.78,1419645865834.63,1560911918795.02,1653694932096.72,1687830448147.55,1665534876683.31,1649827263567.01,1785729916067.15,2054422857142.86,2421525082387.4,2543180000000.0,2708441582336.71,3090510204081.63,2929411764705.88,2412840006231.5,2485482596184.71,2663805834828.07,2707089726614.64,2784853502534.29,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2697806592293.86,3141506156618.7,3089072722400.14
Georgia,GEO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000000.0,6400000000.0,3730000000.0,2701301482.7,2514070771.8,2693768412.89,3095047603.81,3510520231.21,3613497316.55,2800025882.72,3057475335.19,3219462262.01,3395766677.67,3991377904.13,5125365191.99,6410912049.87,7745250733.95,10172931088.57,12795145130.91,10766920065.83,12243217070.57,15107486236.25,16488822461.42,17190068235.79,17627332900.26,14953673796.19,15141598622.57,16242645072.29,17596922469.92,17470436258.51,15842922532.72,18629365612.1,24780791063.71
Ghana,GHA,1223943661.97,1309859154.93,1390140845.07,1549295774.65,1740845070.42,2064788732.39,2138028169.01,1748837209.3,1666666666.67,1961764705.88,2214705882.35,2427184466.02,2116541353.38,3018103448.28,2894409937.89,2810106382.98,2765254237.29,3189428571.43,3662478184.99,4020227920.23,4445228215.77,4222441860.47,4035994397.76,4057275132.28,4412279843.44,4504306722.69,5735677433.83,5074829931.97,5197765031.65,5251858439.87,5889106573.46,6603185267.8,6416103925.83,5968922939.37,5446383726.77,6464382807.68,6932991739.38,6891443192.25,7482069162.42,7718109982.26,4982850662.21,5314872854.44,6166197847.85,7632723555.66,8881417906.71,10744568381.45,20885037596.7,24827339138.49,28679383241.07,26048720005.52,32197655566.53,39336668080.56,41271701060.95,62824629066.04,54783320576.89,49406009811.98,56164928691.04,60405920071.57,67298913752.02,68337974418.33,70043095503.67,79524421861.27,73766052451.53
Grecia,GRC,4335186016.84,4961400439.32,5213047711.43,5895278024.09,6669673257.12,7689154053.36,8591517943.6,9275600800.36,10090675902.54,11615657031.24,13139863636.36,14591750000.0,16885511363.64,22347848101.27,25351306818.18,28525876726.89,31152835820.9,36176234967.62,44270204081.63,54481876724.93,56829664268.59,52346506765.07,54617989795.92,49428873839.01,48020024183.8,47820851221.32,56379593476.14,65652750377.45,76261277924.57,79169043222.83,97891092003.44,105143232379.88,116224672863.78,108809059155.77,116601801966.29,136878365936.17,145861612400.91,143157600149.76,144428172489.34,142588875293.75,130457756628.44,136309295225.34,154564203586.95,202370140236.27,240963562236.13,247875422204.41,273546728473.07,318902829550.73,355908689477.45,331308500253.27,297124961971.5,282995942006.56,242029307133.41,238907690051.13,235458133124.61,195683527003.38,193148146586.93,199844406013.53,212049447242.11,205252760889.36,188480337285.61,214667807441.2,217581324512.06
Granada,GRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71494495.19,88322386.3,102244362.22,110900457.04,115651918.89,125435590.0,131803552.22,145533310.74,167728455.19,187589522.59,215009569.63,236357523.7,267327642.22,278098762.96,300757888.89,310160444.44,309812185.19,325111814.81,342172518.52,366911444.44,392190592.59,445903592.59,482009370.37,520044370.37,520444185.19,540336925.93,591018407.41,599118592.59,695555555.56,698700666.67,758683592.59,825976037.04,771275555.56,771014814.81,778655555.56,799881481.48,842618518.52,911496296.3,997007407.41,1061640740.74,1125685185.19,1166514814.81,1213485185.19,1043411111.11,1122800000.0,1215379155.67
Guatemala,GTM,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.96,7231963515.98,7084399840.0,7841602824.43,8410724360.8,7650196845.22,9406135143.41,10440781587.54,11400017301.46,12983233310.75,14655404433.28,15674835615.31,17790026221.61,19395491992.99,18318412251.36,19288929030.05,18405220247.44,20444205991.03,21576351798.91,23577298094.66,26783389293.92,29744246827.18,33567850824.1,38503720224.32,37126148264.64,40676578423.49,46876006272.24,49593929487.13,52996446269.44,57852153058.5,62186064718.74,66053403469.0,71653754066.28,73328365862.43,77172317258.65,77715183063.21,86053083476.03,95003330315.88
Guyana,GUY,170216241.13,185849535.38,194949512.63,175757893.94,194774513.06,213235294.12,228705882.35,250176470.59,229750000.0,249300000.0,267800000.0,282050000.0,285380952.38,307047619.05,433954545.45,494791666.67,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.14,482000000.0,489333333.33,437631605.26,453488372.09,504651139.53,354591846.94,413799990.0,379779389.71,396582263.29,348533094.81,373573141.49,454101382.49,540874934.2,621626785.92,705406001.42,749138009.56,717530683.17,694754988.26,712667896.73,712167450.16,726131434.72,743063950.32,787814379.18,824880550.34,2379817990.69,2730971595.4,3025187433.34,3165663152.73,3432912516.92,3691384317.52,4063088535.76,4167800935.6,4127660158.47,4279840193.7,4482697336.56,4748174334.14,4787637005.54,5173760191.85,5471256594.72,8041362110.31,14718388489.21
"Hong Kong, Región Administrativa Especial",HKG,1320796651.69,1383681651.14,1612346412.26,1935298266.45,2206466461.26,2435078534.03,2489845016.65,2692474989.13,2716964388.42,3189740055.14,3800766535.62,4476001946.01,5710090213.15,8030117555.62,9388695366.85,10048089558.06,12876366008.81,15719433719.43,18315136409.14,22526184533.17,28861857810.65,31055226088.69,32291215843.64,29907227184.18,33511383985.67,35699772165.71,41075396884.9,50622896162.6,59707404560.59,68790219177.97,76928784620.82,88959997899.93,104272507639.28,120354212475.0,135811771026.33,144652295363.67,159718183550.73,177353174849.71,168885443660.07,165768095391.56,171668891194.35,169404327616.61,166348866131.03,161385558801.81,169099768875.19,181569311742.21,193535442896.37,211596944503.8,219278749139.73,214047795659.05,228638668727.29,248513617677.29,262628865879.7,275696879834.97,291459995978.89,309385622601.35,320860317562.56,341273289534.47,361731070995.73,363074545072.39,344943149590.06,368911387845.42,359838583490.06
Croacia,HRV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22778297035.85,24147533301.91,24172615103.91,25885224259.19,23770159784.26,22128719418.44,23063323722.5,26757255951.78,35254833028.4,41855265955.29,45025332739.67,49601608068.55,59319172946.68,68519137406.17,62085753435.59,58819429750.22,62736258335.35,57354547991.22,59491066217.91,59342363988.8,50857353544.28,52512987755.96,56061675144.38,61481309636.13,61470295887.84,57760024673.94,69081236641.25,71600049650.2
Hungría,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34753569692.92,38730585922.22,40124916940.59,43166678735.22,46425677734.14,46658755151.6,47296952928.76,48706787306.26,49073380173.72,47218405892.43,53749989092.02,67608919144.37,85285062818.01,104120820258.67,113211158292.94,115715618613.05,140186716681.43,158325614580.63,131069255620.57,132175349953.71,141942264554.48,128814279315.13,135684315697.71,141033843265.67,125174166987.37,128609822750.04,143112196040.33,160565642983.59,164020460331.66,157227094449.07,182090041757.27,177337436677.37
Indonesia,IDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5667756627.92,7076465299.81,8337423312.88,9150684931.51,9333536369.95,10997590361.45,16273253012.05,25802409638.55,30463855421.69,37269156626.51,45808915662.65,51455719075.83,51400186342.89,72482337397.44,85518233419.05,90158449294.99,81052283383.72,84853700027.65,85289488375.44,79954072544.53,75929617557.75,84300174485.8,94451427876.66,106140727333.64,116621996217.13,128026966579.96,158006700301.53,176892143931.51,202132028723.12,227369679374.97,215748998609.64,95445547872.72,140001351215.46,165021012077.81,160446947784.91,195660611165.18,234772463823.81,256836875295.45,285868619196.09,364570515618.36,432216737774.86,510228634990.6,539580085616.49,755094157621.94,892969104563.17,917869913332.65,912524136718.02,890814755533.54,860854232686.21,931877364037.7,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186505455736.54,1319100220407.72
India,IND,37029883876.18,39232435784.04,42161481858.08,48421923459.12,56480289940.99,59554854575.81,45865462034.29,50134942204.0,53085455870.67,58447995017.33,62422483054.67,67351404351.83,71463193831.01,85515269585.4,99525899116.05,98472796456.88,102717164466.4,121486641441.31,137300295313.3,152991653793.77,186325345086.66,193491368445.57,200715624830.9,218262146413.16,212157645177.65,232511554840.37,248985994040.59,279033584092.22,296589670895.93,296042052944.66,320979026420.04,270105341879.23,288208070278.01,279295648982.53,327275583530.0,360281909643.49,392896866204.52,415867563592.83,421351317224.94,458820417337.81,468394937255.8,485441014538.64,514937948874.21,607699285436.05,709148514815.79,820381595510.64,940259888794.35,1216736438842.41,1198895139014.62,1341888016984.36,1675615519489.35,1823051829900.81,1827637590787.19,1856721507681.08,2039126479228.11,2103588360066.32,2294796885682.55,2651474262735.28,2702929641707.38,2835606256616.03,2671595405986.86,3150306839142.13,3416645826052.87
Irlanda,IRL,1939329775.44,2088012282.36,2260349684.09,2430843768.45,2766608945.87,2945704143.0,3104034393.23,3343636773.37,3278584478.33,3787077343.73,4395995086.0,5098250287.47,6318060582.22,7481173065.79,7896860614.99,9483808362.37,9453756014.72,11248340431.38,14647996073.69,18319334300.45,21747855640.07,20670190138.17,21474752962.22,20766047763.53,20106648454.84,21270013325.56,28714571852.48,33920518492.51,37772896220.76,39238392677.75,49305632408.49,49787501584.48,55918538121.4,52417477613.68,57097656065.96,69139823232.32,75790786290.32,82856648758.36,90199410115.51,98893958262.64,100207610429.91,109346669229.7,128596035288.4,164670771259.6,194372115041.07,211876989655.91,232180617162.28,270079279419.5,275447471451.06,236443115853.7,221913560882.37,239170638711.31,225118718207.16,238112475390.8,259681883575.71,292364226871.76,298559265006.4,337241811320.9,386693357874.06,398933010007.36,428608687830.24,513391778882.86,533140011838.28
"Irán, República Islámica del",IRN,4199134389.9,4426949094.84,4693566416.48,4928628018.39,5379845647.7,6197319929.04,6789938671.75,7555383690.16,8623172959.9,9743089607.5,10976245153.59,13731802833.04,17153463263.11,27081698249.51,46209092072.14,51776222349.89,68055295080.75,80600122701.96,77994316621.48,90391877325.93,94362275580.02,100499312749.92,125948756439.49,156365156618.24,162276728619.52,180183629599.68,209094561833.48,134009995923.17,123057861333.91,120496362916.27,124813263926.23,0.0,0.0,63743623231.23,71841461172.24,96419225744.99,120403931883.35,113919163421.48,110276913362.45,113848450088.69,109591707801.43,126878750295.58,128626917504.4,153544751396.21,190043433963.87,226452138295.73,266298911663.71,349881601462.44,412336172443.8,416397025729.9,486807616876.7,626133112195.93,644035512181.48,492775566425.88,460382791480.43,408212917874.96,457954614593.75,486630147094.49,329691934144.5,283649531542.63,239735486745.7,359096907772.99,413493207349.27
Iraq,IRQ,1683918766.43,1831479827.41,1954399498.24,1978199488.72,2340239343.9,0.0,0.0,0.0,2896598841.36,3007758796.9,3281318687.47,3865346534.65,4113848002.4,5134367778.14,11516762614.29,13458516762.61,17754825601.08,19838130714.53,23762275651.88,37816457839.49,52569000000.0,37823000000.0,42382333333.33,40712903225.81,46938387096.77,48425161290.32,47264516129.03,56774193548.39,62684516129.03,65831935483.87,180408064516.13,407796349.66,553671957.67,1031944881.13,3991349282.76,12894029888.11,10433698621.34,20764857056.38,20617405044.24,36881601583.82,48364250943.91,36176430128.81,32928454672.42,21921569478.82,36627901762.06,49954890353.26,65140147197.12,88837055195.26,131614433712.25,111657581662.35,138516722649.57,185749664444.44,218002481737.69,234637675128.65,228415656174.96,166774104959.1,166602488747.89,187217660050.68,227367469034.03,233636097800.34,180924091442.95,207691599310.35,264182173793.1
Islandia,ISL,248434096.97,253885656.33,284916516.16,340061650.12,434267936.91,523694949.37,628893310.4,621225962.15,474399471.62,414709311.35,526704545.45,670251136.36,839652164.06,1154440252.97,1515190595.3,1406875081.33,1669488389.97,2208509076.28,2511826196.01,2853435053.89,3381419251.29,3492997010.05,3206626644.54,2765950335.71,2864441387.41,2984052356.55,3989622739.28,5520318404.64,6106635816.25,5672569449.07,6468736355.56,6909730288.17,7080981738.06,6218581531.64,6389460342.79,7123633418.2,7426082270.68,7569672925.34,8503693098.62,8982047589.49,9025660361.76,8234846804.61,9318395054.86,11429333037.84,13825302535.77,16852963067.05,17465318552.29,21652505596.75,18074622987.02,13154414219.21,13751161917.74,15221622925.93,14751508133.54,16125060515.31,17867662177.89,17517210519.09,20793168030.95,24728285177.46,26260850582.07,24681343649.3,21565767851.14,25595940169.59,28064529851.31
Israel,ISR,2598500000.0,3138500000.0,2510000000.0,2992333333.33,3405333333.33,3663333333.33,3980000000.0,4030000000.0,4619000000.0,5329333333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104892955202.07,114505860826.52,118859377862.82,120056692192.31,120922937410.92,136035771711.67,134635822098.58,125060622862.93,131299915899.96,139973148371.26,147083996033.6,158670456932.54,184052121662.08,220531065217.39,211970040942.96,238364092298.02,266791854430.9,262282344091.85,297732778479.13,314330061977.26,303414276832.04,322102790386.84,358245427458.54,376691526553.28,402470513619.15,413267669231.52,488526545878.89,525002447652.77
Italia,ITA,40385288344.19,44842760293.19,50383891898.99,57710743059.83,63175417019.01,67978153850.52,73654870011.28,81133120065.42,87942231678.35,97085082807.38,113395315985.13,124672365792.76,145260039840.64,175492055795.42,199564489431.38,227695851126.93,224717278436.85,257596313364.06,315058323066.39,393677161500.82,477256775943.93,430702851303.02,427272645669.29,443042373788.88,437887689001.54,452217492140.76,640386352773.09,805713128174.49,891608957155.61,928661332204.35,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.5,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252446659833.79,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011302198827.45,1897461635591.91,2155360298998.03,2049737165407.98
